"site","hydro.endpoints","hydro","Scenario","FlowMetric","PredictedProbability","PredictedProbabilityScaled","index"
402050,"SP_Mag",27.6694,"Current","sp_mag",0.353608257557775,0.67067689223862,"ASCI"
402051,"SP_Mag",30.24765,"Current","sp_mag",0.343332092483389,0.641764115905449,"ASCI"
402060,"SP_Mag",18.0962,"Current","sp_mag",0.392897870519649,0.781221223081944,"ASCI"
403010,"SP_Mag",12.80465,"Current","sp_mag",0.415263521322316,0.844148692086423,"ASCI"
403011,"SP_Mag",22.3373,"Current","sp_mag",0.37528617527952,0.731669371623753,"ASCI"
403020,"SP_Mag",38.7565,"Current","sp_mag",0.310482816359804,0.54934016529812,"ASCI"
403030,"SP_Mag",23.3868,"Current","sp_mag",0.370976477328415,0.719543706842987,"ASCI"
404010,"SP_Mag",29.1607,"Current","sp_mag",0.347647150581258,0.653904861869068,"ASCI"
405010,"SP_Mag",10.71065,"Current","sp_mag",0.424217093937285,0.869340253386333,"ASCI"
405020,"SP_Mag",20.68515,"Current","sp_mag",0.382110602899467,0.750870420648284,"ASCI"
501010,"SP_Mag",39.3682,"Current","sp_mag",0.308188444770064,0.542884775362367,"ASCI"
501011,"SP_Mag",5.3183,"Current","sp_mag",0.44749024782852,0.934821051734151,"ASCI"
501020,"SP_Mag",20.2275,"Current","sp_mag",0.384009372591311,0.756212754389623,"ASCI"
502010,"SP_Mag",38.3098,"Current","sp_mag",0.312164220514566,0.554070924477289,"ASCI"
502011,"SP_Mag",26.5364,"Current","sp_mag",0.358167891619697,0.683505771381683,"ASCI"
502020,"SP_Mag",13.8449,"Current","sp_mag",0.410835926648044,0.831691315858569,"ASCI"
502030,"SP_Mag",5.3857,"Current","sp_mag",0.4471977072194,0.93399796635759,"ASCI"
101010,"Wet_BFL_Mag_50",0.62145,"Current","wet_bfl_mag_50",0.451625343949066,0.28997699048973,"ASCI"
101011,"Wet_BFL_Mag_50",0.4668,"Current","wet_bfl_mag_50",0.451540022183286,0.217789015406036,"ASCI"
101012,"Wet_BFL_Mag_50",0.183634610416666,"Current","wet_bfl_mag_50",0.451383804733565,0.0856185045735693,"ASCI"
201010,"Wet_BFL_Mag_50",2.09083687253092,"Current","wet_bfl_mag_50",0.45243615880233,0.975981105506736,"ASCI"
201020,"Wet_BFL_Mag_50",2.142275821069,"Current","wet_bfl_mag_50",0.452464547664711,1,"ASCI"
201030,"Wet_BFL_Mag_50",0.037535523929129,"Current","wet_bfl_mag_50",0.451303208138647,0.0174283430993804,"ASCI"
201040,"Wet_BFL_Mag_50",1.21381518169538,"Current","wet_bfl_mag_50",0.451952183298795,0.566505149737365,"ASCI"
201041,"Wet_BFL_Mag_50",1.14121457390407,"Current","wet_bfl_mag_50",0.451912123451113,0.532611813612141,"ASCI"
201050,"Wet_BFL_Mag_50",0.25725,"Current","wet_bfl_mag_50",0.451424416150796,0.11997850578125,"ASCI"
201060,"Wet_BFL_Mag_50",0.9191,"Current","wet_bfl_mag_50",0.451789568073248,0.428921688555994,"ASCI"
201061,"Wet_BFL_Mag_50",0.0323482341783375,"Current","wet_bfl_mag_50",0.451300346580488,0.015007271674156,"ASCI"
201062,"Wet_BFL_Mag_50",0.75665,"Current","wet_bfl_mag_50",0.451699937308821,0.35308800965647,"ASCI"
201070,"Wet_BFL_Mag_50",2.09083691666667,"Current","wet_bfl_mag_50",0.452436158826688,0.975981126115356,"ASCI"
201080,"Wet_BFL_Mag_50",2.142275821069,"Current","wet_bfl_mag_50",0.452464547664711,1,"ASCI"
201090,"Wet_BFL_Mag_50",0.0371000642556145,"Current","wet_bfl_mag_50",0.451302967918054,0.0172251002564563,"ASCI"
201100,"Wet_BFL_Mag_50",1.22538680292977,"Current","wet_bfl_mag_50",0.451958568390816,0.571907368731669,"ASCI"
203010,"Wet_BFL_Mag_50",0.430900991905993,"Current","wet_bfl_mag_50",0.451520216791877,0.201032316941747,"ASCI"
204010,"Wet_BFL_Mag_50",0.6405,"Current","wet_bfl_mag_50",0.451635854198527,0.29886937122429,"ASCI"
205010,"Wet_BFL_Mag_50",0.091214360053577,"Current","wet_bfl_mag_50",0.451332820151779,0.0424821057193392,"ASCI"
207010,"Wet_BFL_Mag_50",0.0913777472246346,"Current","wet_bfl_mag_50",0.451332910285092,0.0425583645877313,"ASCI"
301010,"Wet_BFL_Mag_50",0.675098011925618,"Current","wet_bfl_mag_50",0.451654942693957,0.315019527282676,"ASCI"
301011,"Wet_BFL_Mag_50",0.189549255179464,"Current","wet_bfl_mag_50",0.45138706764295,0.0883791462367986,"ASCI"
301020,"Wet_BFL_Mag_50",0.2226,"Current","wet_bfl_mag_50",0.451405300697479,0.103805541530514,"ASCI"
301030,"Wet_BFL_Mag_50",0.193542100637562,"Current","wet_bfl_mag_50",0.451389270363049,0.0902427961760866,"ASCI"
401080,"Wet_BFL_Mag_50",0.553618408090607,"Current","wet_bfl_mag_50",0.451587920312523,0.2583140669957,"ASCI"
401101,"Wet_BFL_Mag_50",0.000194130366141493,"Current","wet_bfl_mag_50",0.45128260890441,0,"ASCI"
401110,"Wet_BFL_Mag_50",0.18481079078108,"Current","wet_bfl_mag_50",0.451384453592141,0.0861674827424113,"ASCI"
401120,"Wet_BFL_Mag_50",0.1069,"Current","wet_bfl_mag_50",0.451341473224446,0.0498031894820117,"ASCI"
401121,"Wet_BFL_Mag_50",0.0106999999999999,"Current","wet_bfl_mag_50",0.451288404409576,0.00490338870346105,"ASCI"
402020,"Wet_BFL_Mag_50",1.32105,"Current","wet_bfl_mag_50",0.452011354885625,0.616568307675954,"ASCI"
402021,"Wet_BFL_Mag_50",1.23895,"Current","wet_bfl_mag_50",0.451966052432386,0.578239373249551,"ASCI"
402022,"Wet_BFL_Mag_50",0.95010868757962,"Current","wet_bfl_mag_50",0.451806677276993,0.443397230199321,"ASCI"
402023,"Wet_BFL_Mag_50",0.98354395994296,"Current","wet_bfl_mag_50",0.45182512548908,0.459005663314846,"ASCI"
402030,"Wet_BFL_Mag_50",0.597307352879635,"Current","wet_bfl_mag_50",0.451612024050757,0.278707457113015,"ASCI"
402031,"Wet_BFL_Mag_50",0.69416369515283,"Current","wet_bfl_mag_50",0.451665461717751,0.323919331695086,"ASCI"
402040,"Wet_BFL_Mag_50",0.485375,"Current","wet_bfl_mag_50",0.451550270023786,0.226459380439703,"ASCI"
402041,"Wet_BFL_Mag_50",0.000950000000000006,"Current","wet_bfl_mag_50",0.451283025875293,0.000352785522016474,"ASCI"
402050,"Wet_BFL_Mag_50",0.14565,"Current","wet_bfl_mag_50",0.451362850008903,0.0678893925706029,"ASCI"
402051,"Wet_BFL_Mag_50",0.21425,"Current","wet_bfl_mag_50",0.451400694253258,0.0999081786754597,"ASCI"
402060,"Wet_BFL_Mag_50",0.158925758815069,"Current","wet_bfl_mag_50",0.451370173741408,0.0740857647952969,"ASCI"
403011,"Wet_BFL_Mag_50",0.585918146924233,"Current","wet_bfl_mag_50",0.45160574046125,0.273391116099188,"ASCI"
403020,"Wet_BFL_Mag_50",0.8765,"Current","wet_bfl_mag_50",0.451766063488752,0.409035222957881,"ASCI"
403030,"Wet_BFL_Mag_50",0.75005,"Current","wet_bfl_mag_50",0.451696295866584,0.350007103640909,"ASCI"
404010,"Wet_BFL_Mag_50",0.318646888863699,"Current","wet_bfl_mag_50",0.451458287480085,0.148635937474245,"ASCI"
405010,"Wet_BFL_Mag_50",0.45405,"Current","wet_bfl_mag_50",0.451532988023151,0.211837640959172,"ASCI"
405020,"Wet_BFL_Mag_50",0.111322973693558,"Current","wet_bfl_mag_50",0.451343913188408,0.0518675637495256,"ASCI"
501010,"Wet_BFL_Mag_50",0.563516928967727,"Current","wet_bfl_mag_50",0.451593381430616,0.262934541656069,"ASCI"
501011,"Wet_BFL_Mag_50",0.0367121730104935,"Current","wet_bfl_mag_50",0.451302753938522,0.017044059124243,"ASCI"
501020,"Wet_BFL_Mag_50",0.43815,"Current","wet_bfl_mag_50",0.451524216038823,0.204415949901463,"ASCI"
502010,"Wet_BFL_Mag_50",0.527618230335425,"Current","wet_bfl_mag_50",0.451573575796496,0.246177637842715,"ASCI"
502011,"Wet_BFL_Mag_50",0.422604023191933,"Current","wet_bfl_mag_50",0.451515639397198,0.197159531960984,"ASCI"
502020,"Wet_BFL_Mag_50",0.195219995765584,"Current","wet_bfl_mag_50",0.451390196002579,0.0910259497207394,"ASCI"
502030,"Wet_BFL_Mag_50",0.213505868174704,"Current","wet_bfl_mag_50",0.451400283738483,0.0995608554563597,"ASCI"
101020,"Wet_BFL_Mag_50",-0.0211,"Current","wet_bfl_mag_50",0.421761367770076,0.785487065034459,"ASCI"
201031,"Wet_BFL_Mag_50",-0.00402115770473315,"Current","wet_bfl_mag_50",0.421766498106602,1,"ASCI"
201091,"Wet_BFL_Mag_50",-0.00402115770473315,"Current","wet_bfl_mag_50",0.421766498106602,1,"ASCI"
401070,"Wet_BFL_Mag_50",-0.083638478840375,"Current","wet_bfl_mag_50",0.42174258189602,0,"ASCI"
401100,"Wet_BFL_Mag_50",-0.021113201679613,"Current","wet_bfl_mag_50",0.421761363804413,0.785321250143369,"ASCI"
402010,"Wet_BFL_Mag_50",-0.0122462276440638,"Current","wet_bfl_mag_50",0.421764027364615,0.896691744802567,"ASCI"
403010,"Wet_BFL_Mag_50",-0.083638478840375,"Current","wet_bfl_mag_50",0.42174258189602,0,"ASCI"
101010,"DS_Dur_WS",19,"Current","ds_dur_ws",0.0106453349216385,0.0143371042319055,"CSCI"
101011,"DS_Dur_WS",20.5,"Current","ds_dur_ws",0.00687256443632735,0.00925594858117858,"CSCI"
101012,"DS_Dur_WS",29,"Current","ds_dur_ws",0.000567027920082057,0.000763671453501129,"CSCI"
101020,"DS_Dur_WS",104,"Current","ds_dur_ws",1.47630680993136e-13,1.98529496736171e-13,"CSCI"
201010,"DS_Dur_WS",29.5,"Current","ds_dur_ws",0.000489486039537896,0.00065923828799876,"CSCI"
201020,"DS_Dur_WS",28.5,"Current","ds_dur_ws",0.000656845517143919,0.000884637516139299,"CSCI"
201030,"DS_Dur_WS",25,"Current","ds_dur_ws",0.00183753080446397,0.00247478081872124,"CSCI"
201031,"DS_Dur_WS",72,"Current","ds_dur_ws",1.81400129163448e-09,2.44309104438168e-09,"CSCI"
201050,"DS_Dur_WS",46,"Current","ds_dur_ws",3.81349318332076e-06,5.13600085447881e-06,"CSCI"
201061,"DS_Dur_WS",26.5,"Current","ds_dur_ws",0.00118256772639442,0.00159267856571974,"CSCI"
201070,"DS_Dur_WS",22,"Current","ds_dur_ws",0.00443089815058852,0.00596751996001692,"CSCI"
201080,"DS_Dur_WS",22,"Current","ds_dur_ws",0.00443089815058852,0.00596751996001692,"CSCI"
201090,"DS_Dur_WS",34,"Current","ds_dur_ws",0.000130261453153222,0.000175435723253564,"CSCI"
201091,"DS_Dur_WS",135,"Current","ds_dur_ws",2.22044604925031e-16,0,"CSCI"
201100,"DS_Dur_WS",4,"Current","ds_dur_ws",0.47052781599493,0.633705411016975,"CSCI"
203010,"DS_Dur_WS",19.5,"Current","ds_dur_ws",0.00920226007915473,0.0123935754858934,"CSCI"
204010,"DS_Dur_WS",46,"Current","ds_dur_ws",3.81349318332076e-06,5.13600085447881e-06,"CSCI"
205010,"DS_Dur_WS",16,"Current","ds_dur_ws",0.0253536989136996,0.0341462834815266,"CSCI"
207010,"DS_Dur_WS",59,"Current","ds_dur_ws",8.31727527657608e-08,1.12016806540289e-07,"CSCI"
301010,"DS_Dur_WS",7,"Current","ds_dur_ws",0.268782850716352,0.361995914157295,"CSCI"
301011,"DS_Dur_WS",45,"Current","ds_dur_ws",5.11820955310319e-06,6.8931888362887e-06,"CSCI"
301020,"DS_Dur_WS",3,"Current","ds_dur_ws",0.543945023462236,0.732583479543936,"CSCI"
401080,"DS_Dur_WS",13,"Current","ds_dur_ws",0.0591688263059372,0.0796883927346813,"CSCI"
401101,"DS_Dur_WS",0,"Current","ds_dur_ws",0.742502443272219,1,"CSCI"
401120,"DS_Dur_WS",8.5,"Current","ds_dur_ws",0.191205326647262,0.257514744065511,"CSCI"
402010,"DS_Dur_WS",0,"Current","ds_dur_ws",0.742502443272219,1,"CSCI"
402020,"DS_Dur_WS",20,"Current","ds_dur_ws",0.0079532349752707,0.0107113923291895,"CSCI"
402021,"DS_Dur_WS",17,"Current","ds_dur_ws",0.0190134826547821,0.0256072997834044,"CSCI"
402022,"DS_Dur_WS",18.5,"Current","ds_dur_ws",0.0123118970117936,0.0165816249136294,"CSCI"
402023,"DS_Dur_WS",21,"Current","ds_dur_ws",0.00593785446651908,0.00799708407739461,"CSCI"
402030,"DS_Dur_WS",13.5,"Current","ds_dur_ws",0.0514902755211185,0.0693469442257993,"CSCI"
402031,"DS_Dur_WS",2,"Current","ds_dur_ws",0.615500954040334,0.828954786098497,"CSCI"
402040,"DS_Dur_WS",1,"Current","ds_dur_ws",0.682385325447323,0.919034451173037,"CSCI"
402041,"DS_Dur_WS",0,"Current","ds_dur_ws",0.742502443272219,1,"CSCI"
403010,"DS_Dur_WS",28,"Current","ds_dur_ws",0.000760879449604314,0.00102475009543522,"CSCI"
403011,"DS_Dur_WS",8.5,"Current","ds_dur_ws",0.191205326647262,0.257514744065511,"CSCI"
501020,"DS_Dur_WS",3,"Current","ds_dur_ws",0.543945023462236,0.732583479543936,"CSCI"
502010,"DS_Dur_WS",13,"Current","ds_dur_ws",0.0591688263059372,0.0796883927346813,"CSCI"
502011,"DS_Dur_WS",0,"Current","ds_dur_ws",0.742502443272219,1,"CSCI"
502020,"DS_Dur_WS",7.5,"Current","ds_dur_ws",0.240866127251412,0.324397757117015,"CSCI"
201040,"DS_Dur_WS",-10,"Current","ds_dur_ws",0.165436023731973,0.236262534474917,"CSCI"
201041,"DS_Dur_WS",-4.5,"Current","ds_dur_ws",0.472300457430803,0.674501846656244,"CSCI"
201060,"DS_Dur_WS",-1.5,"Current","ds_dur_ws",0.670691354567204,0.957827904538278,"CSCI"
201062,"DS_Dur_WS",-8,"Current","ds_dur_ws",0.255369877221781,0.36469889192477,"CSCI"
301030,"DS_Dur_WS",-12,"Current","ds_dur_ws",0.102801694913297,0.146813181059868,"CSCI"
401070,"DS_Dur_WS",-14,"Current","ds_dur_ws",0.0621158468279786,0.0887088974662758,"CSCI"
401100,"DS_Dur_WS",-29,"Current","ds_dur_ws",0.00108428243695095,0.00154848438847867,"CSCI"
401110,"DS_Dur_WS",-6.5,"Current","ds_dur_ws",0.34095036215473,0.486918115577025,"CSCI"
401121,"DS_Dur_WS",-1,"Current","ds_dur_ws",0.700221147609594,1,"CSCI"
402050,"DS_Dur_WS",-42,"Current","ds_dur_ws",3.07764974164959e-05,4.39512213223749e-05,"CSCI"
402051,"DS_Dur_WS",-35,"Current","ds_dur_ws",0.000209578483683665,0.000299301958890363,"CSCI"
402060,"DS_Dur_WS",-36,"Current","ds_dur_ws",0.00015934528043149,0.000227562904036246,"CSCI"
403020,"DS_Dur_WS",-7,"Current","ds_dur_ws",0.31086048919155,0.443946158638055,"CSCI"
403030,"DS_Dur_WS",-26,"Current","ds_dur_ws",0.002463939885098,0.00351880113008974,"CSCI"
404010,"DS_Dur_WS",-58,"Current","ds_dur_ws",3.83498303692539e-07,5.46363790417157e-07,"CSCI"
405010,"DS_Dur_WS",-61.5,"Current","ds_dur_ws",1.46947082618862e-07,2.08540201122597e-07,"CSCI"
405020,"DS_Dur_WS",-80,"Current","ds_dur_ws",9.22823858507603e-10,0,"CSCI"
501010,"DS_Dur_WS",-25,"Current","ds_dur_ws",0.00323833771964608,0.00462473436020182,"CSCI"
501011,"DS_Dur_WS",-32,"Current","ds_dur_ws",0.00047678055718084,0.000680898651251757,"CSCI"
502030,"DS_Dur_WS",-73,"Current","ds_dur_ws",6.28527052935277e-09,7.65821868736556e-09,"CSCI"
101010,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
101011,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
101012,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
101020,"SP_Tim",15,"Current","sp_tim",0.466581599464521,0.332864533846204,"CSCI"
201010,"SP_Tim",2,"Current","sp_tim",0.461778641736015,0.0443503468978496,"CSCI"
201020,"SP_Tim",2,"Current","sp_tim",0.461778641736015,0.0443503468978496,"CSCI"
201030,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
201031,"SP_Tim",8,"Current","sp_tim",0.463994564377479,0.177461058126488,"CSCI"
201040,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
201041,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
201050,"SP_Tim",1,"Current","sp_tim",0.461409465692,0.0221739022567355,"CSCI"
201060,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
201061,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
201062,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
201070,"SP_Tim",2,"Current","sp_tim",0.461778641736015,0.0443503468978496,"CSCI"
201080,"SP_Tim",2,"Current","sp_tim",0.461778641736015,0.0443503468978496,"CSCI"
201090,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
201091,"SP_Tim",8,"Current","sp_tim",0.463994564377479,0.177461058126488,"CSCI"
201100,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
203010,"SP_Tim",18.5,"Current","sp_tim",0.467875800100629,0.410607305151212,"CSCI"
204010,"SP_Tim",16,"Current","sp_tim",0.466951325947061,0.355074043388692,"CSCI"
205010,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
301010,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
301011,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
301020,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
301030,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
401070,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
401080,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
401100,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
401101,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
401110,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
401120,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
401121,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
402010,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
402020,"SP_Tim",31,"Current","sp_tim",0.472501353836547,0.688464815198394,"CSCI"
402021,"SP_Tim",40,"Current","sp_tim",0.475834724547778,0.888700752075451,"CSCI"
402022,"SP_Tim",38,"Current","sp_tim",0.475093778893346,0.844192066980723,"CSCI"
402023,"SP_Tim",40,"Current","sp_tim",0.475834724547778,0.888700752075451,"CSCI"
402030,"SP_Tim",42,"Current","sp_tim",0.476575776599958,0.933215828494356,"CSCI"
402031,"SP_Tim",45,"Current","sp_tim",0.47768754706805,1,"CSCI"
402040,"SP_Tim",31,"Current","sp_tim",0.472501353836547,0.688464815198394,"CSCI"
402041,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
402050,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
403010,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
403011,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
403020,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
403030,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
404010,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
405010,"SP_Tim",35,"Current","sp_tim",0.473982567008313,0.777441449619521,"CSCI"
405020,"SP_Tim",35,"Current","sp_tim",0.473982567008313,0.777441449619521,"CSCI"
501010,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
501011,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
501020,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
502010,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
502011,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
502020,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
502030,"SP_Tim",0,"Current","sp_tim",0.461040331971605,0,"CSCI"
207010,"SP_Tim",-2,"Current","sp_tim",0.468647119079083,0,"CSCI"
402051,"SP_Tim",-1,"Current","sp_tim",0.468700239074521,1,"CSCI"
402060,"SP_Tim",-1,"Current","sp_tim",0.468700239074521,1,"CSCI"
101010,"DS_Mag_50",0.0469320436041667,"Current","ds_mag_50",0.338550108171992,0.0259979910143579,"CSCI"
201010,"DS_Mag_50",1.70442064305768,"Current","ds_mag_50",0.338743340596404,0.944294766353214,"CSCI"
201020,"DS_Mag_50",1.80495149904564,"Current","ds_mag_50",0.338755062359606,1,"CSCI"
201030,"DS_Mag_50",0.043684090454075,"Current","ds_mag_50",0.338549729573728,0.0241987817680439,"CSCI"
201040,"DS_Mag_50",1.078625,"Current","ds_mag_50",0.338670378111341,0.597555781127185,"CSCI"
201041,"DS_Mag_50",1.01321219896665,"Current","ds_mag_50",0.338662751973992,0.561314154715915,"CSCI"
201060,"DS_Mag_50",0.665725,"Current","ds_mag_50",0.338622241658435,0.368797333288714,"CSCI"
201062,"DS_Mag_50",0.60115,"Current","ds_mag_50",0.33861471371757,0.333022365178906,"CSCI"
201070,"DS_Mag_50",0.944344416666665,"Current","ds_mag_50",0.338654723128937,0.523158743964816,"CSCI"
201080,"DS_Mag_50",0.93594381337001,"Current","ds_mag_50",0.338653743763807,0.518504515548771,"CSCI"
201090,"DS_Mag_50",0,"Current","ds_mag_50",0.338544637549674,0,"CSCI"
201091,"DS_Mag_50",0,"Current","ds_mag_50",0.338544637549674,0,"CSCI"
201100,"DS_Mag_50",1.038375,"Current","ds_mag_50",0.338665685563826,0.575255428252045,"CSCI"
203010,"DS_Mag_50",0.520229898052835,"Current","ds_mag_50",0.338605280433841,0.288192652697261,"CSCI"
204010,"DS_Mag_50",0.327074891786808,"Current","ds_mag_50",0.338582763852932,0.181187300443719,"CSCI"
205010,"DS_Mag_50",0.102512636719543,"Current","ds_mag_50",0.338556586966208,0.0567871086032024,"CSCI"
207010,"DS_Mag_50",0.11512353851802,"Current","ds_mag_50",0.338558056974016,0.0637730139653549,"CSCI"
301010,"DS_Mag_50",0.81988698314785,"Current","ds_mag_50",0.338640213685016,0.454205639406087,"CSCI"
301011,"DS_Mag_50",0.220591874051963,"Current","ds_mag_50",0.338570351163411,0.122198583643429,"CSCI"
301020,"DS_Mag_50",0.256715780201166,"Current","ds_mag_50",0.338574562090091,0.142210134000295,"CSCI"
301030,"DS_Mag_50",0.238746108302329,"Current","ds_mag_50",0.338572467380678,0.132255464613799,"CSCI"
401080,"DS_Mag_50",0.6253,"Current","ds_mag_50",0.338617529035487,0.346401576110354,"CSCI"
401101,"DS_Mag_50",0.00373939212153479,"Current","ds_mag_50",0.33854507342943,0.00207142758781917,"CSCI"
401110,"DS_Mag_50",0.144959542387157,"Current","ds_mag_50",0.338561534862893,0.0803009551251108,"CSCI"
401120,"DS_Mag_50",0.2184,"Current","ds_mag_50",0.338570095659724,0.120984355686548,"CSCI"
401121,"DS_Mag_50",0.0452499999999998,"Current","ds_mag_50",0.33854991210424,0.025066219937988,"CSCI"
402010,"DS_Mag_50",0,"Current","ds_mag_50",0.338544637549674,0,"CSCI"
402030,"DS_Mag_50",0.10031536048171,"Current","ds_mag_50",0.338556330837879,0.0555699121652734,"CSCI"
402031,"DS_Mag_50",0.453375,"Current","ds_mag_50",0.338597486901983,0.251155518811652,"CSCI"
402040,"DS_Mag_50",0.6309,"Current","ds_mag_50",0.338618181864462,0.349504009587292,"CSCI"
402041,"DS_Mag_50",0.0185000000000004,"Current","ds_mag_50",0.338546793992549,0.010248044781231,"CSCI"
402050,"DS_Mag_50",0.023447022627804,"Current","ds_mag_50",0.338547370640804,0.0129884452850113,"CSCI"
402051,"DS_Mag_50",0.0125043339607447,"Current","ds_mag_50",0.338546095110122,0.00692675188177601,"CSCI"
402060,"DS_Mag_50",0.0525773159179487,"Current","ds_mag_50",0.338550766214702,0.0291252016818356,"CSCI"
403011,"DS_Mag_50",0.4417922344954,"Current","ds_mag_50",0.338596136663486,0.244738792105852,"CSCI"
403020,"DS_Mag_50",1.01285845012425,"Current","ds_mag_50",0.338662710732487,0.561118163069029,"CSCI"
403030,"DS_Mag_50",0.82315,"Current","ds_mag_50",0.338640594088795,0.456013428989713,"CSCI"
404010,"DS_Mag_50",0.377539887566607,"Current","ds_mag_50",0.338588646618075,0.20914391423249,"CSCI"
405010,"DS_Mag_50",0.552979711174174,"Current","ds_mag_50",0.338609098237102,0.30633596603266,"CSCI"
405020,"DS_Mag_50",0.190774449563246,"Current","ds_mag_50",0.338566875396087,0.105680724723396,"CSCI"
501010,"DS_Mag_50",0.564663704547231,"Current","ds_mag_50",0.3386104603015,0.312808892864641,"CSCI"
501011,"DS_Mag_50",0.0552195938345552,"Current","ds_mag_50",0.338551074212764,0.0305888982020027,"CSCI"
501020,"DS_Mag_50",0.507753542483993,"Current","ds_mag_50",0.338603826010581,0.281280809644226,"CSCI"
502010,"DS_Mag_50",0.671694888016797,"Current","ds_mag_50",0.338622937612446,0.372104709503209,"CSCI"
502011,"DS_Mag_50",0.557276168341897,"Current","ds_mag_50",0.338609599097341,0.308716199805158,"CSCI"
502020,"DS_Mag_50",0.241994008067777,"Current","ds_mag_50",0.33857284598513,0.134054703272542,"CSCI"
502030,"DS_Mag_50",0.233136950005137,"Current","ds_mag_50",0.338571813527147,0.12914816215066,"CSCI"
101011,"DS_Mag_50",-0.00409081217862483,"Current","ds_mag_50",0.520504734163448,1,"CSCI"
101012,"DS_Mag_50",-0.154771581858776,"Current","ds_mag_50",0.520493793598902,0.687095245015029,"CSCI"
101020,"DS_Mag_50",-0.0169146508672015,"Current","ds_mag_50",0.520503803056447,0.973369947526713,"CSCI"
201031,"DS_Mag_50",-0.0114942633699821,"Current","ds_mag_50",0.520504196617306,0.984625953888879,"CSCI"
201050,"DS_Mag_50",-0.111094171235482,"Current","ds_mag_50",0.520496964911579,0.777796123564697,"CSCI"
201061,"DS_Mag_50",-0.114784764284616,"Current","ds_mag_50",0.520496696946478,0.770132208801733,"CSCI"
401070,"DS_Mag_50",-0.0458179068151625,"Current","ds_mag_50",0.520501704462468,0.913349275646264,"CSCI"
401100,"DS_Mag_50",-0.032195395118405,"Current","ds_mag_50",0.520502693559464,0.941637866407122,"CSCI"
402020,"DS_Mag_50",-0.485644608016313,"Current","ds_mag_50",0.520469769643507,0,"CSCI"
402021,"DS_Mag_50",-0.360931598013478,"Current","ds_mag_50",0.520478824789236,0.258980982574016,"CSCI"
402022,"DS_Mag_50",-0.367799484991392,"Current","ds_mag_50",0.520478326126957,0.244719031319688,"CSCI"
402023,"DS_Mag_50",-0.168753779419108,"Current","ds_mag_50",0.520492778384516,0.658059685887213,"CSCI"
403010,"DS_Mag_50",-0.0604377379120865,"Current","ds_mag_50",0.52050064295239,0.88298964022553,"CSCI"
101010,"FA_Mag",23.2564599764859,"Current","fa_mag",0.559400260628469,0.145194787855387,"CSCI"
101012,"FA_Mag",6.42769843289941,"Current","fa_mag",0.557722083875945,0.0395876656188204,"CSCI"
201010,"FA_Mag",33.326734835455,"Current","fa_mag",0.560403829725403,0.208349067720961,"CSCI"
