"","comid","FlowMetric","hydro.endpoint","MedDelta"
"11750",20344495,"peak_5","Peak_5",-153.5885592
"11751",20344495,"q99","Q99",-41.70831404
"11752",20344495,"sp_mag","SP_Mag",49.1087644
"11753",20344495,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.20297038
"11754",20344495,"wet_bfl_mag_50","Wet_BFL_Mag_50",0.256501998
"11755",20344497,"ds_mag_50","DS_Mag_50",0.229799284
"11756",20344497,"fa_mag","FA_Mag",3.693067119
"11757",20344497,"peak_10","Peak_10",-253.7467087
"11758",20344497,"peak_2","Peak_2",-98.19070962
"11759",20344497,"peak_5","Peak_5",-153.5645892
"11760",20344497,"q99","Q99",-42.04006434
"11761",20344497,"sp_mag","SP_Mag",49.11982601
"11762",20344497,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.203054595
"11763",20344497,"wet_bfl_mag_50","Wet_BFL_Mag_50",0.256501998
"11764",20344499,"ds_mag_50","DS_Mag_50",1.252999584
"11765",20344499,"fa_mag","FA_Mag",18.21809955
"11766",20344499,"peak_10","Peak_10",859.8884891
"11767",20344499,"peak_2","Peak_2",52.36922927
"11768",20344499,"peak_5","Peak_5",409.3726893
"11769",20344499,"q99","Q99",-27.24994283
"11770",20344499,"sp_mag","SP_Mag",61.08476956
"11771",20344499,"wet_bfl_mag_10","Wet_BFL_Mag_10",-1.046271046
"11772",20344499,"wet_bfl_mag_50","Wet_BFL_Mag_50",3.413836414
"11773",20344503,"ds_mag_50","DS_Mag_50",3.159385281
"11774",20344503,"fa_mag","FA_Mag",35.46077147
"11775",20344503,"peak_10","Peak_10",-274.2243763
"11776",20344503,"peak_2","Peak_2",-99.11935576
"11777",20344503,"peak_5","Peak_5",-1.298892441
"11778",20344503,"q99","Q99",-53.10019017
"11779",20344503,"sp_mag","SP_Mag",40.23750966
"11780",20344503,"wet_bfl_mag_10","Wet_BFL_Mag_10",-8.419236547
"11781",20344503,"wet_bfl_mag_50","Wet_BFL_Mag_50",9.590396687
"11782",20344505,"ds_mag_50","DS_Mag_50",1.27063345
"11783",20344505,"fa_mag","FA_Mag",17.37894112
"11784",20344505,"peak_10","Peak_10",622.0360876
"11785",20344505,"peak_2","Peak_2",29.24507959
"11786",20344505,"peak_5","Peak_5",274.9685536
"11787",20344505,"q99","Q99",-27.9089175
"11788",20344505,"sp_mag","SP_Mag",60.25294123
"11789",20344505,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.89004955
"11790",20344505,"wet_bfl_mag_50","Wet_BFL_Mag_50",1.771941225
"11791",20344507,"ds_mag_50","DS_Mag_50",0.354114885
"11792",20344507,"fa_mag","FA_Mag",6.008211101
"11793",20344507,"peak_10","Peak_10",-267.8864821
"11794",20344507,"peak_2","Peak_2",-102.5167757
"11795",20344507,"peak_5","Peak_5",-152.1195767
"11796",20344507,"q99","Q99",-47.37877579
"11797",20344507,"sp_mag","SP_Mag",46.71695588
"11798",20344507,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.24710959
"11799",20344507,"wet_bfl_mag_50","Wet_BFL_Mag_50",-0.162557193
"11800",20344509,"ds_mag_50","DS_Mag_50",3.241313686
"11801",20344509,"fa_mag","FA_Mag",37.46648119
"11802",20344509,"peak_10","Peak_10",-278.8080921
"11803",20344509,"peak_2","Peak_2",-88.16609186
"11804",20344509,"peak_5","Peak_5",-0.665657509
"11805",20344509,"q99","Q99",-50.48971573
"11806",20344509,"sp_mag","SP_Mag",41.53537512
"11807",20344509,"wet_bfl_mag_10","Wet_BFL_Mag_10",-8.6504832
"11808",20344509,"wet_bfl_mag_50","Wet_BFL_Mag_50",9.653845571
"11809",20344515,"ds_mag_50","DS_Mag_50",0.29764344
"11810",20344515,"fa_mag","FA_Mag",10.30351424
"11811",20344515,"peak_10","Peak_10",-22.01331605
"11812",20344515,"peak_2","Peak_2",-21.82597686
"11813",20344515,"peak_5","Peak_5",-42.34179051
"11814",20344515,"q99","Q99",-57.32437003
"11815",20344515,"sp_mag","SP_Mag",51.49998468
"11816",20344515,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.797655145
"11817",20344515,"wet_bfl_mag_50","Wet_BFL_Mag_50",1.896096404
"11818",20344517,"ds_mag_50","DS_Mag_50",0.132344572
"11819",20344517,"fa_mag","FA_Mag",7.756230515
"11820",20344517,"peak_10","Peak_10",-152.2210538
"11821",20344517,"peak_2","Peak_2",-49.96918748
"11822",20344517,"peak_5","Peak_5",-100.0165574
"11823",20344517,"q99","Q99",-82.03511221
"11824",20344517,"sp_mag","SP_Mag",41.29922594
"11825",20344517,"wet_bfl_mag_10","Wet_BFL_Mag_10",-1.009884765
"11826",20344517,"wet_bfl_mag_50","Wet_BFL_Mag_50",-0.219482018
"11827",20344519,"ds_mag_50","DS_Mag_50",0.2340999
"11828",20344519,"fa_mag","FA_Mag",11.99137722
"11829",20344519,"peak_10","Peak_10",-22.96134432
"11830",20344519,"peak_2","Peak_2",-30.11065185
"11831",20344519,"peak_5","Peak_5",-72.48857816
"11832",20344519,"q99","Q99",-50.60210005
"11833",20344519,"sp_mag","SP_Mag",54.55981752
"11834",20344519,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.706634799
"11835",20344519,"wet_bfl_mag_50","Wet_BFL_Mag_50",2.485304779
"11836",20344521,"ds_mag_50","DS_Mag_50",0.503895105
"11837",20344521,"fa_mag","FA_Mag",13.59383173
"11838",20344521,"peak_10","Peak_10",-115.831962
"11839",20344521,"peak_2","Peak_2",-86.96056793
"11840",20344521,"peak_5","Peak_5",13.9674339
"11841",20344521,"q99","Q99",-71.05261684
"11842",20344521,"sp_mag","SP_Mag",41.51051798
"11843",20344521,"wet_bfl_mag_10","Wet_BFL_Mag_10",-2.162681352
"11844",20344521,"wet_bfl_mag_50","Wet_BFL_Mag_50",-0.10407709
"11845",20346067,"ds_mag_50","DS_Mag_50",0.3359662
"11846",20346067,"fa_mag","FA_Mag",3.481518868
"11847",20346067,"peak_10","Peak_10",-484.8926169
"11848",20346067,"peak_2","Peak_2",-142.8567714
"11849",20346067,"peak_5","Peak_5",-482.856582
"11850",20346067,"q99","Q99",-218.2485549
"11851",20346067,"sp_mag","SP_Mag",32.06009357
"11852",20346067,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.180867316
"11853",20346067,"wet_bfl_mag_50","Wet_BFL_Mag_50",-2.891517816
"11854",20346069,"ds_mag_50","DS_Mag_50",-0.132208791
"11855",20346069,"fa_mag","FA_Mag",1.195081569
"11856",20346069,"peak_10","Peak_10",-490.8518897
"11857",20346069,"peak_2","Peak_2",-139.8489316
"11858",20346069,"peak_5","Peak_5",-457.7896787
"11859",20346069,"q99","Q99",-216.7729106
"11860",20346069,"sp_mag","SP_Mag",34.24717582
"11861",20346069,"wet_bfl_mag_10","Wet_BFL_Mag_10",-1.035993556
"11862",20346069,"wet_bfl_mag_50","Wet_BFL_Mag_50",-5.439959041
"11863",20346071,"ds_mag_50","DS_Mag_50",1.465635864
"11864",20346071,"fa_mag","FA_Mag",12.7778807
"11865",20346071,"peak_10","Peak_10",-155.0329356
"11866",20346071,"peak_2","Peak_2",-58.47809507
"11867",20346071,"peak_5","Peak_5",-8.879404196
"11868",20346071,"q99","Q99",-60.84634006
"11869",20346071,"sp_mag","SP_Mag",36.25267516
"11870",20346071,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.426920917
"11871",20346071,"wet_bfl_mag_50","Wet_BFL_Mag_50",10.21519181
"11872",20346073,"ds_mag_50","DS_Mag_50",0.289591076
"11873",20346073,"fa_mag","FA_Mag",5.757977049
"11874",20346073,"peak_10","Peak_10",-111.7922569
"11875",20346073,"peak_2","Peak_2",-46.35563453
"11876",20346073,"peak_5","Peak_5",-17.92767309
"11877",20346073,"q99","Q99",-37.02474485
"11878",20346073,"sp_mag","SP_Mag",43.92968831
"11879",20346073,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.544072461
"11880",20346073,"wet_bfl_mag_50","Wet_BFL_Mag_50",0.746587995
"11881",20346075,"ds_mag_50","DS_Mag_50",0.249326091
"11882",20346075,"fa_mag","FA_Mag",7.336130143
"11883",20346075,"peak_10","Peak_10",-78.43627949
"11884",20346075,"peak_2","Peak_2",-39.1125984
"11885",20346075,"peak_5","Peak_5",-1.854178588
"11886",20346075,"q99","Q99",-35.40876272
"11887",20346075,"sp_mag","SP_Mag",48.9665666
"11888",20346075,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.162048402
"11889",20346075,"wet_bfl_mag_50","Wet_BFL_Mag_50",1.57400666
"11890",20348187,"ds_mag_50","DS_Mag_50",3.993100067
"11891",20348187,"fa_mag","FA_Mag",32.70117706
"11892",20348187,"peak_10","Peak_10",4291.863914
"11893",20348187,"peak_2","Peak_2",564.2281553
"11894",20348187,"peak_5","Peak_5",3597.900938
"11895",20348187,"q99","Q99",275.0276346
"11896",20348187,"sp_mag","SP_Mag",1269.510752
"11897",20348187,"wet_bfl_mag_10","Wet_BFL_Mag_10",9.073115351
"11898",20348187,"wet_bfl_mag_50","Wet_BFL_Mag_50",28.82333084
"11899",20348191,"ds_mag_50","DS_Mag_50",2.106567932
"11900",20348191,"fa_mag","FA_Mag",20.13075681
"11901",20348191,"peak_10","Peak_10",263.6223044
"11902",20348191,"peak_2","Peak_2",-57.96883716
"11903",20348191,"peak_5","Peak_5",70.66457076
"11904",20348191,"q99","Q99",-13.47128035
"11905",20348191,"sp_mag","SP_Mag",127.6125226
"11906",20348191,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.304683816
"11907",20348191,"wet_bfl_mag_50","Wet_BFL_Mag_50",6.763644938
"11908",20348195,"ds_mag_50","DS_Mag_50",1.307497003
"11909",20348195,"fa_mag","FA_Mag",18.22798604
"11910",20348195,"peak_10","Peak_10",225.0023369
"11911",20348195,"peak_2","Peak_2",-43.61894789
"11912",20348195,"peak_5","Peak_5",86.41278445
"11913",20348195,"q99","Q99",-10.27469372
"11914",20348195,"sp_mag","SP_Mag",111.6383628
"11915",20348195,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.286792058
"11916",20348195,"wet_bfl_mag_50","Wet_BFL_Mag_50",6.279040127
"11917",20348197,"ds_mag_50","DS_Mag_50",3.157121961
"11918",20348197,"fa_mag","FA_Mag",18.69899277
"11919",20348197,"peak_10","Peak_10",1321.415178
"11920",20348197,"peak_2","Peak_2",34.61817366
"11921",20348197,"peak_5","Peak_5",423.322411
"11922",20348197,"q99","Q99",143.2448257
"11923",20348197,"sp_mag","SP_Mag",377.3400475
"11924",20348197,"wet_bfl_mag_10","Wet_BFL_Mag_10",4.075067416
"11925",20348197,"wet_bfl_mag_50","Wet_BFL_Mag_50",15.3405865
"11926",20348199,"ds_mag_50","DS_Mag_50",1.428857726
"11927",20348199,"fa_mag","FA_Mag",18.59624851
"11928",20348199,"peak_10","Peak_10",283.6013966
"11929",20348199,"peak_2","Peak_2",-61.50372211
"11930",20348199,"peak_5","Peak_5",49.28851908
"11931",20348199,"q99","Q99",-11.19935738
"11932",20348199,"sp_mag","SP_Mag",103.7070774
"11933",20348199,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.243532651
"11934",20348199,"wet_bfl_mag_50","Wet_BFL_Mag_50",5.266743257
"11935",20348205,"ds_mag_50","DS_Mag_50",1.506146687
"11936",20348205,"fa_mag","FA_Mag",17.09232538
"11937",20348205,"peak_10","Peak_10",296.1980771
"11938",20348205,"peak_2","Peak_2",-70.48840626
"11939",20348205,"peak_5","Peak_5",38.1566686
"11940",20348205,"q99","Q99",-9.518795466
"11941",20348205,"sp_mag","SP_Mag",105.7089562
"11942",20348205,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.5408164
"11943",20348205,"wet_bfl_mag_50","Wet_BFL_Mag_50",4.427532468
"11944",20348207,"ds_mag_50","DS_Mag_50",1.654730353
"11945",20348207,"fa_mag","FA_Mag",14.89693323
"11946",20348207,"peak_10","Peak_10",296.0838319
"11947",20348207,"peak_2","Peak_2",-67.88480819
"11948",20348207,"peak_5","Peak_5",37.58840856
"11949",20348207,"q99","Q99",-8.735690047
"11950",20348207,"sp_mag","SP_Mag",112.8076412
"11951",20348207,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.218492408
"11952",20348207,"wet_bfl_mag_50","Wet_BFL_Mag_50",3.906151349
"11953",20348217,"ds_mag_50","DS_Mag_50",0.530723776
"11954",20348217,"fa_mag","FA_Mag",13.41364839
"11955",20348217,"peak_10","Peak_10",274.2482147
"11956",20348217,"peak_2","Peak_2",-30.01575142
"11957",20348217,"peak_5","Peak_5",96.75984995
"11958",20348217,"q99","Q99",-16.58672624
"11959",20348217,"sp_mag","SP_Mag",115.6919988
"11960",20348217,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.849962887
"11961",20348217,"wet_bfl_mag_50","Wet_BFL_Mag_50",2.834058608
"11962",20348227,"ds_mag_50","DS_Mag_50",0.328644689
"11963",20348227,"fa_mag","FA_Mag",13.19781879
"11964",20348227,"peak_10","Peak_10",297.7146266
"11965",20348227,"peak_2","Peak_2",-25.1991367
"11966",20348227,"peak_5","Peak_5",94.52962301
"11967",20348227,"q99","Q99",-16.92850891
"11968",20348227,"sp_mag","SP_Mag",120.726848
"11969",20348227,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.405817316
"11970",20348227,"wet_bfl_mag_50","Wet_BFL_Mag_50",1.397871545
"11971",20348235,"ds_mag_50","DS_Mag_50",0.184101898
"11972",20348235,"fa_mag","FA_Mag",12.80347463
"11973",20348235,"peak_10","Peak_10",388.5124962
"11974",20348235,"peak_2","Peak_2",-1.973297203
"11975",20348235,"peak_5","Peak_5",110.2423979
"11976",20348235,"q99","Q99",-18.85404887
"11977",20348235,"sp_mag","SP_Mag",105.60884
"11978",20348235,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.430455012
"11979",20348235,"wet_bfl_mag_50","Wet_BFL_Mag_50",1.282521395
"11980",20348237,"ds_mag_50","DS_Mag_50",1.190836913
"11981",20348237,"fa_mag","FA_Mag",18.11653807
"11982",20348237,"peak_10","Peak_10",663.0332759
"11983",20348237,"peak_2","Peak_2",57.22244156
"11984",20348237,"peak_5","Peak_5",263.52731
"11985",20348237,"q99","Q99",-12.94093276
"11986",20348237,"sp_mag","SP_Mag",109.0511813
"11987",20348237,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.472220813
"11988",20348237,"wet_bfl_mag_50","Wet_BFL_Mag_50",5.750155178
"11989",20348247,"ds_mag_50","DS_Mag_50",1.002477606
"11990",20348247,"fa_mag","FA_Mag",21.43584517
"11991",20348247,"peak_10","Peak_10",947.6534553
"11992",20348247,"peak_2","Peak_2",208.5387393
"11993",20348247,"peak_5","Peak_5",562.7561187
"11994",20348247,"q99","Q99",61.96909729
"11995",20348247,"sp_mag","SP_Mag",117.0420721
"11996",20348247,"wet_bfl_mag_10","Wet_BFL_Mag_10",5.72949001
"11997",20348247,"wet_bfl_mag_50","Wet_BFL_Mag_50",11.74994589
"11998",20348257,"ds_mag_50","DS_Mag_50",3.444168914
"11999",20348257,"fa_mag","FA_Mag",42.17480586
"12000",20348257,"peak_10","Peak_10",3867.5783
"12001",20348257,"peak_2","Peak_2",489.2520037
"12002",20348257,"peak_5","Peak_5",3259.851426
"12003",20348257,"q99","Q99",273.1255433
"12004",20348257,"sp_mag","SP_Mag",1011.86239
"12005",20348257,"wet_bfl_mag_10","Wet_BFL_Mag_10",9.841503646
"12006",20348257,"wet_bfl_mag_50","Wet_BFL_Mag_50",22.31615243
"12007",20348259,"ds_mag_50","DS_Mag_50",0.259058025
"12008",20348259,"fa_mag","FA_Mag",7.937584778
"12009",20348259,"peak_10","Peak_10",550.4779354
"12010",20348259,"peak_2","Peak_2",-8.204191142
"12011",20348259,"peak_5","Peak_5",121.0951793
"12012",20348259,"q99","Q99",-13.22895284
"12013",20348259,"sp_mag","SP_Mag",59.6887619
"12014",20348259,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.491070663
"12015",20348259,"wet_bfl_mag_50","Wet_BFL_Mag_50",2.115163503
"12016",20348269,"ds_mag_50","DS_Mag_50",0.265068765
"12017",20348269,"fa_mag","FA_Mag",8.388548305
"12018",20348269,"peak_10","Peak_10",536.7232966
"12019",20348269,"peak_2","Peak_2",-17.08887279
"12020",20348269,"peak_5","Peak_5",124.4628473
"12021",20348269,"q99","Q99",-10.81901746
"12022",20348269,"sp_mag","SP_Mag",61.13913736
"12023",20348269,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.44196665
"12024",20348269,"wet_bfl_mag_50","Wet_BFL_Mag_50",1.542395521
"12025",20348283,"ds_mag_50","DS_Mag_50",1.474432567
"12026",20348283,"fa_mag","FA_Mag",13.0695984
"12027",20348283,"peak_10","Peak_10",-244.0328761
"12028",20348283,"peak_2","Peak_2",-5.088173993
"12029",20348283,"peak_5","Peak_5",98.51604379
"12030",20348283,"q99","Q99",0.87561599
"12031",20348283,"sp_mag","SP_Mag",110.2097443
"12032",20348283,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.49897321
"12033",20348283,"wet_bfl_mag_50","Wet_BFL_Mag_50",7.524977273
"12034",20348295,"ds_mag_50","DS_Mag_50",-0.364981518
"12035",20348295,"fa_mag","FA_Mag",13.45201448
"12036",20348295,"peak_10","Peak_10",160.8152084
"12037",20348295,"peak_2","Peak_2",-237.5529008
"12038",20348295,"peak_5","Peak_5",12.28521891
"12039",20348295,"q99","Q99",-5.622571291
"12040",20348295,"sp_mag","SP_Mag",120.1240972
"12041",20348295,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.424660589
"12042",20348295,"wet_bfl_mag_50","Wet_BFL_Mag_50",3.733657426
"12043",20348297,"ds_mag_50","DS_Mag_50",13.51481693
"12044",20348297,"fa_mag","FA_Mag",25.35952845
"12045",20348297,"peak_10","Peak_10",684.2344821
"12046",20348297,"peak_2","Peak_2",-145.6566981
"12047",20348297,"peak_5","Peak_5",333.2980603
"12048",20348297,"q99","Q99",-3.796907842
"12049",20348297,"sp_mag","SP_Mag",154.5708938
"12050",20348297,"wet_bfl_mag_10","Wet_BFL_Mag_10",4.918751299
"12051",20348297,"wet_bfl_mag_50","Wet_BFL_Mag_50",8.48545288
"12052",20348307,"ds_mag_50","DS_Mag_50",0.203199967
"12053",20348307,"fa_mag","FA_Mag",8.107996414
"12054",20348307,"peak_10","Peak_10",524.5782293
"12055",20348307,"peak_2","Peak_2",-9.843505495
"12056",20348307,"peak_5","Peak_5",115.1830155
"12057",20348307,"q99","Q99",-12.00879512
"12058",20348307,"sp_mag","SP_Mag",82.30161971
"12059",20348307,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.597806277
"12060",20348307,"wet_bfl_mag_50","Wet_BFL_Mag_50",3.026716783
"12061",20348309,"ds_mag_50","DS_Mag_50",0.38090343
"12062",20348309,"fa_mag","FA_Mag",15.3852063
"12063",20348309,"peak_10","Peak_10",170.2890308
"12064",20348309,"peak_2","Peak_2",-224.4421394
"12065",20348309,"peak_5","Peak_5",65.65527619
"12066",20348309,"q99","Q99",-5.740565528
"12067",20348309,"sp_mag","SP_Mag",170.5804422
"12068",20348309,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.367580336
"12069",20348309,"wet_bfl_mag_50","Wet_BFL_Mag_50",8.470337746
"12070",20348321,"ds_mag_50","DS_Mag_50",1.626490842
"12071",20348321,"fa_mag","FA_Mag",17.50174403
"12072",20348321,"peak_10","Peak_10",400.2060952
"12073",20348321,"peak_2","Peak_2",-5.664191475
"12074",20348321,"peak_5","Peak_5",23.86096154
"12075",20348321,"q99","Q99",-0.666063193
"12076",20348321,"sp_mag","SP_Mag",98.56418382
"12077",20348321,"wet_bfl_mag_10","Wet_BFL_Mag_10",2.216737313
"12078",20348321,"wet_bfl_mag_50","Wet_BFL_Mag_50",6.27711705
"12079",20348329,"ds_mag_50","DS_Mag_50",1.050833666
"12080",20348329,"fa_mag","FA_Mag",28.81404437
"12081",20348329,"peak_10","Peak_10",409.9184632
"12082",20348329,"peak_2","Peak_2",-67.86776856
"12083",20348329,"peak_5","Peak_5",12.93601911
"12084",20348329,"q99","Q99",8.060238646
"12085",20348329,"sp_mag","SP_Mag",112.4853039
"12086",20348329,"wet_bfl_mag_10","Wet_BFL_Mag_10",2.212062771
"12087",20348329,"wet_bfl_mag_50","Wet_BFL_Mag_50",7.752782135
"12088",20348331,"ds_mag_50","DS_Mag_50",0.387378372
"12089",20348331,"fa_mag","FA_Mag",22.41147346
"12090",20348331,"peak_10","Peak_10",362.1371743
"12091",20348331,"peak_2","Peak_2",-80.39170196
"12092",20348331,"peak_5","Peak_5",1.430081252
"12093",20348331,"q99","Q99",4.263367688
"12094",20348331,"sp_mag","SP_Mag",102.856202
"12095",20348331,"wet_bfl_mag_10","Wet_BFL_Mag_10",2.05034334
"12096",20348331,"wet_bfl_mag_50","Wet_BFL_Mag_50",7.663171578
"12097",20348335,"ds_mag_50","DS_Mag_50",0.258797453
"12098",20348335,"fa_mag","FA_Mag",18.90573793
"12099",20348335,"peak_10","Peak_10",373.8060984
"12100",20348335,"peak_2","Peak_2",-35.34197036
"12101",20348335,"peak_5","Peak_5",36.32785724
"12102",20348335,"q99","Q99",0.461160321
"12103",20348335,"sp_mag","SP_Mag",81.41682201
"12104",20348335,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.834341941
"12105",20348335,"wet_bfl_mag_50","Wet_BFL_Mag_50",6.223258408
"12106",20348341,"ds_mag_50","DS_Mag_50",0.197571096
"12107",20348341,"fa_mag","FA_Mag",16.98794757
"12108",20348341,"peak_10","Peak_10",366.5548273
"12109",20348341,"peak_2","Peak_2",-68.20948035
"12110",20348341,"peak_5","Peak_5",8.97329647
"12111",20348341,"q99","Q99",2.140039474
"12112",20348341,"sp_mag","SP_Mag",74.93533899
"12113",20348341,"wet_bfl_mag_10","Wet_BFL_Mag_10",2.032902531
"12114",20348341,"wet_bfl_mag_50","Wet_BFL_Mag_50",6.000626707
"12115",20348351,"ds_mag_50","DS_Mag_50",1.722148934
"12116",20348351,"fa_mag","FA_Mag",17.13662693
"12117",20348351,"peak_10","Peak_10",555.6776476
"12118",20348351,"peak_2","Peak_2",-47.18400266
"12119",20348351,"peak_5","Peak_5",67.07576617
"12120",20348351,"q99","Q99",-7.970179116
"12121",20348351,"sp_mag","SP_Mag",114.3368841
"12122",20348351,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.574560773
"12123",20348351,"wet_bfl_mag_50","Wet_BFL_Mag_50",4.111303447
"12124",20348357,"ds_mag_50","DS_Mag_50",0.320258658
"12125",20348357,"fa_mag","FA_Mag",19.3239756
"12126",20348357,"peak_10","Peak_10",381.0807111
"12127",20348357,"peak_2","Peak_2",-67.32265418
"12128",20348357,"peak_5","Peak_5",20.24411182
"12129",20348357,"q99","Q99",2.24296461
"12130",20348357,"sp_mag","SP_Mag",88.94050899
"12131",20348357,"wet_bfl_mag_10","Wet_BFL_Mag_10",2.117895305
"12132",20348357,"wet_bfl_mag_50","Wet_BFL_Mag_50",6.218204629
"12133",20348363,"ds_mag_50","DS_Mag_50",1.006355728
"12134",20348363,"fa_mag","FA_Mag",15.73240093
"12135",20348363,"peak_10","Peak_10",247.8429933
"12136",20348363,"peak_2","Peak_2",27.89035681
"12137",20348363,"peak_5","Peak_5",80.02976054
"12138",20348363,"q99","Q99",-20.84849093
"12139",20348363,"sp_mag","SP_Mag",119.736673
"12140",20348363,"wet_bfl_mag_10","Wet_BFL_Mag_10",2.370788661
"12141",20348363,"wet_bfl_mag_50","Wet_BFL_Mag_50",9.648553197
"12142",20348369,"ds_mag_50","DS_Mag_50",0.995614635
"12143",20348369,"fa_mag","FA_Mag",23.42235051
"12144",20348369,"peak_10","Peak_10",376.0715939
"12145",20348369,"peak_2","Peak_2",-53.75663203
"12146",20348369,"peak_5","Peak_5",14.20018448
"12147",20348369,"q99","Q99",5.82719868
"12148",20348369,"sp_mag","SP_Mag",74.54088245
"12149",20348369,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.764065301
"12150",20348369,"wet_bfl_mag_50","Wet_BFL_Mag_50",6.206297453
"12151",20348373,"ds_mag_50","DS_Mag_50",29.28873352
"12152",20348373,"fa_mag","FA_Mag",51.5794308
"12153",20348373,"peak_10","Peak_10",-1273.348314
"12154",20348373,"peak_2","Peak_2",-1196.998657
"12155",20348373,"peak_5","Peak_5",-353.5903373
"12156",20348373,"q99","Q99",-58.5558515
"12157",20348373,"sp_mag","SP_Mag",651.4451117
"12158",20348373,"wet_bfl_mag_10","Wet_BFL_Mag_10",12.93488202
"12159",20348373,"wet_bfl_mag_50","Wet_BFL_Mag_50",270.4800928
"12160",20348375,"ds_mag_50","DS_Mag_50",2.133926074
"12161",20348375,"fa_mag","FA_Mag",35.06415059
"12162",20348375,"peak_10","Peak_10",4710.783671
"12163",20348375,"peak_2","Peak_2",621.1265604
"12164",20348375,"peak_5","Peak_5",2226.003763
"12165",20348375,"q99","Q99",336.9821392
"12166",20348375,"sp_mag","SP_Mag",414.9087171
"12167",20348375,"wet_bfl_mag_10","Wet_BFL_Mag_10",10.4959855
"12168",20348375,"wet_bfl_mag_50","Wet_BFL_Mag_50",52.41582043
"12169",20348383,"ds_mag_50","DS_Mag_50",0.412148102
"12170",20348383,"fa_mag","FA_Mag",18.03436753
"12171",20348383,"peak_10","Peak_10",393.4315486
"12172",20348383,"peak_2","Peak_2",-74.28174759
"12173",20348383,"peak_5","Peak_5",19.85041855
"12174",20348383,"q99","Q99",-46.28304949
"12175",20348383,"sp_mag","SP_Mag",70.78149634
"12176",20348383,"wet_bfl_mag_10","Wet_BFL_Mag_10",2.111950966
"12177",20348383,"wet_bfl_mag_50","Wet_BFL_Mag_50",6.563552031
"12178",20348385,"ds_mag_50","DS_Mag_50",0.560921245
"12179",20348385,"fa_mag","FA_Mag",20.35139567
"12180",20348385,"peak_10","Peak_10",388.9092269
"12181",20348385,"peak_2","Peak_2",-49.38122994
"12182",20348385,"peak_5","Peak_5",-3.447292241
"12183",20348385,"q99","Q99",-0.63476268
"12184",20348385,"sp_mag","SP_Mag",71.16784998
"12185",20348385,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.496708941
"12186",20348385,"wet_bfl_mag_50","Wet_BFL_Mag_50",5.870938561
"12187",20348395,"ds_mag_50","DS_Mag_50",0.554693473
"12188",20348395,"fa_mag","FA_Mag",11.24033898
"12189",20348395,"peak_10","Peak_10",408.4385696
"12190",20348395,"peak_2","Peak_2",-53.84012138
"12191",20348395,"peak_5","Peak_5",87.49502411
"12192",20348395,"q99","Q99",-20.42433714
"12193",20348395,"sp_mag","SP_Mag",129.8348172
"12194",20348395,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.406246487
"12195",20348395,"wet_bfl_mag_50","Wet_BFL_Mag_50",6.155131119
"12196",20348399,"ds_mag_50","DS_Mag_50",15.57737879
"12197",20348399,"fa_mag","FA_Mag",43.3414137
"12198",20348399,"peak_10","Peak_10",-1317.014242
"12199",20348399,"peak_2","Peak_2",-1075.469924
"12200",20348399,"peak_5","Peak_5",-363.6366986
"12201",20348399,"q99","Q99",-49.36930033
"12202",20348399,"sp_mag","SP_Mag",473.2011693
"12203",20348399,"wet_bfl_mag_10","Wet_BFL_Mag_10",3.763989544
"12204",20348399,"wet_bfl_mag_50","Wet_BFL_Mag_50",107.7516506
"12205",20348407,"ds_mag_50","DS_Mag_50",0.835288545
"12206",20348407,"fa_mag","FA_Mag",14.67801629
"12207",20348407,"peak_10","Peak_10",94.69931139
"12208",20348407,"peak_2","Peak_2",-61.43229054
"12209",20348407,"peak_5","Peak_5",29.99058741
"12210",20348407,"q99","Q99",7.294101362
