"","site","hydro.endpoints","hydro","Scenario","FlowMetric","PredictedProbability","PredictedProbabilityScaled","index"
"25",401101,"DS_Dur_WS",0,"Current","ds_dur_ws",0.758407105623605,1,"CSCI"
"26",401120,"DS_Dur_WS",8.5,"Current","ds_dur_ws",0.676675165544955,0.891518293039309,"CSCI"
"27",402010,"DS_Dur_WS",0,"Current","ds_dur_ws",0.758407105623605,1,"CSCI"
"28",402020,"DS_Dur_WS",20,"Current","ds_dur_ws",0.547359508926019,0.719879357841328,"CSCI"
"29",402021,"DS_Dur_WS",17,"Current","ds_dur_ws",0.582513809810969,0.766539189522055,"CSCI"
"30",402022,"DS_Dur_WS",18.5,"Current","ds_dur_ws",0.565018391022557,0.743317755009026,"CSCI"
"31",402023,"DS_Dur_WS",21,"Current","ds_dur_ws",0.535517503345561,0.704161622792216,"CSCI"
"32",402030,"DS_Dur_WS",13.5,"Current","ds_dur_ws",0.622469715375856,0.819572126641472,"CSCI"
"33",402031,"DS_Dur_WS",2,"Current","ds_dur_ws",0.740500282615117,0.976232514188034,"CSCI"
"34",402040,"DS_Dur_WS",1,"Current","ds_dur_ws",0.749560250921574,0.988257688507258,"CSCI"
"35",402041,"DS_Dur_WS",0,"Current","ds_dur_ws",0.758407105623605,1,"CSCI"
"36",403010,"DS_Dur_WS",28,"Current","ds_dur_ws",0.452251989776396,0.593644424323057,"CSCI"
"37",403011,"DS_Dur_WS",8.5,"Current","ds_dur_ws",0.676675165544955,0.891518293039309,"CSCI"
"38",501020,"DS_Dur_WS",3,"Current","ds_dur_ws",0.731230082088876,0.963928301465482,"CSCI"
"39",502010,"DS_Dur_WS",13,"Current","ds_dur_ws",0.628057664222293,0.826988936137089,"CSCI"
"40",502011,"DS_Dur_WS",0,"Current","ds_dur_ws",0.758407105623605,1,"CSCI"
"41",502020,"DS_Dur_WS",7.5,"Current","ds_dur_ws",0.687021648034409,0.905251040364465,"CSCI"
"42",201040,"DS_Dur_WS",-10,"Current","ds_dur_ws",0.531279946978894,0.698537171108384,"CSCI"
"43",201041,"DS_Dur_WS",-4.5,"Current","ds_dur_ws",0.553097099026103,0.727494784164242,"CSCI"
"44",201060,"DS_Dur_WS",-1.5,"Current","ds_dur_ws",0.564917120946121,0.743183340595944,"CSCI"
"45",201062,"DS_Dur_WS",-8,"Current","ds_dur_ws",0.539231752428116,0.709091495742314,"CSCI"
"46",301030,"DS_Dur_WS",-12,"Current","ds_dur_ws",0.52331222461146,0.687961720162568,"CSCI"
"47",401070,"DS_Dur_WS",-14,"Current","ds_dur_ws",0.515332619015779,0.677370496767411,"CSCI"
"48",401100,"DS_Dur_WS",-29,"Current","ds_dur_ws",0.455517510082462,0.597978705591505,"CSCI"
"49",401110,"DS_Dur_WS",-6.5,"Current","ds_dur_ws",0.54518275252288,0.716990178286518,"CSCI"
"50",401121,"DS_Dur_WS",-1,"Current","ds_dur_ws",0.566880340863001,0.745789096038888,"CSCI"
"51",402050,"DS_Dur_WS",-42,"Current","ds_dur_ws",0.404635751111469,0.530444029906281,"CSCI"
"52",402051,"DS_Dur_WS",-35,"Current","ds_dur_ws",0.431851227101144,0.566566765868092,"CSCI"
"53",402060,"DS_Dur_WS",-36,"Current","ds_dur_ws",0.427933952859462,0.561367420349536,"CSCI"
"54",403020,"DS_Dur_WS",-7,"Current","ds_dur_ws",0.54320043439869,0.71435907404937,"CSCI"
"55",403030,"DS_Dur_WS",-26,"Current","ds_dur_ws",0.467433330954229,0.613794414685932,"CSCI"
"56",404010,"DS_Dur_WS",-58,"Current","ds_dur_ws",0.34481245130365,0.451041367092596,"CSCI"
"57",405010,"DS_Dur_WS",-61.5,"Current","ds_dur_ws",0.332286230039201,0.4344154817505,"CSCI"
"58",405020,"DS_Dur_WS",-80,"Current","ds_dur_ws",0.270210239281986,0.352022852478044,"CSCI"
"59",501010,"DS_Dur_WS",-25,"Current","ds_dur_ws",0.471414222164464,0.619078198152904,"CSCI"
"60",501011,"DS_Dur_WS",-32,"Current","ds_dur_ws",0.443652402960116,0.582230308175941,"CSCI"
"61",502030,"DS_Dur_WS",-73,"Current","ds_dur_ws",0.292831374516723,0.382047581626667,"CSCI"
"62",101010,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"63",101011,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"64",101012,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"65",101020,"SP_Tim",15,"Current","sp_tim",0.328372945989077,0.429221432359637,"CSCI"
"66",201010,"SP_Tim",2,"Current","sp_tim",0.623283933940236,0.820652828012541,"CSCI"
"67",201020,"SP_Tim",2,"Current","sp_tim",0.623283933940236,0.820652828012541,"CSCI"
"68",201030,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"69",201031,"SP_Tim",8,"Current","sp_tim",0.48522072083339,0.637403378508519,"CSCI"
"70",201040,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"71",201041,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"72",201050,"SP_Tim",1,"Current","sp_tim",0.645034803801545,0.849522465612774,"CSCI"
"73",201060,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"74",201061,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"75",201062,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"76",201070,"SP_Tim",2,"Current","sp_tim",0.623283933940236,0.820652828012541,"CSCI"
"77",201080,"SP_Tim",2,"Current","sp_tim",0.623283933940236,0.820652828012541,"CSCI"
"78",201090,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"79",201091,"SP_Tim",8,"Current","sp_tim",0.48522072083339,0.637403378508519,"CSCI"
"80",201100,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"81",203010,"SP_Tim",18.5,"Current","sp_tim",0.260424640750936,0.33903455890201,"CSCI"
"82",204010,"SP_Tim",16,"Current","sp_tim",0.308033854214895,0.402225628863842,"CSCI"
"83",205010,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"84",301010,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"85",301011,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"86",301020,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"87",301030,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"88",401070,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"89",401080,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"90",401100,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"91",401101,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"92",401110,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"93",401120,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"94",401121,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"95",402010,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"96",402020,"SP_Tim",31,"Current","sp_tim",0.0983282466392875,0.123886190852958,"CSCI"
"97",402021,"SP_Tim",40,"Current","sp_tim",0.0447917106952634,0.0528278653270814,"CSCI"
"98",402022,"SP_Tim",38,"Current","sp_tim",0.0535370403536299,0.0644354239921592,"CSCI"
"99",402023,"SP_Tim",40,"Current","sp_tim",0.0447917106952634,0.0528278653270814,"CSCI"
"100",402030,"SP_Tim",42,"Current","sp_tim",0.0374184613458731,0.0430414504383737,"CSCI"
"101",402031,"SP_Tim",45,"Current","sp_tim",0.028504436782591,0.0312099852904301,"CSCI"
"102",402040,"SP_Tim",31,"Current","sp_tim",0.0983282466392875,0.123886190852958,"CSCI"
"103",402041,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"104",402050,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"105",403010,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"106",403011,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"107",403020,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"108",403030,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"109",404010,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"110",405010,"SP_Tim",35,"Current","sp_tim",0.0697175801816104,0.0859116373109139,"CSCI"
"111",405020,"SP_Tim",35,"Current","sp_tim",0.0697175801816104,0.0859116373109139,"CSCI"
"112",501010,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"113",501011,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"114",501020,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"115",502010,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"116",502011,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"117",502020,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"118",502030,"SP_Tim",0,"Current","sp_tim",0.666202388091171,0.877617916103283,"CSCI"
"119",207010,"SP_Tim",-2,"Current","sp_tim",0.488327842792239,0.641527419776922,"CSCI"
"120",402051,"SP_Tim",-1,"Current","sp_tim",0.492287346856637,0.646782816372309,"CSCI"
"121",402060,"SP_Tim",-1,"Current","sp_tim",0.492287346856637,0.646782816372309,"CSCI"
