"","d_ds_mag_50","d_fa_mag","d_peak_10","d_peak_2","d_peak_5","d_sp_mag","d_wet_bfl_mag_10","d_wet_bfl_mag_50","delta_q99"
"d_ds_mag_50",1,0.481590141790318,-0.303389613427985,-0.259402680747221,-0.278259102467114,0.113061000746265,0.203159244718511,0.157679099290792,-0.220505376692971
"d_fa_mag",0.481590141790318,1,0.0185432295677982,0.136681905041642,0.2070808066491,0.527760197956566,0.375376675893938,0.409180252842039,0.125038807479042
"d_peak_10",-0.303389613427985,0.0185432295677982,1,0.399772192840298,0.68281661182104,0.451296912649445,0.453816111464984,0.493593222480844,0.689562709299963
"d_peak_2",-0.259402680747221,0.136681905041642,0.399772192840298,1,0.754320053690083,0.251811613383585,0.168566710440706,0.170296268846602,0.4760920313602
"d_peak_5",-0.278259102467114,0.2070808066491,0.68281661182104,0.754320053690083,1,0.464825310844065,0.403285956047221,0.439474848142791,0.708791409586685
"d_sp_mag",0.113061000746265,0.527760197956566,0.451296912649445,0.251811613383585,0.464825310844065,1,0.660101471524959,0.722114883799564,0.484498013091227
"d_wet_bfl_mag_10",0.203159244718511,0.375376675893938,0.453816111464984,0.168566710440706,0.403285956047221,0.660101471524959,1,0.769289750556283,0.416883345315694
"d_wet_bfl_mag_50",0.157679099290792,0.409180252842039,0.493593222480844,0.170296268846602,0.439474848142791,0.722114883799564,0.769289750556283,1,0.518380827312268
"delta_q99",-0.220505376692971,0.125038807479042,0.689562709299963,0.4760920313602,0.708791409586685,0.484498013091227,0.416883345315694,0.518380827312268,1
