"","biol.endpoints","hydro.endpoints","thresholds","comb_code","InterceptCoef","VariableCoef","Deviance","AIC","NullDeviance","InterceptPvalue","VariablePvalue","Delta","McFadden","Nagelkerke","n"
"20","D_ASCI","d_ds_mag_50",0.86,"D_ASCI_d_ds_mag_50_0.86",-0.426826088987689,-0.0997687861014614,264.045405961981,268.045405961981,283.423666988642,0.0189218491885001,0.00126703550256126,"Positive",-8.07483,-14.7095,236
"21","H_ASCI","d_fa_mag",0.86,"H_ASCI_d_fa_mag_0.86",-0.44527657217836,-0.000987430770677633,330.034931820112,334.034931820112,331.035965602507,0.00199540219525474,0.337368102188464,"Positive",-10.3428,-21.2309,250
"22","D_ASCI","d_fa_mag",0.86,"D_ASCI_d_fa_mag_0.86",-0.725162133188052,-0.00253205246434682,295.217550797983,299.217550797983,299.177145574826,3.18506437140001e-06,0.0928768299590825,"Positive",-9.14616,-17.4804,246
"23","H_ASCI","d_peak_10",0.86,"H_ASCI_d_peak_10_0.86",-0.391708422419016,0.000374777527307818,176.892772593101,180.892772593101,179.392220351346,0.0485932216595923,0.185191309259995,"Positive",-5.07953,-10.4941,131
"24","D_ASCI","d_peak_10",0.86,"D_ASCI_d_peak_10_0.86",-0.672194660862952,0.000227972225769231,168.339878325851,172.339878325851,168.946726435778,0.00106960771225288,0.443354124507506,"Positive",-4.78558,-9.56715,130
"25","H_ASCI","d_peak_2",0.86,"H_ASCI_d_peak_2_0.86",-1.79361324331755,0.0029652477173319,55.7103809495358,59.7103809495358,63.8109625977629,0.000146767833793934,0.012844865056652,"Positive",-0.914678,-1.52911,54
"26","D_ASCI","d_peak_2",0.86,"D_ASCI_d_peak_2_0.86",-1.39505536847051,0.0013011899395201,56.4552402218534,60.4552402218534,57.900983104676,0.00123474789913964,0.226601799148023,"Positive",-0.940278,-1.63287,51
"27","H_ASCI","d_peak_5",0.86,"H_ASCI_d_peak_5_0.86",0.106918447731251,0.000216198737428472,132.012470791822,136.012470791822,132.416818244549,0.636330552987898,0.543627718678637,"Positive",-3.53706,-7.34833,96
"28","D_ASCI","d_peak_5",0.86,"D_ASCI_d_peak_5_0.86",-0.229981608332888,-3.35111465095799e-05,127.616718027214,131.616718027214,127.621249524284,0.333968797275116,0.946403691019101,"Positive",-3.38599,-7.01473,93
"29","H_ASCI","d_sp_mag",0.86,"H_ASCI_d_sp_mag_0.86",-0.405158797279354,-0.000304121793241151,309.712481595711,313.712481595711,309.865515434962,0.0313778722325106,0.701259633431497,"Positive",-9.64433,-19.954,232
"30","D_ASCI","d_sp_mag",0.86,"D_ASCI_d_sp_mag_0.86",-0.440360552753544,-0.00219195093530709,281.418411829537,285.418411829537,284.386611403057,0.0829277841099548,0.130834802528399,"Positive",-8.67191,-16.896,228
"31","H_ASCI","d_wet_bfl_mag_10",0.86,"H_ASCI_d_wet_bfl_mag_10_0.86",-0.257937935886088,-0.0282508283113057,268.539629417862,272.539629417862,271.234753287351,0.14609409700338,0.140277623918686,"Positive",-8.22929,-16.9355,202
"32","D_ASCI","d_wet_bfl_mag_10",0.86,"D_ASCI_d_wet_bfl_mag_10_0.86",-0.630047627140582,-0.0373773061872254,239.638383095763,243.638383095763,242.910379584995,0.00116703285531752,0.122296516920248,"Positive",-7.23599,-13.8737,198
"33","H_ASCI","d_wet_bfl_mag_50",0.86,"H_ASCI_d_wet_bfl_mag_50_0.86",-0.117447360748814,-0.017556169934178,270.013963060046,274.013963060046,274.909866022188,0.560328729732763,0.0701525106526176,"Positive",-8.27996,-16.9835,204
"34","D_ASCI","d_wet_bfl_mag_50",0.86,"D_ASCI_d_wet_bfl_mag_50_0.86",-0.290872237801084,-0.0323768973133056,242.402511963042,246.402511963042,250.747783028971,0.206940245358793,0.0166748180334414,"Positive",-7.33099,-14.072,200
"35","H_ASCI","delta_q99",0.86,"H_ASCI_delta_q99_0.86",-0.195490200584792,0.00222772445458249,38.8286085252973,42.8286085252973,40.1680468769219,0.658333796596928,0.317618396400533,"Positive",-0.334478,-0.629623,29
"36","D_ASCI","delta_q99",0.86,"D_ASCI_delta_q99_0.86",-0.880958102396195,0.00306521663934914,35.1069641576822,39.1069641576822,36.4983674256686,0.0676431710364457,0.291364767978309,"Positive",-0.206571,-0.370509,28
"37","H_ASCI","d_ds_mag_50",0.94,"H_ASCI_d_ds_mag_50_0.94",-0.395540125507582,-0.219333430555628,230.044538366802,234.044538366802,263.126906731057,0.056847710118555,0.000344322194307904,"Positive",-6.90627,-11.4744,240
"38","D_ASCI","d_ds_mag_50",0.94,"D_ASCI_d_ds_mag_50_0.94",-1.14749442266568,-0.0499416617297919,226.926442654853,230.926442654853,232.824456074107,6.98238289389752e-09,0.0530392499903502,"Positive",-6.79911,-11.314,236
"39","H_ASCI","d_fa_mag",0.94,"H_ASCI_d_fa_mag_0.94",-0.738127259068554,-0.0110719610904418,264.12660863069,268.12660863069,277.823475809434,0.000255682608314199,0.0439640419760122,"Positive",-8.07762,-14.2015,250
"40","D_ASCI","d_fa_mag",0.94,"D_ASCI_d_fa_mag_0.94",-1.33241052595292,-0.000990636901348067,245.028135478755,249.028135478755,245.642457341114,3.37286473389377e-14,0.463448723679847,"Positive",-7.42123,-12.5999,246
"41","H_ASCI","d_peak_10",0.94,"H_ASCI_d_peak_10_0.94",-1.08759921353869,0.000401432930364489,152.690764404211,156.690764404211,155.954354076268,5.73045878215474e-07,0.114760701845556,"Positive",-4.24774,-7.87694,131
"42","D_ASCI","d_peak_10",0.94,"D_ASCI_d_peak_10_0.94",-1.21947906725913,0.000184434785852152,142.460193017155,146.460193017155,142.818020113724,9.70276477442649e-08,0.539390842055964,"Positive",-3.89613,-6.94005,130
"43","H_ASCI","d_peak_2",0.94,"H_ASCI_d_peak_2_0.94",-3.01368427953804,0.00313529947247377,34.102191050269,38.102191050269,41.6536603814218,9.78103706805177e-06,0.00920178208349965,"Positive",-0.172039,-0.233171,54
"44","D_ASCI","d_peak_2",0.94,"D_ASCI_d_peak_2_0.94",-2.98418144021078,0.00305838322154295,31.1169481231541,35.1169481231541,36.9454768278158,1.57026893476619e-05,0.0201929940743092,"Positive",-0.0694406,-0.0929517,51
"45","H_ASCI","d_peak_5",0.94,"H_ASCI_d_peak_5_0.94",-1.04899451522512,0.000532615318184241,113.501972759172,117.501972759172,115.898352288063,3.39883399295529e-05,0.157160000878367,"Positive",-2.90088,-5.38896,96
"46","D_ASCI","d_peak_5",0.94,"D_ASCI_d_peak_5_0.94",-0.972653243296138,0.000111335185154685,110.170390837241,114.170390837241,110.213674750999,0.000219223745572615,0.833270165924145,"Positive",-2.78638,-5.17816,93
"47","H_ASCI","d_sp_mag",0.94,"H_ASCI_d_sp_mag_0.94",-1.01447172447545,-9.72639787736378e-05,267.297434686108,271.297434686108,267.310592700114,9.00208573788129e-07,0.909461259815477,"Positive",-8.18659,-15.2025,232
"48","D_ASCI","d_sp_mag",0.94,"D_ASCI_d_sp_mag_0.94",-1.23973039310524,-0.000520340897866747,234.489918662263,238.489918662263,234.681843435592,8.52594240831668e-07,0.676071487543197,"Positive",-7.05905,-12.2002,228
"49","H_ASCI","d_wet_bfl_mag_10",0.94,"H_ASCI_d_wet_bfl_mag_10_0.94",-0.808614324462145,-0.0422173759243072,229.026083222369,233.026083222369,232.513207741815,7.08299209373964e-05,0.116625972386335,"Positive",-6.87127,-12.6022,202
"50","D_ASCI","d_wet_bfl_mag_10",0.94,"D_ASCI_d_wet_bfl_mag_10_0.94",-1.28356354877276,-0.0100408352140489,201.713093138526,205.713093138526,201.979651805914,9.08191425628922e-10,0.62241545771727,"Positive",-5.93256,-10.1798,198
"51","H_ASCI","d_wet_bfl_mag_50",0.94,"H_ASCI_d_wet_bfl_mag_50_0.94",-0.759657429053462,-0.015225925293289,234.955886810096,238.955886810096,237.810307941122,0.000558315066265093,0.161294817879728,"Positive",-7.07506,-13.114,204
"52","D_ASCI","d_wet_bfl_mag_50",0.94,"D_ASCI_d_wet_bfl_mag_50_0.94",-1.10543523847765,-0.0123677118945601,206.625203197394,210.625203197394,208.2025537902,3.1165178057525e-06,0.287177910973125,"Positive",-6.10138,-10.5573,200
"53","H_ASCI","delta_q99",0.94,"H_ASCI_delta_q99_0.94",-1.74121464273045,0.0040040033535219,27.7694388542446,31.7694388542446,32.0545481046752,0.00236002542004971,0.0955686853131141,"Positive",0.045608,0.070623,29
"54","D_ASCI","delta_q99",0.94,"D_ASCI_delta_q99_0.94",-1.68237748115702,0.00347787493126811,27.3228857809526,31.3228857809526,29.0964709913089,0.00345125343114915,0.214611102322212,"Positive",0.0609553,0.0949757,28
"55","H_ASCI","d_ds_mag_50",0.75,"H_ASCI_d_ds_mag_50_0.75",0.028893186655706,0.0755539658927342,45.3809893618555,49.3809893618555,47.110816690648,0.952105249690114,0.228509714164357,"Negative",-0.559673,-1.04945,35
"56","D_ASCI","d_ds_mag_50",0.75,"D_ASCI_d_ds_mag_50_0.75",-0.0428950299959512,0.0620167782137363,45.8775526589798,49.8775526589798,47.110816690648,0.928295312819539,0.299037817252551,"Negative",-0.576739,-1.08976,35
"57","H_ASCI","d_fa_mag",0.75,"H_ASCI_d_fa_mag_0.75",-0.0324006487408428,0.117801013969335,17.5991424876731,21.5991424876731,25.0201211769094,0.966986619754695,0.320536295347795,"Negative",0.395145,0.536044,25
"58","D_ASCI","d_fa_mag",0.75,"D_ASCI_d_fa_mag_0.75",0.856002022867623,1.00307405020608,7.87797737632101,11.877977376321,18.3462495636355,0.440889516794718,0.198773697113332,"Negative",0.729246,0.831799,25
"59","H_ASCI","d_peak_10",0.75,"H_ASCI_d_peak_10_0.75",0.575576027205417,0.000264589571564435,176.238253429347,180.238253429347,199.515262596761,0.00684534766805048,0.00221852994253654,"Negative",-5.05703,-9.71965,144
"60","D_ASCI","d_peak_10",0.75,"D_ASCI_d_peak_10_0.75",0.295328445835633,0.000564798607170507,156.717457963153,160.717457963153,188.595903755468,0.192224241207684,0.000294668477941024,"Negative",-4.38613,-7.89567,141
"61","H_ASCI","d_peak_2",0.75,"H_ASCI_d_peak_2_0.75",0.948469699164682,0.00232530000534227,260.017404133734,264.017404133734,304.372564838817,3.77485306055717e-06,0.000131089454739166,"Negative",-7.93639,-14.9408,221
"62","D_ASCI","d_peak_2",0.75,"D_ASCI_d_peak_2_0.75",1.14097075152794,0.00559311204286762,238.544596462105,242.544596462105,303.16406492973,1.0182976606348e-05,5.18428714072107e-07,"Negative",-7.1984,-12.8425,220
"63","H_ASCI","d_peak_5",0.75,"H_ASCI_d_peak_5_0.75",0.165074082493819,0.000265201908103067,231.131866290751,235.131866290751,247.20172483493,0.352526766602704,0.0192980705841489,"Negative",-6.94364,-13.9415,179
"64","D_ASCI","d_peak_5",0.75,"D_ASCI_d_peak_5_0.75",-0.0620684724653997,0.000800511984393019,202.977641277651,206.977641277651,230.117355821714,0.750194377326135,0.000561470526664478,"Negative",-5.97602,-10.982,178
"65","H_ASCI","d_sp_mag",0.75,"H_ASCI_d_sp_mag_0.75",0.49417195659998,0.00392896163319266,47.9397291670962,51.9397291670962,58.4660354219744,0.236427964967671,0.0378348204405968,"Negative",-0.647613,-1.11847,43
"66","D_ASCI","d_sp_mag",0.75,"D_ASCI_d_sp_mag_0.75",-0.525131101454932,0.00381546283954403,41.274340830888,45.274340830888,46.6420090329778,0.260256939921668,0.161664574630307,"Negative",-0.418534,-0.665825,43
"67","H_ASCI","d_wet_bfl_mag_10",0.75,"H_ASCI_d_wet_bfl_mag_10_0.75",0.370260777927361,0.036679591220688,90.2779300599227,94.2779300599227,100.856754335654,0.201114615994185,0.0174856881233611,"Negative",-2.10271,-3.99106,73
"68","D_ASCI","d_wet_bfl_mag_10",0.75,"D_ASCI_d_wet_bfl_mag_10_0.75",0.0756801890576818,0.0476819899399866,86.3093470103407,90.3093470103407,97.2040017585249,0.803278771115834,0.0392842987390131,"Negative",-1.96632,-3.61892,73
"69","H_ASCI","d_wet_bfl_mag_50",0.75,"H_ASCI_d_wet_bfl_mag_50_0.75",-0.113448351548089,0.00623192996496743,89.4970045718584,93.4970045718584,95.233880020409,0.680440012136165,0.0568351015065575,"Negative",-2.07587,-3.98935,71
"70","D_ASCI","d_wet_bfl_mag_50",0.75,"D_ASCI_d_wet_bfl_mag_50_0.75",-0.508415875085605,0.00623702846606034,83.393810396782,87.393810396782,87.8962853772595,0.0770594657724853,0.102964320268998,"Negative",-1.86611,-3.41577,71
"71","H_ASCI","delta_q99",0.75,"H_ASCI_delta_q99_0.75",0.20797273876532,0.000396345983498162,322.768025458728,326.768025458728,341.012152493759,0.153644061019067,0.0335646112906823,"Negative",-10.093,-20.6143,246
"72","D_ASCI","delta_q99",0.75,"D_ASCI_delta_q99_0.75",0.153303173522347,0.00167905159710257,290.971686500062,294.971686500062,329.918632702814,0.334265157076311,0.000228656246252218,"Negative",-9.00024,-17.1722,243
"73","H_ASCI","d_ds_mag_50",0.86,"H_ASCI_d_ds_mag_50_0.86",-0.463713450113143,0.119684171617071,37.434468309912,41.434468309912,39.9033019350899,0.388154355209327,0.187145935219254,"Negative",-0.286564,-0.476502,35
"74","D_ASCI","d_ds_mag_50",0.86,"D_ASCI_d_ds_mag_50_0.86",-0.593904582440304,0.128873845031856,35.1698646454399,39.1698646454399,37.6281088731478,0.286606554479558,0.195590027842676,"Negative",-0.208733,-0.335662,35
"75","H_ASCI","d_fa_mag",0.86,"H_ASCI_d_fa_mag_0.86",0.856002022867623,1.00307405020608,7.87797737632101,11.877977376321,18.3462495636355,0.440889516794718,0.198773697113332,"Negative",0.729246,0.831799,25
"76","D_ASCI","d_fa_mag",0.86,"D_ASCI_d_fa_mag_0.86",0.856002022867623,1.00307405020608,7.87797737632101,11.877977376321,18.3462495636355,0.440889516794718,0.198773697113332,"Negative",0.729246,0.831799,25
"77","H_ASCI","d_peak_10",0.86,"H_ASCI_d_peak_10_0.86",-0.450842550418418,0.000371162902584071,154.177015369098,158.177015369098,170.162566927368,0.047881280807021,0.0117818840152485,"Negative",-4.29882,-7.56263,144
"78","D_ASCI","d_peak_10",0.86,"D_ASCI_d_peak_10_0.86",-0.51740090947919,0.00097991919491002,121.488166582014,125.488166582014,145.962741495576,0.0448936597055115,0.00937369044854708,"Negative",-3.17536,-4.96435,141
"79","H_ASCI","d_peak_2",0.86,"H_ASCI_d_peak_2_0.86",0.0482795019493551,0.00196879925720811,265.879094398662,269.879094398662,291.502204109177,0.809087069452857,0.00287655254311705,"Negative",-8.13785,-15.5603,221
"80","D_ASCI","d_peak_2",0.86,"D_ASCI_d_peak_2_0.86",0.509557735832188,0.00761625830342583,207.658180942955,211.658180942955,263.499961990337,0.0505679731409833,3.93951339221502e-07,"Negative",-6.13689,-10.1031,220
"81","H_ASCI","d_peak_5",0.86,"H_ASCI_d_peak_5_0.86",-0.762257433376839,0.000384362351270445,191.116266035201,195.116266035201,201.863428024817,0.00019840652047702,0.0486474090933253,"Negative",-5.56837,-9.81343,179
"82","D_ASCI","d_peak_5",0.86,"D_ASCI_d_peak_5_0.86",-0.792610022361874,0.00127723636447191,154.543303446006,158.543303446006,176.46701534539,0.000368934355387879,0.00508465233019505,"Negative",-4.31141,-6.78607,178
"83","H_ASCI","d_sp_mag",0.86,"H_ASCI_d_sp_mag_0.86",-1.15811835969849,0.00240039122499582,35.8016276474123,39.8016276474123,38.2071042940321,0.0198755996089921,0.24331705194144,"Negative",-0.230446,-0.343202,43
"84","D_ASCI","d_sp_mag",0.86,"D_ASCI_d_sp_mag_0.86",-1.7009659678342,0.00354546706112298,24.6609551117632,28.6609551117632,26.6150466625748,0.00958093451136496,0.393682387071489,"Negative",0.152442,0.199333,43
"85","H_ASCI","d_wet_bfl_mag_10",0.86,"H_ASCI_d_wet_bfl_mag_10_0.86",-0.837824225580805,0.029167490396781,75.1810148654879,79.1810148654879,79.238435347417,0.0094805496200332,0.132436996575742,"Negative",-1.58385,-2.67711,73
"86","D_ASCI","d_wet_bfl_mag_10",0.86,"D_ASCI_d_wet_bfl_mag_10_0.86",-0.515651001253144,0.107350699702497,66.531042486814,70.531042486814,76.7763947628534,0.170600190526788,0.0665040250277583,"Negative",-1.28657,-2.03805,73
"87","H_ASCI","d_wet_bfl_mag_50",0.86,"H_ASCI_d_wet_bfl_mag_50_0.86",-1.08738528856088,0.00485899828309652,70.9706184033406,74.9706184033406,73.2196471444638,0.000712657421190078,0.22411263767886,"Negative",-1.43915,-2.39004,71
"88","D_ASCI","d_wet_bfl_mag_50",0.86,"D_ASCI_d_wet_bfl_mag_50_0.86",-1.34335064279875,0.00575037122344758,62.2994135550334,66.2994135550334,64.5133645640799,0.000118982739462463,0.259837395362903,"Negative",-1.14113,-1.77333,71
"89","H_ASCI","delta_q99",0.86,"H_ASCI_delta_q99_0.86",-0.315520977783643,0.00123172231615936,288.474535323532,292.474535323532,313.164970801048,0.0462353398202612,0.00291617179542514,"Negative",-8.91442,-16.7654,246
"90","D_ASCI","delta_q99",0.86,"D_ASCI_delta_q99_0.86",-0.411895503420811,0.00308345277110173,247.634520253917,251.634520253917,284.236430184883,0.017547159732104,0.000813690270440328,"Negative",-7.51081,-12.9198,243
"91","H_ASCI","d_ds_mag_50",0.94,"H_ASCI_d_ds_mag_50_0.94",-1.04204712152833,0.0636110610017484,34.2791634580936,38.2791634580936,35.0281696476732,0.0675849421066817,0.431741266873372,"Negative",-0.178121,-0.282717,35
"92","D_ASCI","d_ds_mag_50",0.94,"D_ASCI_d_ds_mag_50_0.94",0.482595587109508,1.09694171252437,20.0750107258084,24.0750107258084,28.7081422801886,0.652631274190988,0.12852538427644,"Negative",0.310053,0.402488,35
"93","H_ASCI","d_fa_mag",0.94,"H_ASCI_d_fa_mag_0.94",0.856002022867623,1.00307405020608,7.87797737632101,11.877977376321,18.3462495636355,0.440889516794718,0.198773697113332,"Negative",0.729246,0.831799,25
"94","D_ASCI","d_fa_mag",0.94,"D_ASCI_d_fa_mag_0.94",0.0159461834608987,0.902741346789717,7.44344990780429,11.4434499078043,13.9384685884294,0.988899974851309,0.32286613835869,"Negative",0.74418,0.842522,25
"95","H_ASCI","d_peak_10",0.94,"H_ASCI_d_peak_10_0.94",-0.632610679932032,0.00121288818681183,115.202036075596,119.202036075596,138.982338770979,0.0213063735980397,0.020394475644099,"Negative",-2.95931,-4.47326,144
"96","D_ASCI","d_peak_10",0.94,"D_ASCI_d_peak_10_0.94",-1.13657636380022,0.000780928450235523,101.246287127805,105.246287127805,115.139686110072,8.27182693499532e-05,0.0360661090162204,"Negative",-2.47968,-3.58325,141
"97","H_ASCI","d_peak_2",0.94,"H_ASCI_d_peak_2_0.94",-0.161601587579793,0.00407577404964007,222.940519149303,226.940519149303,252.323881211371,0.516922115267725,0.000691056433238517,"Negative",-6.66212,-11.3811,221
"98","D_ASCI","d_peak_2",0.94,"D_ASCI_d_peak_2_0.94",-0.110084594398912,0.00700100164352701,185.428479111206,189.428479111206,222.92140544248,0.68597463937173,3.34783629000011e-05,"Negative",-5.37289,-8.35631,220
"99","H_ASCI","d_peak_5",0.94,"H_ASCI_d_peak_5_0.94",-0.803122375522091,0.00109135705307082,159.69544230974,163.69544230974,179.697190667817,0.000265324046142324,0.00507874473760495,"Negative",-4.48848,-7.16045,179
"100","D_ASCI","d_peak_5",0.94,"D_ASCI_d_peak_5_0.94",-1.25189211259117,0.00117757962420497,129.907993949436,133.907993949436,144.457148714487,5.1258269215864e-07,0.021351977733006,"Negative",-3.46473,-5.05189,178
"101","H_ASCI","d_sp_mag",0.94,"H_ASCI_d_sp_mag_0.94",-2.07739987337574,0.00297408561477838,20.4977671497212,24.4977671497212,21.7611798885228,0.00419767978029548,0.454594596904739,"Negative",0.295524,0.368616,43
"102","D_ASCI","d_sp_mag",0.94,"D_ASCI_d_sp_mag_0.94",-2.07739987337574,0.00297408561477837,20.4977671497212,24.4977671497212,21.7611798885228,0.00419767978029547,0.45459459690474,"Negative",0.295524,0.368616,43
"103","H_ASCI","d_wet_bfl_mag_10",0.94,"H_ASCI_d_wet_bfl_mag_10_0.94",-0.9499077152702,0.127596604028388,54.1451489117669,58.1451489117669,61.8887186605096,0.0276071314524479,0.11751318868082,"Negative",-0.860884,-1.24527,73
"104","D_ASCI","d_wet_bfl_mag_10",0.94,"D_ASCI_d_wet_bfl_mag_10_0.94",-1.0673130751801,0.128564088219938,51.2735076852408,55.2735076852408,58.3204010224511,0.0170057434733863,0.136687025674044,"Negative",-0.76219,-1.07989,73
"105","H_ASCI","d_wet_bfl_mag_50",0.94,"H_ASCI_d_wet_bfl_mag_50_0.94",-1.70693582571022,0.00504118885029328,52.5676537357976,56.5676537357976,53.9858364022235,1.28787006987988e-05,0.351134900294396,"Negative",-0.806668,-1.16522,71
"106","D_ASCI","d_wet_bfl_mag_50",0.94,"D_ASCI_d_wet_bfl_mag_50_0.94",-1.80476039593457,0.00652167977300401,48.3156280085502,52.3156280085502,49.9945023476563,1.2550489278598e-05,0.358254672573342,"Negative",-0.660532,-0.924599,71
"107","H_ASCI","delta_q99",0.94,"H_ASCI_delta_q99_0.94",-0.694235679095599,0.00256852875133314,238.589869554166,242.589869554166,266.334899453039,9.46132805447457e-05,0.00278055105641287,"Negative",-7.19996,-12.0428,246
"108","D_ASCI","delta_q99",0.94,"D_ASCI_delta_q99_0.94",-1.0102058561034,0.00244976910827327,211.814837538644,215.814837538644,232.874493229142,1.32739640101292e-07,0.00961109183982012,"Negative",-6.27974,-9.93449,243
