"","hydro","biol.endpoints","Condition","hydro.endpoints","thresholds","comb_code","PredictedProbability","Type","PredictedProbabilityScaled","comb_code_type","Flow.Metric.Name","Flow.Component"
"11",0,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"12",162.5,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.0596225373060077,"Positive",0.0466911652462918,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"13",148.5,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.0820775531034328,"Positive",0.0766473867902787,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"14",2.5,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.763305477031332,"Positive",0.985442766639194,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"15",1.5,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.767713489619412,"Positive",0.991323296978093,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"16",6,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.747427333979025,"Positive",0.964260453730888,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"17",0,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"18",80,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.324693031145752,"Positive",0.400309729128483,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"19",24,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.655411049212518,"Positive",0.841505687624861,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"20",163,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.0589378184410138,"Positive",0.0457777127597674,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"21",164,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.0575904412698473,"Positive",0.0439802377810411,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"22",48.5,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.510313896724661,"Positive",0.647938135299812,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"23",152.5,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.0749742587358697,"Positive",0.0671712028638673,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"24",12,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.718613705529462,"Positive",0.925821494475281,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"25",126,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.134480157869364,"Positive",0.146555333059914,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"26",0,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"27",84.5,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.300946645045329,"Positive",0.368630748836922,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"28",200,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.0246231014904408,"Positive",0,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"29",0,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"30",1.5,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.767713489619412,"Positive",0.991323296978093,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"31",3,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.76107994161677,"Positive",0.982473780443235,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"32",163,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.0589378184410138,"Positive",0.0457777127597674,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"33",0,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"34",130,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.123451677697924,"Positive",0.131842736182249,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"35",63,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.4219395287646,"Positive",0.53004188578014,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"36",0,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"37",18,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.687885635206338,"Positive",0.884828564854441,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"38",161.5,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.0610143790368416,"Positive",0.0485479583841442,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"39",56,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.464331492400565,"Positive",0.586595088228086,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"40",47,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.519514354220541,"Positive",0.6602120497579,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"41",0.5,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.772063924733079,"Positive",0.997127015811045,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"42",4,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.756585959421535,"Positive",0.976478561937504,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"43",150.5,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.0784523874941391,"Positive",0.0718112172188417,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"44",0,"H_ASCI",0,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"45",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"46",9.5,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.730859610552128,"Positive",0.942158202815859,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"47",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"48",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"49",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"50",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"51",151,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.0775692599082169,"Positive",0.0706330766263721,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"52",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"53",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"54",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"55",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"56",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"57",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"58",10,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.728437537605508,"Positive",0.938927024782443,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"59",24.5,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.652632704006467,"Positive",0.83779922287467,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"60",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"61",3,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.76107994161677,"Positive",0.982473780443235,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"62",5,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.752034987777381,"Positive",0.970407316384058,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"63",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"64",166,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.054982029533676,"Positive",0.0405004735915346,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"65",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"66",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"67",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"68",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"69",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"70",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"71",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"72",156.5,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.0684398745518559,"Positive",0.0584539762969509,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"73",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"74",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"75",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"76",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"77",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"78",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"79",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"80",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"81",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"82",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"83",42.5,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.54701173276543,"Positive",0.696895059513966,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"84",0.5,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.772063924733079,"Positive",0.997127015811045,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"85",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"86",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"87",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"88",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"89",2,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.765516668646926,"Positive",0.988392617421332,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"90",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"91",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"92",1,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.76989591560482,"Positive",0.994234772833289,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"93",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"94",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"95",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"96",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"97",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"98",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"99",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"100",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"101",0.5,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.772063924733079,"Positive",0.997127015811045,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"102",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"103",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"104",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"105",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"106",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"107",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
"108",0,"H_ASCI",1,"DS_Dur_WS",0.75,"H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive",1,"H_ASCI_DS_Dur_WS_0.75_Positive","Dry-Season Baseflow Duration (days)","Dry-Season Baseflow"
