"","masterid","sampleid","sampledate","oovere","mmi","csci","latitude","longitude","comid","d_ds_mag_50","d_fa_mag","d_peak_10","d_peak_2","d_peak_5","d_sp_mag","d_wet_bfl_mag_10","d_wet_bfl_mag_50","delta_q99"
"118","481S05856","481S05856_06132013_BMI_RWB_1","6/13/13",1.33319724,1.1046872,1.21894222,34.19152,-117.67601,22555020,-3.26295446220446,27.4552513920734,692.473946153845,320.799397768898,618.065038528138,68.4375830835832,-5.71678944388944,-38.4861425241426,-63.5494574994513
"119","481S05856","481S05856_06132013_BMI_RWB_1","6/13/13",1.33319724,1.1046872,1.21894222,34.19152,-117.67601,22555020,-3.26295446220446,27.4552513920734,692.473946153845,320.799397768898,618.065038528138,68.4375830835832,-5.71678944388944,-38.4861425241426,-63.5494574994513
"120","722ABSPPC","722ABSPPC_04132015_BMI_RWB_1","4/13/15",1.13904804,0.71047081,0.92475942,33.27851,-116.42925,22595619,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","722ABSPPC","722ABSPPC_04132015_BMI_RWB_1","4/13/15",1.13904804,0.71047081,0.92475942,33.27851,-116.42925,22595619,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","722PS0535","722PS0535_04082015_BMI_RWB_1","4/8/15",1.16765702,0.61824308,0.89295005,33.36921,-116.42223,22595319,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","722PS0535","722PS0535_04082015_BMI_RWB_1","4/8/15",1.16765702,0.61824308,0.89295005,33.36921,-116.42223,22595319,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","722PS0611","722PS0611_06082010_BMI_RWB_1","6/8/10",0.58976735,0.67270937,0.63123836,33.11256,-116.4447,22597605,-0.995731684981687,0.977900031129838,-405.650438461539,-78.8228236763236,-135.102436130536,47.6644973359974,-1.20407903762904,-3.2631496003996,-84.8286095219858
"125","722PS0611","722PS0611_06082010_BMI_RWB_1","6/8/10",0.58976735,0.67270937,0.63123836,33.11256,-116.4447,22597605,-0.995731684981687,0.977900031129838,-405.650438461539,-78.8228236763236,-135.102436130536,47.6644973359974,-1.20407903762904,-3.2631496003996,-84.8286095219858
"126","801LYC271","801LYC271_06102014_BMI_RWB_1","6/10/14",1.09673446,0.80212795,0.94943121,34.22931,-117.47362,24843846,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","801LYC271","801LYC271_06102014_BMI_RWB_1","6/10/14",1.09673446,0.80212795,0.94943121,34.22931,-117.47362,24843846,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","801MIC042","801MIC042_06092014_BMI_RWB_1","6/9/14",0.39845887,0.41813884,0.40829885,33.94623,-117.61423,22563070,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","801MIC042","801MIC042_06092014_BMI_RWB_1","6/9/14",0.39845887,0.41813884,0.40829885,33.94623,-117.61423,22563070,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","801MIC042","801MIC042_06092014_BMI_RWB_1","6/9/14",0.39845887,0.41813884,0.40829885,33.94623,-117.61423,22563070,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","801S08727","801S08727_06052013_BMI_RWB_1","6/5/13",1.04471789,0.93890552,0.9918117,34.2171,-117.46178,22554790,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","801S08727","801S08727_06052013_BMI_RWB_1","6/5/13",1.04471789,0.93890552,0.9918117,34.2171,-117.46178,22554790,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","801WE0674","801WE0674_05142013_BMI_RWB_1","5/14/13",1.21294887,1.16850057,1.19072472,34.17617,-116.9839,22558770,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","801WE0674","801WE0674_05142013_BMI_RWB_1","5/14/13",1.21294887,1.16850057,1.19072472,34.17617,-116.9839,22558770,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","801WE1008","801WE1008_06292016_BMI_RWB_1","6/29/16",0.89480661,0.7446729,0.81973976,34.18128,-116.91197,22558750,-1.60154853479853,44.8197003206986,-614.874112221112,-9.89190426240428,-149.577475976404,-97.8582345987347,-4.66086087246087,-49.731774059274,-75.2925338105444
"136","801WE1008","801WE1008_06292016_BMI_RWB_1","6/29/16",0.89480661,0.7446729,0.81973976,34.18128,-116.91197,22558750,-1.60154853479853,44.8197003206986,-614.874112221112,-9.89190426240428,-149.577475976404,-97.8582345987347,-4.66086087246087,-49.731774059274,-75.2925338105444
"137","801WE1132","801WE1132_04202015_BMI_RWB_1","4/20/15",1.11545892,1.14749908,1.131479,34.13332,-116.84289,22559698,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","801WE1132","801WE1132_04202015_BMI_RWB_1","4/20/15",1.11545892,1.14749908,1.131479,34.13332,-116.84289,22559698,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","802SJR116","802SJR116_06122014_BMI_RWB_1","6/12/14",0.87349684,0.39144727,0.63247206,33.66396,-117.2787,22532986,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","802SJR116","802SJR116_06122014_BMI_RWB_1","6/12/14",0.87349684,0.39144727,0.63247206,33.66396,-117.2787,22532986,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","802WE0658","802WE0658_04212015_BMI_RWB_1","4/21/15",1.01523621,0.89775454,0.95649537,33.79824,-116.74831,22535146,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","802WE0658","802WE0658_04212015_BMI_RWB_1","4/21/15",1.01523621,0.89775454,0.95649537,33.79824,-116.74831,22535146,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","901DCCSMC","901DCCSMC_05162011_BMI_RWB_1","5/16/11",1.17584545,1.08280734,1.1293264,33.47303,-117.4659,20350779,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","901DCCSMC","901DCCSMC_05162011_BMI_RWB_1","5/16/11",1.17584545,1.08280734,1.1293264,33.47303,-117.4659,20350779,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","901S00313","901S00313_04302009_BMI_RWB_1","4/30/09",0.78222348,0.5596484,0.67093594,33.60642,-117.44623,20348383,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","901S00313","901S00313_04302009_BMI_RWB_1","4/30/09",0.78222348,0.5596484,0.67093594,33.60642,-117.44623,20348383,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","901S00997","901S00997_05142009_BMI_RWB_1","5/14/09",0.56525695,0.3720908,0.46867387,33.44002,-117.61937,20350837,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","901S00997","901S00997_05142009_BMI_RWB_1","5/14/09",0.56525695,0.3720908,0.46867387,33.44002,-117.61937,20350837,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","901S01705","901S01705_05092017_BMI_RWB_1","5/9/17",1.07855517,0.89395534,0.98625526,33.60369,-117.51,20348431,1.20322610722611,14.1711532806299,548.58477892108,-45.2558961038962,80.6218371628372,84.7897479187479,1.76265897435897,4.71130169830169,-5.69311813018181
"150","901S01705","901S01705_05092017_BMI_RWB_1","5/9/17",1.07855517,0.89395534,0.98625526,33.60369,-117.51,20348431,1.20322610722611,14.1711532806299,548.58477892108,-45.2558961038962,80.6218371628372,84.7897479187479,1.76265897435897,4.71130169830169,-5.69311813018181
"151","901S01811","901S01811_05072009_BMI_RWB_1","5/7/09",0.89413886,0.43343419,0.66378652,33.56418,-117.71792,20348641,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","901S01811","901S01811_05072009_BMI_RWB_1","5/7/09",0.89413886,0.43343419,0.66378652,33.56418,-117.71792,20348641,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","901S01849","901S01849_05102017_BMI_RWB_1","5/10/17",1.19172239,1.03686062,1.11429151,33.55523,-117.39779,20348657,0.314082001332002,17.1251579591441,6.49816167166172,-87.3605894105893,-21.2641104229105,87.5640477855479,2.1434999000999,6.77702722277723,-3.33564462962128
"154","901S01849","901S01849_05102017_BMI_RWB_1","5/10/17",1.19172239,1.03686062,1.11429151,33.55523,-117.39779,20348657,0.314082001332002,17.1251579591441,6.49816167166172,-87.3605894105893,-21.2641104229105,87.5640477855479,2.1434999000999,6.77702722277723,-3.33564462962128
"155","901S04409","901S04409_05192011_BMI_RWB_1","5/19/11",1.02084484,0.8790989,0.94997187,33.60347,-117.45314,20348383,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","901S04409","901S04409_05192011_BMI_RWB_1","5/19/11",1.02084484,0.8790989,0.94997187,33.60347,-117.45314,20348383,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","901S06851","901S06851_05192011_BMI_RWB_1","5/19/11",0.90864304,0.47509683,0.69186994,33.55052,-117.67542,20348813,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","901S06851","901S06851_05192011_BMI_RWB_1","5/19/11",0.90864304,0.47509683,0.69186994,33.55052,-117.67542,20348813,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","901S06969","901S06969_05312012_BMI_RWB_1","5/31/12",0.85281563,0.76090336,0.8068595,33.55334,-117.39579,20348657,0.314082001332002,17.1251579591441,6.49816167166172,-87.3605894105893,-21.2641104229105,87.5640477855479,2.1434999000999,6.77702722277723,-3.33564462962128
"160","901S06969","901S06969_05312012_BMI_RWB_1","5/31/12",0.85281563,0.76090336,0.8068595,33.55334,-117.39579,20348657,0.314082001332002,17.1251579591441,6.49816167166172,-87.3605894105893,-21.2641104229105,87.5640477855479,2.1434999000999,6.77702722277723,-3.33564462962128
"161","902S01097","902S01097_05112009_BMI_RWB_1","5/11/09",1.29787326,0.80264027,1.05025676,33.48724,-117.25537,22549067,1.84658000333,20.6132546182805,217.320427072927,-33.224,96.6370474525473,105.523327006327,2.52942908757909,7.93524200799199,11.0642589683999
"162","902S01097","902S01097_05112009_BMI_RWB_1","5/11/09",1.29787326,0.80264027,1.05025676,33.48724,-117.25537,22549067,1.84658000333,20.6132546182805,217.320427072927,-33.224,96.6370474525473,105.523327006327,2.52942908757909,7.93524200799199,11.0642589683999
"163","903M20235","903M20235_06122018_BMI_RWB_1","6/12/18",0.78813251,0.65973673,0.72393462,33.24759,-116.78551,20344395,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","903M20235","903M20235_06122018_BMI_RWB_1","6/12/18",0.78813251,0.65973673,0.72393462,33.24759,-116.78551,20344395,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","903WE0798","903WE0798_05042016_BMI_RWB_1","5/4/16",1.01056442,0.77545445,0.89300943,33.33669,-116.82848,20343057,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","903WE0798","903WE0798_05042016_BMI_RWB_1","5/4/16",1.01056442,0.77545445,0.89300943,33.33669,-116.82848,20343057,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","903WE0900","903WE0900_05042016_BMI_RWB_1","5/4/16",1.23393264,0.82614786,1.03004025,33.33052,-116.81511,20343109,0.46352355977356,16.2874781401764,4.10335937395947,-27.4310096570097,56.6932076923077,95.3021645021644,0.48073951048951,6.00892074592075,-14.1411721092791
"168","903WE0900","903WE0900_05042016_BMI_RWB_1","5/4/16",1.23393264,0.82614786,1.03004025,33.33052,-116.81511,20343109,0.46352355977356,16.2874781401764,4.10335937395947,-27.4310096570097,56.6932076923077,95.3021645021644,0.48073951048951,6.00892074592075,-14.1411721092791
"169","905M21756","905M21756_05042017_BMI_RWB_1","5/4/17",0.96651634,0.44670785,0.70661209,33.05619,-117.04124,20328616,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","905M21756","905M21756_05042017_BMI_RWB_1","5/4/17",0.96651634,0.44670785,0.70661209,33.05619,-117.04124,20328616,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","905S02561","905S02561_05252011_BMI_RWB_1","5/25/11",1.00161487,1.19546283,1.09853885,33.12974,-116.63591,20330870,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","905S02561","905S02561_05252011_BMI_RWB_1","5/25/11",1.00161487,1.19546283,1.09853885,33.12974,-116.63591,20330870,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","905WE0679","905WE0679_05042017_BMI_RWB_1","5/4/17",0.92801724,1.24502608,1.08652166,33.13163,-116.6544,20329654,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","905WE0679","905WE0679_05042017_BMI_RWB_1","5/4/17",0.92801724,1.24502608,1.08652166,33.13163,-116.6544,20329654,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","905WE1018","905WE1018_06092015_BMI_RWB_1","6/9/15",0.96784781,0.44184056,0.70484419,33.12423,-116.68157,20329672,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","905WE1018","905WE1018_06092015_BMI_RWB_1","6/9/15",0.96784781,0.44184056,0.70484419,33.12423,-116.68157,20329672,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","907M23330","907M23330_06092016_BMI_RWB_1","6/9/16",1.08504827,0.84298849,0.96401838,33.00358,-116.70228,20330036,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","907M23330","907M23330_06092016_BMI_RWB_1","6/9/16",1.08504827,0.84298849,0.96401838,33.00358,-116.70228,20330036,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","907M23331","907M23331_06082016_BMI_RWB_1","6/8/16",0.86023158,0.68067171,0.77045165,32.84058,-116.90771,20332970,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","907M23331","907M23331_06082016_BMI_RWB_1","6/8/16",0.86023158,0.68067171,0.77045165,32.84058,-116.90771,20332970,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","907M23362","907M23362_05092017_BMI_RWB_1","5/9/17",0.92094118,0.98319826,0.95206972,32.9918,-116.71432,20332438,0.24401615051615,7.74639276877024,-116.69440995671,-64.8472708957709,-58.5124892773893,63.963616050616,1.39610056610057,1.22793822843823,-48.236254358387
"182","907M23362","907M23362_05092017_BMI_RWB_1","5/9/17",0.92094118,0.98319826,0.95206972,32.9918,-116.71432,20332438,0.24401615051615,7.74639276877024,-116.69440995671,-64.8472708957709,-58.5124892773893,63.963616050616,1.39610056610057,1.22793822843823,-48.236254358387
"183","907M23367","907M23367_05292018_BMI_RWB_1","5/29/18",1.00799082,0.82843648,0.91821365,32.96335,-116.66364,20332536,2.49191791541792,15.2374339040656,-401.75781022311,-172.546478045764,-169.395018081918,105.188128038628,1.26168979353979,3.84626773226773,-80.398793526971
"184","907M23367","907M23367_05292018_BMI_RWB_1","5/29/18",1.00799082,0.82843648,0.91821365,32.96335,-116.66364,20332536,2.49191791541792,15.2374339040656,-401.75781022311,-172.546478045764,-169.395018081918,105.188128038628,1.26168979353979,3.84626773226773,-80.398793526971
"185","907S00577","907S00577_05122009_BMI_RWB_1","5/12/09",1.26180663,0.8564385,1.05912257,33.0767,-116.67455,20329834,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","907S00577","907S00577_05122009_BMI_RWB_1","5/12/09",1.26180663,0.8564385,1.05912257,33.0767,-116.67455,20329834,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","907S01418","907S01418_05122009_BMI_RWB_1","5/12/09",1.28016597,1.16963302,1.2248995,32.99254,-116.71771,20332438,0.24401615051615,7.74639276877024,-116.69440995671,-64.8472708957709,-58.5124892773893,63.963616050616,1.39610056610057,1.22793822843823,-48.236254358387
"188","907S01418","907S01418_05122009_BMI_RWB_1","5/12/09",1.28016597,1.16963302,1.2248995,32.99254,-116.71771,20332438,0.24401615051615,7.74639276877024,-116.69440995671,-64.8472708957709,-58.5124892773893,63.963616050616,1.39610056610057,1.22793822843823,-48.236254358387
"189","907S01434","907S01434_05132009_BMI_RWB_1","5/13/09",1.0880936,0.8580051,0.97304935,32.90475,-116.62501,20332754,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","907S01434","907S01434_05132009_BMI_RWB_1","5/13/09",1.0880936,0.8580051,0.97304935,32.90475,-116.62501,20332754,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","907S01610","907S01610_05042015_BMI_RWB_1","5/4/15",1.08364884,0.77737617,0.9305125,32.96675,-116.65275,20332536,2.49191791541792,15.2374339040656,-401.75781022311,-172.546478045764,-169.395018081918,105.188128038628,1.26168979353979,3.84626773226773,-80.398793526971
"192","907S01610","907S01610_05042015_BMI_RWB_1","5/4/15",1.08364884,0.77737617,0.9305125,32.96675,-116.65275,20332536,2.49191791541792,15.2374339040656,-401.75781022311,-172.546478045764,-169.395018081918,105.188128038628,1.26168979353979,3.84626773226773,-80.398793526971
"193","907S03786","907S03786_05302012_BMI_RWB_1","5/30/12",1.20517323,1.20699832,1.20608577,32.89421,-116.65844,20332830,0.17199309024309,5.52321878448906,19.4003964368965,-5.00995970695973,-1.54283240093241,47.0386743256744,0.312218981018981,1.87867365967365,-7.21696830804114
"194","907S03786","907S03786_05302012_BMI_RWB_1","5/30/12",1.20517323,1.20699832,1.20608577,32.89421,-116.65844,20332830,0.17199309024309,5.52321878448906,19.4003964368965,-5.00995970695973,-1.54283240093241,47.0386743256744,0.312218981018981,1.87867365967365,-7.21696830804114
"195","909M24925","909M24925_05102016_BMI_RWB_1","5/10/16",1.07587691,0.59669067,0.83628379,32.83848,-116.63814,20334440,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","909M24925","909M24925_05102016_BMI_RWB_1","5/10/16",1.07587691,0.59669067,0.83628379,32.83848,-116.63814,20334440,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","909M24937","909M24937_06222016_BMI_RWB_1","6/22/16",0.92231154,0.83076448,0.87653801,32.81935,-116.70775,20333036,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","909M24937","909M24937_06222016_BMI_RWB_1","6/22/16",0.92231154,0.83076448,0.87653801,32.81935,-116.70775,20333036,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","909WE0662","909WE0662_06102019_BMI_RWB_1","6/10/19",0.9872586,0.63381972,0.81053916,32.89957,-116.58789,20332896,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","909WE0662","909WE0662_06102019_BMI_RWB_1","6/10/19",0.9872586,0.63381972,0.81053916,32.89957,-116.58789,20332896,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","911M24934","911M24934_04042017_BMI_RWB_1","4/4/17",0.68475636,0.94089244,0.8128244,32.76761,-116.65057,20325165,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","911M24934","911M24934_04042017_BMI_RWB_1","4/4/17",0.68475636,0.94089244,0.8128244,32.76761,-116.65057,20325165,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","911M24949","911M24949_04112018_BMI_RWB_1","4/11/18",0.92510753,0.94477543,0.93494148,32.80946,-116.43979,20325047,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","911S00538","911S00538_05052009_BMI_RWB_1","5/5/09",1.18079619,0.92886087,1.05482853,32.78123,-116.63207,20325133,0.154732101232101,3.50161000206565,-117.158441558442,-55.4621734931735,-102.576907126207,59.0140106560107,1.15945912420912,2.36875690975691,-36.0465297741043
"205","911S00538","911S00538_05052009_BMI_RWB_1","5/5/09",1.18079619,0.92886087,1.05482853,32.78123,-116.63207,20325133,0.154732101232101,3.50161000206565,-117.158441558442,-55.4621734931735,-102.576907126207,59.0140106560107,1.15945912420912,2.36875690975691,-36.0465297741043
"206","911S01142","911S01142_04192016_BMI_RWB_1","4/19/16",1.043975,0.75510049,0.89953775,32.73547,-116.65268,20325195,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","911S01142","911S01142_04192016_BMI_RWB_1","4/19/16",1.043975,0.75510049,0.89953775,32.73547,-116.65268,20325195,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","911S01818","911S01818_05062009_BMI_RWB_1","5/6/09",1.1338377,0.97161437,1.05272603,32.86215,-116.52037,20325007,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","911S01818","911S01818_05062009_BMI_RWB_1","5/6/09",1.1338377,0.97161437,1.05272603,32.86215,-116.52037,20325007,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","911S02058","911S02058_05052009_BMI_RWB_1","5/5/09",1.18913156,0.90379534,1.04646345,32.76142,-116.64257,20325163,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","911S02058","911S02058_05052009_BMI_RWB_1","5/5/09",1.18913156,0.90379534,1.04646345,32.76142,-116.64257,20325163,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","911S04086","911S04086_05062009_BMI_RWB_1","5/6/09",0.98181077,0.74680691,0.86430884,32.67454,-116.57777,20325349,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","911S04086","911S04086_05062009_BMI_RWB_1","5/6/09",0.98181077,0.74680691,0.86430884,32.67454,-116.57777,20325349,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","SGLT506","SGLT506_07022018_BMI_RWB_1","7/2/18",0.51148097,0.51768928,0.51458513,34.06173,-117.99129,22524847,8.45199225774225,69.5866163552336,-1343.3510044955,74.0471926406927,-306.229669330669,124.635175324675,-1.10525396270396,14.2141762404263,-259.799910011348
"215","SGLT506","SGLT506_07022018_BMI_RWB_1","7/2/18",0.51148097,0.51768928,0.51458513,34.06173,-117.99129,22524847,8.45199225774225,69.5866163552336,-1343.3510044955,74.0471926406927,-306.229669330669,124.635175324675,-1.10525396270396,14.2141762404263,-259.799910011348
"216","SGUR103","SGUR103_05152014_BMI_RWB_1","5/15/14",1.34085153,0.83116748,1.0860095,34.23218,-118.05822,22520987,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","SGUR103","SGUR103_05152014_BMI_RWB_1","5/15/14",1.34085153,0.83116748,1.0860095,34.23218,-118.05822,22520987,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","SGUT503","SGUT503_07112016_BMI_RWB_1","7/11/16",1.11199092,0.99119782,1.05159437,34.29216,-117.83856,22522647,0.862024725274724,18.9464940265431,-36.2096913419912,3.07248534798536,-69.0610306360306,118.400843989344,-1.60231753246753,3.51013253413254,-64.2985223031769
"219","SGUT503","SGUT503_07112016_BMI_RWB_1","7/11/16",1.11199092,0.99119782,1.05159437,34.29216,-117.83856,22522647,0.862024725274724,18.9464940265431,-36.2096913419912,3.07248534798536,-69.0610306360306,118.400843989344,-1.60231753246753,3.51013253413254,-64.2985223031769
"220","SMC00105","SMC00105_04122017_BMI_RWB_1","4/12/17",0.93219507,0.66263644,0.79741575,33.74651,-117.58423,22563228,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","SMC00105","SMC00105_04122017_BMI_RWB_1","4/12/17",0.93219507,0.66263644,0.79741575,33.74651,-117.58423,22563228,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","SMC00198","SMC00198_07092014_BMI_RWB_1","7/9/14",0.97324705,0.65625936,0.81475321,32.93709,-117.13851,20331208,1.39869272394273,7.06978588123597,-28.5126143856144,44.0181100566101,59.2300938727937,86.4534633699634,1.97866318681319,7.20273967698968,-20.7283004002403
"223","SMC00198","SMC00198_07092014_BMI_RWB_1","7/9/14",0.97324705,0.65625936,0.81475321,32.93709,-117.13851,20331208,1.39869272394273,7.06978588123597,-28.5126143856144,44.0181100566101,59.2300938727937,86.4534633699634,1.97866318681319,7.20273967698968,-20.7283004002403
"224","SMC00288","SMC00288_06042014_BMI_RWB_1","6/4/14",0.68350335,0.52783324,0.6056683,34.13118,-117.76,22524733,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","SMC00288","SMC00288_06042014_BMI_RWB_1","6/4/14",0.68350335,0.52783324,0.6056683,34.13118,-117.76,22524733,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","SMC00318","SMC00318_06152010_BMI_RWB_1","6/15/10",0.50659424,0.25220035,0.3793973,33.81287,-118.20558,22518274,94.5920726773226,767.727505256424,-17043.3586848152,-1440.19956443556,-7675.81310955712,284.699747419247,74.5979884948385,204.774848068598,-1103.33956776404
"227","SMC00318","SMC00318_06152010_BMI_RWB_1","6/15/10",0.50659424,0.25220035,0.3793973,33.81287,-118.20558,22518274,94.5920726773226,767.727505256424,-17043.3586848152,-1440.19956443556,-7675.81310955712,284.699747419247,74.5979884948385,204.774848068598,-1103.33956776404
"228","SMC00382","SMC00382_06212018_BMI_RWB_1","6/21/18",0.39645478,0.30883195,0.35264336,34.04437,-117.99413,22523213,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","SMC00428","SMC00428_06012016_BMI_RWB_1","6/1/16",1.03589939,0.80367303,0.91978621,34.2481,-118.04976,22521703,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","SMC00428","SMC00428_06012016_BMI_RWB_1","6/1/16",1.03589939,0.80367303,0.91978621,34.2481,-118.04976,22521703,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","SMC00436","SMC00436_05312017_BMI_RWB_1","5/31/17",0.72958736,0.49112596,0.61035666,34.149,-118.27863,22514960,15.4134874292374,85.7121114436754,-3801.76453896104,-363.069322344322,-2010.1831035631,301.846024309025,0.439913403263403,-9.8189498834499,-1677.08970593345
"232","SMC00436","SMC00436_05312017_BMI_RWB_1","5/31/17",0.72958736,0.49112596,0.61035666,34.149,-118.27863,22514960,15.4134874292374,85.7121114436754,-3801.76453896104,-363.069322344322,-2010.1831035631,301.846024309025,0.439913403263403,-9.8189498834499,-1677.08970593345
"233","SMC00464","SMC00464_06042014_BMI_RWB_1","6/4/14",1.11154985,0.76085623,0.93620304,34.24152,-117.86683,22524649,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","SMC00464","SMC00464_06042014_BMI_RWB_1","6/4/14",1.11154985,0.76085623,0.93620304,34.24152,-117.86683,22524649,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","SMC00476","SMC00476_06082009_BMI_RWB_1","6/8/09",1.26937981,1.01520689,1.14229335,34.24209,-118.13381,22515784,2.32550524475524,24.5292854355302,42.1619644403217,-281.376306027306,-68.8811241758242,134.106103729604,0.800177006327006,32.4880742590743,-22.5915554444136
"236","SMC00476","SMC00476_06082009_BMI_RWB_1","6/8/09",1.26937981,1.01520689,1.14229335,34.24209,-118.13381,22515784,2.32550524475524,24.5292854355302,42.1619644403217,-281.376306027306,-68.8811241758242,134.106103729604,0.800177006327006,32.4880742590743,-22.5915554444136
"237","SMC00479","SMC00479_07132011_BMI_RWB_1","7/13/11",0.60644694,0.39761767,0.50203231,34.2634,-119.24095,17587628,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","SMC00479","SMC00479_07132011_BMI_RWB_1","7/13/11",0.60644694,0.39761767,0.50203231,34.2634,-119.24095,17587628,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","SMC00480","SMC00480_07022018_BMI_RWB_1","7/2/18",1.06256675,0.88517182,0.97386928,34.23434,-117.73155,22524653,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","SMC00480","SMC00480_07022018_BMI_RWB_1","7/2/18",1.06256675,0.88517182,0.97386928,34.23434,-117.73155,22524653,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","SMC00520","SMC00520_06142017_BMI_RWB_1","6/14/17",0.8845536,0.67421387,0.77938373,34.29626,-118.28252,22514474,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","SMC00520","SMC00520_06142017_BMI_RWB_1","6/14/17",0.8845536,0.67421387,0.77938373,34.29626,-118.28252,22514474,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","SMC00544","SMC00544_06222011_BMI_RWB_1","6/22/11",1.18438084,0.98677618,1.08557851,34.14677,-117.74153,22523163,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","SMC00544","SMC00544_06222011_BMI_RWB_1","6/22/11",1.18438084,0.98677618,1.08557851,34.14677,-117.74153,22523163,NA,NA,NA,NA,NA,NA,NA,NA,NA
