"","SampleID","SampleDate","masterid","D_ASCI","H_ASCI","latitude","longitude","comid","d_ds_mag_50","d_fa_mag","d_peak_10","d_peak_2","d_peak_5","d_sp_mag","d_wet_bfl_mag_10","d_wet_bfl_mag_50","delta_q99"
"15","403S00271_2016-06-22 00:00:00_1",2016-06-22,"403S00271",1.17583495273061,1.1379415500569,34.5485,-119.16547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","802WE0658_2015-04-21 00:00:00_1",2015-04-21,"802WE0658",0.991958640671447,1.02548124476275,33.79824,-116.74831,22535146,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","802WE0658_2015-04-21 00:00:00_1",2015-04-21,"802WE0658",0.991958640671447,1.02548124476275,33.79824,-116.74831,22535146,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","412S04204_2016-05-11 00:00:00_1",2016-05-11,"412S04204",0.867958149310131,0.878397260656639,34.20358,-118.01853,22514858,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","903M20235_2018-06-12 00:00:00_1",2018-06-12,"903M20235",0.519050237696287,0.500123860493509,33.24759,-116.78551,20344395,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","903M20235_2018-06-12 00:00:00_1",2018-06-12,"903M20235",0.519050237696287,0.500123860493509,33.24759,-116.78551,20344395,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","907M23367_2018-05-29 00:00:00_1",2018-05-29,"907M23367",1.06903704279372,1.15131788618822,32.96335,-116.66364,20332536,2.49191791541792,15.2374339040656,-401.75781022311,-172.546478045764,-169.395018081918,105.188128038628,1.26168979353979,3.84626773226773,-80.398793526971
"22","907M23367_2018-05-29 00:00:00_1",2018-05-29,"907M23367",1.06903704279372,1.15131788618822,32.96335,-116.66364,20332536,2.49191791541792,15.2374339040656,-401.75781022311,-172.546478045764,-169.395018081918,105.188128038628,1.26168979353979,3.84626773226773,-80.398793526971
"23","801LYC062_2015-07-01 00:00:00_1",2015-07-01,"801LYC062",1.15697166633628,1.04679642838013,34.21257,-117.45844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","801MLC057_2015-07-01 00:00:00_1",2015-07-01,"801MLC057",0.953391990299437,0.962689439780988,34.25033,-117.54376,22557766,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","801MLC069_2015-07-06 00:00:00_2",2015-07-06,"801MLC069",0.948402719187582,0.993018614198027,34.2481,-117.51276,22557786,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","801MIC034_2015-06-25 00:00:00_1",2015-06-25,"801MIC034",1.07075696483178,1.03747597034979,34.08909,-116.92669,22558944,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","801MIC272_2015-07-09 00:00:00_1",2015-07-09,"801MIC272",1.17576172829549,1.14219264905114,34.08788,-116.91434,22558960,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","801SAR151_2017-06-22 00:00:00_1",2017-06-22,"801SAR151",0.365987159657073,0.236377106485243,33.98873,-117.39614,948070241,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","403WE0682_2016-05-25 00:00:00_1",2016-05-25,"403WE0682",0.863081073126214,0.88543631927827,34.56909,-118.39212,17569981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","403WE0682_2016-05-25 00:00:00_1",2016-05-25,"403WE0682",0.863081073126214,0.88543631927827,34.57066,-118.38974,17569981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","403WE0682_2016-05-25 00:00:00_1",2016-05-25,"403WE0682",0.863081073126214,0.88543631927827,34.57066,-118.38974,17569981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","SMC09534_2018-07-10 00:00:00_1",2018-07-10,"SMC09534",0.73844181563886,0.79709061270497,33.83832,-118.09487,22525157,22.6159293206793,375.938941434555,-3868.55909723609,-410.214877455878,-2296.03028205128,-132.915457042957,-19.9801487512487,-44.0551388611387,-1053.8249808532
"33","SMC09534_2018-07-10 00:00:00_1",2018-07-10,"SMC09534",0.73844181563886,0.79709061270497,33.83832,-118.09487,22525157,22.6159293206793,375.938941434555,-3868.55909723609,-410.214877455878,-2296.03028205128,-132.915457042957,-19.9801487512487,-44.0551388611387,-1053.8249808532
"34","SMC08766_2018-07-10 00:00:00_1",2018-07-10,"SMC08766",0.672204983155409,0.70249262477807,33.90192,-118.10859,22525157,22.6159293206793,375.938941434555,-3868.55909723609,-410.214877455878,-2296.03028205128,-132.915457042957,-19.9801487512487,-44.0551388611387,-1053.8249808532
"35","SMC08766_2018-07-10 00:00:00_1",2018-07-10,"SMC08766",0.672204983155409,0.70249262477807,33.90192,-118.10859,22525157,22.6159293206793,375.938941434555,-3868.55909723609,-410.214877455878,-2296.03028205128,-132.915457042957,-19.9801487512487,-44.0551388611387,-1053.8249808532
"36","403WE0534_2016-05-23 00:00:00_1",2016-05-23,"403WE0534",0.839303494756114,0.957526354169247,34.61359,-118.77983,17569679,6.47824991674993,10.9408266756791,-179.970386613387,-433.159886113886,-498.991119214119,75.5114370629371,3.76432640692641,3.22898701298702,-498.377343732434
"37","403WE0534_2016-05-23 00:00:00_1",2016-05-23,"403WE0534",0.839303494756114,0.957526354169247,34.61359,-118.77983,17569679,6.47824991674993,10.9408266756791,-179.970386613387,-433.159886113886,-498.991119214119,75.5114370629371,3.76432640692641,3.22898701298702,-498.377343732434
"38","403CE0188_2016-05-26 00:00:00_1",2016-05-26,"403CE0188",0.820410113365769,0.785250713449318,34.35646,-119.04752,17573663,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","403CE0188_2016-05-26 00:00:00_1",2016-05-26,"403CE0188",0.820410113365769,0.785250713449318,34.35646,-119.04752,17573663,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","802RB8218_2009-06-23 00:00:00_1",2009-06-23,"802RB8218",1.19221537268073,1.23566114864435,33.80978,-116.7403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","802RB8605_2009-07-01 00:00:00_1",2009-07-01,"802RB8605",0.900104399100707,0.862581260325371,33.73776,-116.72825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","802RB8688_2009-07-01 00:00:00_2",2009-07-01,"802RB8688",0.949205004571671,0.941727751093884,33.75289,-116.70609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","801S00135_2010-06-07 00:00:00_1",2010-06-07,"801S00135",1.22979620854177,1.11728523544867,34.07818,-116.87857,22558972,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","802S26909_2010-05-31 00:00:00_1",2010-05-31,"802S26909",0.443369596712913,0.527757461590949,33.66637,-117.27517,22532986,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","802S27709_2010-05-31 00:00:00_1",2010-05-31,"802S27709",0.387422797503973,0.458699196968288,33.66269,-117.28999,22534666,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","312PS0099_06/14/10_2",NA,"312PS0099",0.771153675,0.784936724,34.77948,-119.95802,17626291,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","312PS0099_06/14/10_2",NA,"312PS0099",0.771153675,0.784936724,34.77948,-119.95802,17626291,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","402BA0079_05/28/08_1",NA,"402BA0079",0.767392935,0.765032889,34.41183,-119.27418,17586810,3.13876423576423,11.1909508936911,-24.2012617382618,-98.4056327006326,-89.846939060939,72.9969925074925,1.07818235098235,19.7484941724942,-66.391092833515
"49","402BA0095_05/29/08_1",NA,"402BA0095",0.935744404,1.034711242,34.46328,-119.34566,17586570,2.08074159174159,26.8720458701235,464.483277522478,-54.0040291375292,216.384368531469,95.8230108225107,2.28933168498169,7.31948343323344,-17.4592136539054
"50","402BA0143_05/21/08_1",NA,"402BA0143",0.91990179,0.946687754,34.36483,-119.31057,17587720,0.507085414585415,-0.687890097557132,-282.242069264069,-511.875061938061,-986.1327007992,45.4057335997336,-1.15080514485514,-2.27561663336664,-279.938212000324
"51","402BA0287_06/09/08_2",NA,"402BA0287",NA,0.971804075,34.50284,-119.36644,17585802,11.2602385114885,59.4471503186641,7380.99581018978,1122.47500932401,4989.85029866799,1699.85358774559,18.1732619047619,120.143740592741,1001.94972952228
"52","402BA0335_05/27/08_2",NA,"402BA0335",0.615752098,0.666458476,34.37965,-119.30751,17586838,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","403BA0015_05/19/08_1",NA,"403BA0015",1.115393962,1.182164104,34.5312,-119.18421,17568137,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","403BA0027_06/18/14_1",NA,"403BA0027",1.02367677,0.945257169,34.66254,-119.05249,17567373,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","403BA0068_05/14/08_1",NA,"403BA0068",0.6069514,0.705523667,34.39179,-118.90285,17574729,1.57759224109224,27.639236505632,352.733565201465,128.774586580087,367.040598001998,105.077588911089,6.08728386613387,13.7441424408924,-42.9574116045121
"56","403BA0136_06/17/14_1",NA,"403BA0136",0.878007702,0.847510867,34.51202,-118.45038,17570387,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","403BA0171_05/19/08_1",NA,"403BA0171",0.961567892,0.946897081,34.58516,-119.28363,17567767,12.3062793040293,128.510709503454,5670.0895044289,917.023237429234,2530.78947662338,1679.43815301366,41.7976155511155,128.629865967366,797.216517663681
"58","403S00640_06/11/09_2",NA,"403S00640",0.861876442,0.874679134,34.60115,-118.558,17569783,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","403S00640_06/11/09_2",NA,"403S00640",0.861876442,0.874679134,34.60114,-118.55797,17569783,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","403S00640_06/11/09_2",NA,"403S00640",0.861876442,0.874679134,34.60115,-118.558,17569783,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","403S00640_06/11/09_2",NA,"403S00640",0.861876442,0.874679134,34.60114,-118.55797,17569783,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","403S00831_06/10/10_1",NA,"403S00831",0.885027049,0.775656174,34.43048,-118.8318,17574531,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","403S00831_06/10/10_1",NA,"403S00831",0.885027049,0.775656174,34.43048,-118.8318,17574531,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","403S00875_06/24/10_1",NA,"403S00875",1.056282842,1.085009507,34.55668,-119.30629,17567963,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","403S00875_06/24/10_1",NA,"403S00875",1.056282842,1.085009507,34.55668,-119.30629,17567963,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","403S00960_06/02/10_1",NA,"403S00960",1.002128533,1.107488121,34.59078,-118.4617,17569839,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","403S01195_06/10/09_1",NA,"403S01195",0.878650175,0.902504272,34.55903,-119.2678,17567911,0.291144272394275,11.9470920124989,66.7811225441226,-40.4951433566434,4.86722314352316,145.647617549117,3.78922842157841,7.56377705627704,-3.57447451472525
"68","403S01195_06/10/09_1",NA,"403S01195",0.878650175,0.902504272,34.55903,-119.2678,17567911,0.291144272394275,11.9470920124989,66.7811225441226,-40.4951433566434,4.86722314352316,145.647617549117,3.78922842157841,7.56377705627704,-3.57447451472525
"69","403S01272_06/09/09_1",NA,"403S01272",0.668706945,0.848795376,34.40303,-118.6905,17574691,26.7745795038295,34.8723764087054,-3019.60345737596,-420.965834165835,-2344.70295221445,-46.9147169497168,20.0215981351981,12.0893954378954,-3021.12859126908
"70","403S01272_06/09/09_1",NA,"403S01272",0.668706945,0.848795376,34.40303,-118.6905,17574691,26.7745795038295,34.8723764087054,-3019.60345737596,-420.965834165835,-2344.70295221445,-46.9147169497168,20.0215981351981,12.0893954378954,-3021.12859126908
"71","403S01536_07/12/11_2",NA,"403S01536",0.915869811,0.831359993,34.56909,-118.39212,17569981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","403S01707_06/07/10_1",NA,"403S01707",0.816379925,0.964201128,34.59835,-119.34799,17568571,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","403S01707_06/07/10_1",NA,"403S01707",0.816379925,0.964201128,34.59835,-119.34799,17568571,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","403S01728_07/13/11_1",NA,"403S01728",0.695762467,0.876075759,34.5749,-118.46002,17569947,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","403S01728_07/13/11_1",NA,"403S01728",0.695762467,0.876075759,34.5749,-118.46002,17569947,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","403S01784_06/09/09_1",NA,"403S01784",0.588322529,0.771658585,34.40228,-118.7471,17575785,27.9359182484182,17.2019510270595,-3548.58836765614,-216.758927738929,-3166.98313453213,-110.833296037296,23.5899500666,16.8867427572427,-2931.5777179392
"77","403S01784_06/09/09_1",NA,"403S01784",0.588322529,0.771658585,34.40228,-118.7471,17575785,27.9359182484182,17.2019510270595,-3548.58836765614,-216.758927738929,-3166.98313453213,-110.833296037296,23.5899500666,16.8867427572427,-2931.5777179392
"78","403S01883_06/21/10_1",NA,"403S01883",0.933050007,0.865103408,34.71629,-119.0189,17567221,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","403S01883_06/21/10_1",NA,"403S01883",0.933050007,0.865103408,34.71629,-119.0189,17567221,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","403S02363_06/16/11_1",NA,"403S02363",0.750883955,0.665074306,34.55885,-119.15456,17567953,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","403S02363_06/16/11_1",NA,"403S02363",0.750883955,0.665074306,34.55885,-119.15456,17567953,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","403S02764_06/14/11_1",NA,"403S02764",0.430992777,0.418621299,34.44778,-118.7549,17574353,8.92186255411254,6.22294780861887,-508.544996669999,-460.290469197469,-895.491605894105,63.4118503163504,2.29026924741924,-3.91436080586082,-838.317640922619
"83","403S02764_06/14/11_1",NA,"403S02764",0.430992777,0.418621299,34.44778,-118.7549,17574353,8.92186255411254,6.22294780861887,-508.544996669999,-460.290469197469,-895.491605894105,63.4118503163504,2.29026924741924,-3.91436080586082,-838.317640922619
"84","403S03643_06/24/10_2",NA,"403S03643",0.843174876,0.833667305,34.56213,-119.12891,17567991,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","403S03643_06/24/10_2",NA,"403S03643",0.843174876,0.833667305,34.56213,-119.12891,17567991,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","403S03832_06/08/09_1",NA,"403S03832",0.868480813,0.928875137,34.40211,-118.78471,17574677,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","403S03832_06/08/09_1",NA,"403S03832",0.868480813,0.928875137,34.40211,-118.78471,17574677,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","403S05291_06/07/10_1",NA,"403S05291",1.154595271,1.243918215,34.56397,-119.26305,17567911,0.291144272394275,11.9470920124989,66.7811225441226,-40.4951433566434,4.86722314352316,145.647617549117,3.78922842157841,7.56377705627704,-3.57447451472525
"89","403S05291_06/07/10_1",NA,"403S05291",1.154595271,1.243918215,34.56397,-119.26305,17567911,0.291144272394275,11.9470920124989,66.7811225441226,-40.4951433566434,4.86722314352316,145.647617549117,3.78922842157841,7.56377705627704,-3.57447451472525
"90","403S06139_06/27/12_1",NA,"403S06139",0.825213449,0.879417424,34.55464,-119.2405,17568009,0.456932817182816,15.9277829672992,63.740700965701,-46.4349721944722,11.6522747585748,146.680322011322,4.05339378954379,7.14243839493841,-10.1482710874721
"91","403S06139_06/27/12_1",NA,"403S06139",0.825213449,0.879417424,34.55464,-119.2405,17568009,0.456932817182816,15.9277829672992,63.740700965701,-46.4349721944722,11.6522747585748,146.680322011322,4.05339378954379,7.14243839493841,-10.1482710874721
"92","403S06315_06/27/12_1",NA,"403S06315",1.039151702,1.058080902,34.59223,-119.31033,17567721,0.605660006660007,19.3482009373326,49.7391501831503,-61.1535193140193,-9.10946033966032,154.359225607725,4.54991418581418,8.18711913086916,-9.00758120348035
"93","403S06315_06/27/12_1",NA,"403S06315",1.039151702,1.058080902,34.59223,-119.31033,17567721,0.605660006660007,19.3482009373326,49.7391501831503,-61.1535193140193,-9.10946033966032,154.359225607725,4.54991418581418,8.18711913086916,-9.00758120348035
"94","403S06904_06/09/10_1",NA,"403S06904",0.392390997,0.533277693,34.41964,-118.78769,17574677,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","403S06904_06/09/10_1",NA,"403S06904",0.392390997,0.533277693,34.41964,-118.78769,17574677,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","403S07024_06/13/12_1",NA,"403S07024",0.759761197,0.77872031,34.6092,-118.75771,17569679,6.47824991674993,10.9408266756791,-179.970386613387,-433.159886113886,-498.991119214119,75.5114370629371,3.76432640692641,3.22898701298702,-498.377343732434
"97","403S07024_06/13/12_1",NA,"403S07024",0.759761197,0.77872031,34.6092,-118.75771,17569679,6.47824991674993,10.9408266756791,-179.970386613387,-433.159886113886,-498.991119214119,75.5114370629371,3.76432640692641,3.22898701298702,-498.377343732434
"98","403S07227_06/27/12_1",NA,"403S07227",1.146578059,1.118556896,34.56208,-119.16664,17567931,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","403S07227_06/27/12_1",NA,"403S07227",1.146578059,1.118556896,34.56208,-119.16664,17567931,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","403S11084_06/09/10_1",NA,"403S11084",0.380713419,0.459131123,34.42487,-118.56081,17574547,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","403S11084_06/09/10_1",NA,"403S11084",0.380713419,0.459131123,34.42487,-118.56081,17574547,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","403S14156_06/09/09_1",NA,"403S14156",0.3968276,0.601141583,34.42523,-118.582,17574541,10.6977474192474,20.1327146497885,-1589.59581838162,-353.971951714952,-1733.51076823177,1.84807542457547,7.45385029970029,9.47786305361304,-929.290718763577
"103","403S14156_06/09/09_1",NA,"403S14156",0.3968276,0.601141583,34.42523,-118.582,17574541,10.6977474192474,20.1327146497885,-1589.59581838162,-353.971951714952,-1733.51076823177,1.84807542457547,7.45385029970029,9.47786305361304,-929.290718763577
"104","403S15608_06/08/10_1",NA,"403S15608",0.525990643,0.498182176,34.4019,-118.70052,17574697,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","403S15608_06/08/10_1",NA,"403S15608",0.525990643,0.498182176,34.4019,-118.70052,17574697,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","403S16332_06/26/13_1",NA,"403S16332",0.899712467,0.994054911,34.5317,-118.75812,17570169,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","403S16332_06/26/13_1",NA,"403S16332",0.899712467,0.994054911,34.5317,-118.75812,17570169,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","403S34646_06/25/13_1",NA,"403S34646",0.545853315,0.552564138,34.42556,-118.56616,17574547,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","403S34646_06/25/13_1",NA,"403S34646",0.545853315,0.552564138,34.42556,-118.56616,17574547,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","403WE0501_05/14/13_1",NA,"403WE0501",1.086274859,1.063817632,34.54172,-118.77286,17570115,1.08466791541792,14.9344401432089,116.64274012654,-9.46705361305361,20.8593080253081,94.1683075258076,-0.397435431235431,11.1761355311355,-18.2092963126383
"111","403WE0501_05/14/13_1",NA,"403WE0501",1.086274859,1.063817632,34.54172,-118.77286,17570115,1.08466791541792,14.9344401432089,116.64274012654,-9.46705361305361,20.8593080253081,94.1683075258076,-0.397435431235431,11.1761355311355,-18.2092963126383
"112","403WE0540_05/16/13_1",NA,"403WE0540",1.000542274,1.037713016,34.65136,-119.11845,17567407,1.25298176823177,24.6472787647878,48.9681783549784,-59.4921182151182,46.5119367632367,169.05653030303,5.71729010989011,21.348704045954,-35.9293486941629
"113","403WE0540_05/16/13_1",NA,"403WE0540",1.000542274,1.037713016,34.65136,-119.11845,17567407,1.25298176823177,24.6472787647878,48.9681783549784,-59.4921182151182,46.5119367632367,169.05653030303,5.71729010989011,21.348704045954,-35.9293486941629
"114","403WE0683_05/15/13_1",NA,"403WE0683",1.203430969,1.275059153,34.43952,-119.07616,17572791,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","403WE0683_05/15/13_1",NA,"403WE0683",1.203430969,1.275059153,34.43952,-119.07616,17572791,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","403WE1027_05/30/13_1",NA,"403WE1027",0.732838533,0.61437148,34.72654,-119.02842,17567207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","403WE1027_05/30/13_1",NA,"403WE1027",0.732838533,0.61437148,34.72654,-119.02842,17567207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","404BA0084_06/04/08_1",NA,"404BA0084",0.878306692,0.858151535,34.09079,-118.94926,20365103,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","404BA0376_06/05/08_2",NA,"404BA0376",0.794168204,0.75172775,34.11648,-118.66164,20364947,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","404BA0526_06/04/08_1",NA,"404BA0526",0.979719374,1.017313995,34.04298,-118.87219,20365143,3.79203929403929,35.508394822466,207.9964,-95.5008556443558,-5.69068741258743,218.122427572427,3.60497157842158,28.1594226606727,-0.700629866150041
"121","404BA0616_06/03/08_1",NA,"404BA0616",0.700027362,0.64591829,34.17453,-118.69879,20364691,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","404BA0852_06/03/08_1",NA,"404BA0852",0.68218454,0.685567256,34.07877,-118.82037,20365057,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","404BA0964_06/04/08_1",NA,"404BA0964",1.037665585,1.101138447,34.06133,-118.9649,20365103,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","404BA1144_06/10/08_1",NA,"404BA1144",1.112705053,1.128912965,34.06064,-118.63755,20365109,2.07153055278055,66.6581957558147,1451.4897019314,427.296461038962,888.161365601065,446.779482517482,9.23210437895439,30.4874886779887,103.586668696593
"125","404S00808_06/22/10_1",NA,"404S00808",0.5666835,0.669065331,34.11411,-118.77906,20364887,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","404S00808_06/22/10_1",NA,"404S00808",0.5666835,0.669065331,34.11411,-118.77907,20364887,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","404S01128_06/23/10_1",NA,"404S01128",0.490078746,0.505063358,34.10389,-118.71271,20364949,4.19168448218447,33.3535601809204,64.0822559107559,-285.895498501499,-47.0484943722944,241.742914085914,5.27821120546121,30.321352980353,-1.07090132154259
"128","404S01128_06/23/10_1",NA,"404S01128",0.490078746,0.505063358,34.1039,-118.71271,20364949,4.19168448218447,33.3535601809204,64.0822559107559,-285.895498501499,-47.0484943722944,241.742914085914,5.27821120546121,30.321352980353,-1.07090132154259
"129","404S01128_06/23/10_1",NA,"404S01128",0.490078746,0.505063358,34.1039,-118.71271,20364949,4.19168448218447,33.3535601809204,64.0822559107559,-285.895498501499,-47.0484943722944,241.742914085914,5.27821120546121,30.321352980353,-1.07090132154259
"130","404S01128_06/23/10_1",NA,"404S01128",0.490078746,0.505063358,34.10389,-118.71271,20364949,4.19168448218447,33.3535601809204,64.0822559107559,-285.895498501499,-47.0484943722944,241.742914085914,5.27821120546121,30.321352980353,-1.07090132154259
"131","404S02920_05/12/09_1",NA,"404S02920",0.553572685,0.659533044,34.17748,-118.767,20364685,3.7581053946054,37.5842739593867,572.734543090243,232.164533300034,384.553896570096,290.358184149184,24.0506473193473,35.5801103896104,-6.81223791398321
"132","404S02920_05/12/09_1",NA,"404S02920",0.553572685,0.659533044,34.17748,-118.767,20364685,3.7581053946054,37.5842739593867,572.734543090243,232.164533300034,384.553896570096,290.358184149184,24.0506473193473,35.5801103896104,-6.81223791398321
"133","404S03048_05/13/09_1",NA,"404S03048",0.569962578,0.619699008,34.18426,-118.79089,948070152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","404S03048_05/13/09_1",NA,"404S03048",0.569962578,0.619699008,34.18425,-118.79088,948070152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","404S03048_05/13/09_1",NA,"404S03048",0.569962578,0.619699008,34.18425,-118.79088,948070152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","404S03048_05/13/09_1",NA,"404S03048",0.569962578,0.619699008,34.18426,-118.79089,948070152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","404S06456_05/14/09_1",NA,"404S06456",0.788104828,0.816579272,34.06463,-118.58685,20365153,NA,NA,NA,NA,NA,NA,NA,NA,NA
