site,year,flow_metric,current_value_final,current_value_note,reference_value_final,reference_value_note,deltah_final,site.year,notes,summary.statistic,n_year
SMCR8_019,NA,FA_Mag,NA,NA,NA,NA,0.169253087,SMCR8_019_2005,NA,mean,1
SMCR8_019,2005,FA_Tim,26,original,26,original,0,SMCR8_019_2005,"NA, NA",min,1
SMCR8_019,NA,FA_Tim,NA,NA,NA,NA,0,SMCR8_019_2005,NA,median,1
SMCR8_019,2005,FA_Tim,26,original,26,original,0,SMCR8_019_2005,"NA, NA",max,1
SMCR8_019,NA,FA_Tim,NA,NA,NA,NA,0,SMCR8_019_2005,NA,mean,1
SMCR8_019,2005,Q99,14.32264833,original,14.2533624,original,0.069285931,SMCR8_019_2005,"NA, NA",min,23
SMCR8_019,1999,Q99,3.3,original,3.2,original,0.1,SMCR8_019_1999,"NA, NA",median,23
SMCR8_019,1998,Q99,17.19216,original,16.59749333,original,0.59466667,SMCR8_019_1998,"NA, NA",max,23
SMCR8_019,NA,Q99,NA,NA,NA,NA,0.135725466,SMCR8_019_2005,NA,mean,23
SMCR8_020,1999,DS_Dur_WS,45,original,45,original,0,SMCR8_020_1999,"NA, NA",min,3
SMCR8_020,1998,DS_Dur_WS,186,original,186,original,0,SMCR8_020_1998,"NA, NA",median,3
SMCR8_020,1997,DS_Dur_WS,354,original,354,original,0,SMCR8_020_1997,"NA, NA",max,3
SMCR8_020,NA,DS_Dur_WS,NA,NA,NA,NA,0,SMCR8_020_1999,NA,mean,3
SMCR8_020,1997,DS_Tim,137,original,137,original,0,SMCR8_020_1997,"NA, NA",min,5
SMCR8_020,2005,DS_Tim,168,original,168,original,0,SMCR8_020_2005,"NA, NA",median,5
SMCR8_020,1999,DS_Tim,341,original,341,original,0,SMCR8_020_1999,"NA, NA",max,5
SMCR8_020,NA,DS_Tim,NA,NA,NA,NA,0,SMCR8_020_1997,NA,mean,5
SMCR8_020,2007,DS_Mag_50,0.169,supplementary,0.171,supplementary,-0.002,SMCR8_020_2007,"NA, NA",min,12
SMCR8_020,1999,DS_Mag_50,1.84,original,1.84,original,0,SMCR8_020_1999,"NA, NA",median,12
SMCR8_020,2001,DS_Mag_50,0.784541667,supplementary,0.7745833,supplementary,0.009958367,SMCR8_020_2001,"NA, NA",max,12
SMCR8_020,NA,DS_Mag_50,NA,NA,NA,NA,0.001571179,SMCR8_020_2007,NA,mean,12
SMCR8_020,2007,DS_Mag_90,0.198225,supplementary,0.19888334,supplementary,-0.00065834,SMCR8_020_2007,"NA, NA",min,12
SMCR8_020,NA,DS_Mag_90,NA,NA,NA,NA,9.99E-08,SMCR8_020_2007,NA,median,12
SMCR8_020,2001,DS_Mag_90,0.977116667,supplementary,0.9574417,supplementary,0.019674967,SMCR8_020_2001,"NA, NA",max,12
SMCR8_020,NA,DS_Mag_90,NA,NA,NA,NA,0.003792002,SMCR8_020_2007,NA,mean,12
SMCR8_020,2005,SP_ROC,0.004941558,original,0.00503431,original,-9.28E-05,SMCR8_020_2005,"NA, NA",min,10
SMCR8_020,NA,SP_ROC,NA,NA,NA,NA,5.68E-08,SMCR8_020_2005,NA,median,10
SMCR8_020,2009,SP_ROC,0.003597122,supplementary,0.001800002,supplementary,0.00179712,SMCR8_020_2009,"NA, NA",max,10
SMCR8_020,NA,SP_ROC,NA,NA,NA,NA,0.000170971,SMCR8_020_2005,NA,mean,10
SMCR8_020,1998,SP_Dur,13,original,13,original,0,SMCR8_020_1998,"NA, NA",min,4
SMCR8_020,1997,SP_Dur,16,original,16,original,0,SMCR8_020_1997,"NA, NA",median,4
SMCR8_020,2003,SP_Dur,25,original,25,original,0,SMCR8_020_2003,"NA, NA",max,4
SMCR8_020,NA,SP_Dur,NA,NA,NA,NA,0,SMCR8_020_1998,NA,mean,4
SMCR8_020,1998,SP_Mag,14.27633333,original,14.27691667,original,-0.00058334,SMCR8_020_1998,"NA, NA",min,7
SMCR8_020,1999,SP_Mag,1.984,original,1.984,original,0,SMCR8_020_1999,"NA, NA",median,7
SMCR8_020,1997,SP_Mag,32.76958333,original,32.76670833,original,0.002875,SMCR8_020_1997,"NA, NA",max,7
SMCR8_020,NA,SP_Mag,NA,NA,NA,NA,0.000558998,SMCR8_020_1998,NA,mean,7
SMCR8_020,1997,SP_Tim,121,original,121,original,0,SMCR8_020_1997,"NA, NA",min,4
SMCR8_020,2005,SP_Tim,148,original,148,original,0,SMCR8_020_2005,"NA, NA",median,4
SMCR8_020,1998,SP_Tim,187,original,187,original,0,SMCR8_020_1998,"NA, NA",max,4
SMCR8_020,NA,SP_Tim,NA,NA,NA,NA,0,SMCR8_020_1997,NA,mean,4
SMCR8_020,2003,Wet_BFL_Dur,21,original,26,original,-5,SMCR8_020_2003,"NA, NA",min,4
SMCR8_020,2005,Wet_BFL_Dur,24,original,24,original,0,SMCR8_020_2005,"NA, NA",median,4
SMCR8_020,1998,Wet_BFL_Dur,62,original,62,original,0,SMCR8_020_1998,"NA, NA",max,4
SMCR8_020,NA,Wet_BFL_Dur,NA,NA,NA,NA,-1.25,SMCR8_020_2003,NA,mean,4
SMCR8_020,2007,Wet_BFL_Mag_10,0.132,supplementary,0.132,supplementary,0,SMCR8_020_2007,"NA, NA",min,13
SMCR8_020,NA,Wet_BFL_Mag_10,NA,NA,NA,NA,6.25E-05,SMCR8_020_2007,NA,median,13
SMCR8_020,2002,Wet_BFL_Mag_10,0.504895833,supplementary,0.49277499,supplementary,0.012120843,SMCR8_020_2002,"NA, NA",max,13
SMCR8_020,NA,Wet_BFL_Mag_10,NA,NA,NA,NA,0.002164398,SMCR8_020_2007,NA,mean,13
SMCR8_020,2007,Wet_BFL_Mag_50,0.134,supplementary,0.135,supplementary,-0.001,SMCR8_020_2007,"NA, NA",min,13
SMCR8_020,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,0.000895833,SMCR8_020_2007,NA,median,13
SMCR8_020,2002,Wet_BFL_Mag_50,0.535583334,supplementary,0.52825,supplementary,0.007333333,SMCR8_020_2002,"NA, NA",max,13
SMCR8_020,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,0.001427886,SMCR8_020_2007,NA,mean,13
SMCR8_020,1999,Wet_Tim,20,original,20,original,0,SMCR8_020_1999,"NA, NA",min,7
SMCR8_020,2001,Wet_Tim,20,original,20,original,0,SMCR8_020_2001,"NA, NA",median,7
SMCR8_020,2003,Wet_Tim,150,original,145,original,5,SMCR8_020_2003,"NA, NA",max,7
SMCR8_020,NA,Wet_Tim,NA,NA,NA,NA,0.714285714,SMCR8_020_1999,NA,mean,7
SMCR8_020,2005,Q99,8.06044,original,8.0605988,original,-0.0001588,SMCR8_020_2005,"NA, NA",min,13
SMCR8_020,2004,Q99,0.291,original,0.291,original,0,SMCR8_020_2004,"NA, NA",median,13
SMCR8_020,1998,Q99,17.681235,original,17.67791167,original,0.003323329,SMCR8_020_1998,"NA, NA",max,13
SMCR8_020,NA,Q99,NA,NA,NA,NA,0.000495856,SMCR8_020_2005,NA,mean,13
SMCR8_025,2003,DS_Dur_WS,197,original,226,original,-29,SMCR8_025_2003,"NA, NA",min,23
SMCR8_025,1994,DS_Dur_WS,202,original,203,original,-1,SMCR8_025_1994,"NA, NA",median,23
SMCR8_025,2009,DS_Dur_WS,145,original,135,original,10,SMCR8_025_2009,"NA, NA",max,23
SMCR8_025,NA,DS_Dur_WS,NA,NA,NA,NA,0.043478261,SMCR8_025_2003,NA,mean,23
SMCR8_025,2009,DS_Tim,275,original,282,original,-7,SMCR8_025_2009,"NA, NA",min,23
SMCR8_025,2012,DS_Tim,275,original,277,original,-2,SMCR8_025_2012,"NA, NA",median,23
SMCR8_025,2003,DS_Tim,222,original,193,original,29,SMCR8_025_2003,"NA, NA",max,23
SMCR8_025,NA,DS_Tim,NA,NA,NA,NA,0.782608696,SMCR8_025_2009,NA,mean,23
SMCR8_025,2003,DS_Mag_50,3.219333333,original,3.2381455,original,-0.018812167,SMCR8_025_2003,"NA, NA",min,23
SMCR8_025,1994,DS_Mag_50,3.2,original,3.2,original,0,SMCR8_025_1994,"NA, NA",median,23
SMCR8_025,2009,DS_Mag_50,2.116791667,original,2.112,original,0.004791667,SMCR8_025_2009,"NA, NA",max,23
SMCR8_025,NA,DS_Mag_50,NA,NA,NA,NA,-0.000863196,SMCR8_025_2003,NA,mean,23
SMCR8_025,2003,DS_Mag_90,4.066916667,original,4.10125,original,-0.034333333,SMCR8_025_2003,"NA, NA",min,23
SMCR8_025,NA,DS_Mag_90,NA,NA,NA,NA,-1.33E-07,SMCR8_025_2003,NA,median,23
SMCR8_025,1993,DS_Mag_90,5.5,original,5.4,original,0.1,SMCR8_025_1993,"NA, NA",max,23
SMCR8_025,NA,DS_Mag_90,NA,NA,NA,NA,0.00362447,SMCR8_025_2003,NA,mean,23
SMCR8_025,1994,SP_ROC,0.178571429,original,0.19047619,original,-0.011904762,SMCR8_025_1994,"NA, NA",min,23
SMCR8_025,NA,SP_ROC,NA,NA,NA,NA,-2.88E-07,SMCR8_025_1994,NA,median,23
SMCR8_025,2003,SP_ROC,0.029625401,original,0.01928434,original,0.010341062,SMCR8_025_2003,"NA, NA",max,23
SMCR8_025,NA,SP_ROC,NA,NA,NA,NA,-6.48E-05,SMCR8_025_1994,NA,mean,23
SMCR8_025,2009,SP_Dur,105,original,112,original,-7,SMCR8_025_2009,"NA, NA",min,23
SMCR8_025,2006,SP_Dur,105,original,108,original,-3,SMCR8_025_2006,"NA, NA",median,23
SMCR8_025,2003,SP_Dur,52,original,23,original,29,SMCR8_025_2003,"NA, NA",max,23
SMCR8_025,NA,SP_Dur,NA,NA,NA,NA,0.47826087,SMCR8_025_2009,NA,mean,23
SMCR8_025,1992,SP_Mag,31.89916667,original,31.9225,original,-0.02333333,SMCR8_025_1992,"NA, NA",min,23
SMCR8_025,2013,SP_Mag,4.753,original,4.753,original,0,SMCR8_025_2013,"NA, NA",median,23
SMCR8_025,1997,SP_Mag,141.7612083,original,141.5414167,original,0.2197916,SMCR8_025_1997,"NA, NA",max,23
SMCR8_025,NA,SP_Mag,NA,NA,NA,NA,0.039003503,SMCR8_025_1992,NA,mean,23
SMCR8_025,1997,SP_Tim,117,original,117,original,0,SMCR8_025_1997,"NA, NA",min,23
SMCR8_025,2003,SP_Tim,170,original,170,original,0,SMCR8_025_2003,"NA, NA",median,23
SMCR8_025,1994,SP_Tim,173,original,170,original,3,SMCR8_025_1994,"NA, NA",max,23
SMCR8_025,NA,SP_Tim,NA,NA,NA,NA,0.304347826,SMCR8_025_1997,NA,mean,23
SMCR8_025,2010,Wet_BFL_Dur,116,original,119,original,-3,SMCR8_025_2010,"NA, NA",min,23
SMCR8_025,2009,Wet_BFL_Dur,117,original,119,original,-2,SMCR8_025_2009,"NA, NA",median,23
SMCR8_025,2008,Wet_BFL_Dur,130,original,128,original,2,SMCR8_025_2008,"NA, NA",max,23
SMCR8_025,NA,Wet_BFL_Dur,NA,NA,NA,NA,-0.434782609,SMCR8_025_2010,NA,mean,23
SMCR8_025,2004,Wet_BFL_Mag_10,4.280666666,original,4.2825544,original,-0.001887734,SMCR8_025_2004,"NA, NA",min,23
SMCR8_025,1997,Wet_BFL_Mag_10,4.1,original,4.1,original,0,SMCR8_025_1997,"NA, NA",median,23
SMCR8_025,1995,Wet_BFL_Mag_10,4.633125,original,4.6,original,0.033125,SMCR8_025_1995,"NA, NA",max,23
SMCR8_025,NA,Wet_BFL_Mag_10,NA,NA,NA,NA,0.001468107,SMCR8_025_2004,NA,mean,23
SMCR8_025,2004,Wet_BFL_Mag_50,4.809458333,original,4.81125,original,-0.001791667,SMCR8_025_2004,"NA, NA",min,23
SMCR8_025,2002,Wet_BFL_Mag_50,3.701,original,3.701,original,0,SMCR8_025_2002,"NA, NA",median,23
SMCR8_025,1997,Wet_BFL_Mag_50,4.672229167,original,4.6,original,0.072229167,SMCR8_025_1997,"NA, NA",max,23
SMCR8_025,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,0.003462862,SMCR8_025_2004,NA,mean,23
SMCR8_025,2008,Wet_Tim,52,original,53,original,-1,SMCR8_025_2008,"NA, NA",min,23
SMCR8_025,1997,Wet_Tim,87,original,87,original,0,SMCR8_025_1997,"NA, NA",median,23
SMCR8_025,2010,Wet_Tim,54,original,51,original,3,SMCR8_025_2010,"NA, NA",max,23
SMCR8_025,NA,Wet_Tim,NA,NA,NA,NA,0.739130435,SMCR8_025_2008,NA,mean,23
SMCR8_025,1995,Q99,83.53728,original,83.606865,original,-0.069585001,SMCR8_025_1995,"NA, NA",min,23
SMCR8_025,1994,Q99,6.6,original,6.6,original,0,SMCR8_025_1994,"NA, NA",median,23
SMCR8_025,2011,Q99,25.34304333,original,25.0021456,original,0.34089773,SMCR8_025_2011,"NA, NA",max,23
SMCR8_025,NA,Q99,NA,NA,NA,NA,0.025903912,SMCR8_025_1995,NA,mean,23
SMCR8_028,2004,DS_Dur_WS,96,original,98,original,-2,SMCR8_028_2004,"NA, NA",min,21
SMCR8_028,1999,DS_Dur_WS,45,original,44,original,1,SMCR8_028_1999,"NA, NA",median,21
SMCR8_028,1997,DS_Dur_WS,52,original,44,original,8,SMCR8_028_1997,"NA, NA",max,21
SMCR8_028,NA,DS_Dur_WS,NA,NA,NA,NA,1.714285714,SMCR8_028_2004,NA,mean,21
SMCR8_028,2006,DS_Tim,329,original,338,original,-9,SMCR8_028_2006,"NA, NA",min,22
SMCR8_028,1996,DS_Tim,410,original,398,original,12,SMCR8_028_1996,"NA, NA",median,22
SMCR8_028,2010,DS_Tim,412,original,398,original,14,SMCR8_028_2010,"NA, NA",max,22
SMCR8_028,NA,DS_Tim,NA,NA,NA,NA,10.54545455,SMCR8_028_2006,NA,mean,22
SMCR8_028,2005,DS_Mag_50,17.18089584,original,17.27179,original,-0.090894165,SMCR8_028_2005,"NA, NA",min,22
SMCR8_028,1998,DS_Mag_50,4.1,original,4,original,0.1,SMCR8_028_1998,"NA, NA",median,22
SMCR8_028,2006,DS_Mag_50,4.497916667,supplementary,4.383625,original,0.114291667,SMCR8_028_2006,"NA, NA",max,22
SMCR8_028,NA,DS_Mag_50,NA,NA,NA,NA,0.091942311,SMCR8_028_2005,NA,mean,22
SMCR8_028,2005,DS_Mag_90,23.4735,original,23.553,original,-0.0795,SMCR8_028_2005,"NA, NA",min,22
SMCR8_028,1996,DS_Mag_90,4.1,original,4,original,0.1,SMCR8_028_1996,"NA, NA",median,22
SMCR8_028,2007,DS_Mag_90,4.121,original,4.021,original,0.1,SMCR8_028_2007,"NA, NA",max,22
SMCR8_028,NA,DS_Mag_90,NA,NA,NA,NA,0.084332209,SMCR8_028_2005,NA,mean,22
SMCR8_028,2011,SP_ROC,0.060085569,original,0.2,original,-0.139914431,SMCR8_028_2011,"NA, NA",min,22
SMCR8_028,1996,SP_ROC,0.18,original,0.2,original,-0.02,SMCR8_028_1996,"NA, NA",median,22
SMCR8_028,2006,SP_ROC,0.001698595,supplementary,0.001657477,supplementary,4.11E-05,SMCR8_028_2006,"NA, NA",max,22
SMCR8_028,NA,SP_ROC,NA,NA,NA,NA,-0.023323491,SMCR8_028_2011,NA,mean,22
SMCR8_028,1998,SP_Dur,225,original,293,original,-68,SMCR8_028_1998,"NA, NA",min,21
SMCR8_028,1996,SP_Dur,305,original,293,original,12,SMCR8_028_1996,"NA, NA",median,21
SMCR8_028,2011,SP_Dur,320,original,293,original,27,SMCR8_028_2011,"NA, NA",max,21
SMCR8_028,NA,SP_Dur,NA,NA,NA,NA,4.904761905,SMCR8_028_1998,NA,mean,21
SMCR8_028,2005,SP_Mag,219.0048333,original,219.7352,original,-0.7303667,SMCR8_028_2005,"NA, NA",min,23
SMCR8_028,2001,SP_Mag,5,original,5,original,0,SMCR8_028_2001,"NA, NA",median,23
SMCR8_028,1995,SP_Mag,9.876041667,original,5,original,4.876041667,SMCR8_028_1995,"NA, NA",max,23
SMCR8_028,NA,SP_Mag,NA,NA,NA,NA,0.295304636,SMCR8_028_2005,NA,mean,23
SMCR8_028,2011,SP_Tim,90,original,105,original,-15,SMCR8_028_2011,"NA, NA",min,21
SMCR8_028,1996,SP_Tim,105,original,105,original,0,SMCR8_028_1996,"NA, NA",median,21
SMCR8_028,1998,SP_Tim,186,original,105,original,81,SMCR8_028_1998,"NA, NA",max,21
SMCR8_028,NA,SP_Tim,NA,NA,NA,NA,6.571428571,SMCR8_028_2011,NA,mean,21
SMCR8_028,2011,Wet_BFL_Dur,40,original,61,original,-21,SMCR8_028_2011,"NA, NA",min,20
SMCR8_028,1996,Wet_BFL_Dur,60,original,61,original,-1,SMCR8_028_1996,"NA, NA",median,20
SMCR8_028,1998,Wet_BFL_Dur,134,original,61,original,73,SMCR8_028_1998,"NA, NA",max,20
SMCR8_028,NA,Wet_BFL_Dur,NA,NA,NA,NA,5.15,SMCR8_028_2011,NA,mean,20
SMCR8_028,2005,Wet_BFL_Mag_10,19.00095,original,19.478732,original,-0.477782,SMCR8_028_2005,"NA, NA",min,23
SMCR8_028,1999,Wet_BFL_Mag_10,3.6,original,3.6,original,0,SMCR8_028_1999,"NA, NA",median,23
SMCR8_028,1998,Wet_BFL_Mag_10,5,original,3.6,original,1.4,SMCR8_028_1998,"NA, NA",max,23
SMCR8_028,NA,Wet_BFL_Mag_10,NA,NA,NA,NA,0.100301512,SMCR8_028_2005,NA,mean,23
SMCR8_028,2005,Wet_BFL_Mag_50,42.04583333,original,44.1275,original,-2.08166667,SMCR8_028_2005,"NA, NA",min,23
SMCR8_028,1999,Wet_BFL_Mag_50,5,original,5,original,0,SMCR8_028_1999,"NA, NA",median,23
SMCR8_028,2008,Wet_BFL_Mag_50,5.011,original,5.011,original,0,SMCR8_028_2008,"NA, NA",max,23
SMCR8_028,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,-0.091978261,SMCR8_028_2005,NA,mean,23
SMCR8_028,2005,Wet_Tim,96,original,98,original,-2,SMCR8_028_2005,"NA, NA",min,22
SMCR8_028,1999,Wet_Tim,45,original,44,original,1,SMCR8_028_1999,"NA, NA",median,22
SMCR8_028,1998,Wet_Tim,52,original,44,original,8,SMCR8_028_1998,"NA, NA",max,22
SMCR8_028,NA,Wet_Tim,NA,NA,NA,NA,1.681818182,SMCR8_028_2005,NA,mean,22
SMCR8_028,2005,Q99,258.6818767,original,259.547736,original,-0.865859312,SMCR8_028_2005,"NA, NA",min,23
SMCR8_028,2002,Q99,5,original,5,original,0,SMCR8_028_2002,"NA, NA",median,23
SMCR8_028,1998,Q99,7.684831667,original,5,original,2.684831667,SMCR8_028_1998,"NA, NA",max,23
SMCR8_028,NA,Q99,NA,NA,NA,NA,0.130295797,SMCR8_028_2005,NA,mean,23
SMCR8_034,2001,DS_Dur_WS,122,original,130,original,-8,SMCR8_034_2001,"NA, NA",min,14
SMCR8_034,2004,DS_Dur_WS,115,original,115,original,0,SMCR8_034_2004,"NA, NA",median,14
SMCR8_034,1996,DS_Dur_WS,267,original,266,original,1,SMCR8_034_1996,"NA, NA",max,14
SMCR8_034,NA,DS_Dur_WS,NA,NA,NA,NA,-0.571428571,SMCR8_034_2001,NA,mean,14
SMCR8_034,1996,DS_Tim,181,original,182,original,-1,SMCR8_034_1996,"NA, NA",min,14
SMCR8_034,2003,DS_Tim,185,original,185,original,0,SMCR8_034_2003,"NA, NA",median,14
SMCR8_034,2001,DS_Tim,268,original,260,original,8,SMCR8_034_2001,"NA, NA",max,14
SMCR8_034,NA,DS_Tim,NA,NA,NA,NA,0.642857143,SMCR8_034_1996,NA,mean,14
SMCR8_034,2002,DS_Mag_50,8.1986875,original,8.210083,original,-0.0113955,SMCR8_034_2002,"NA, NA",min,14
SMCR8_034,1998,DS_Mag_50,3.09,original,3.09,original,0,SMCR8_034_1998,"NA, NA",median,14
SMCR8_034,1996,DS_Mag_50,3.4,original,3.4,original,0,SMCR8_034_1996,"NA, NA",max,14
SMCR8_034,NA,DS_Mag_50,NA,NA,NA,NA,-0.001922607,SMCR8_034_2002,NA,mean,14
SMCR8_034,2004,DS_Mag_90,13.62838333,original,13.635494,original,-0.007110668,SMCR8_034_2004,"NA, NA",min,14
SMCR8_034,1994,DS_Mag_90,4.1,original,4.1,original,0,SMCR8_034_1994,"NA, NA",median,14
SMCR8_034,1996,DS_Mag_90,5.5,original,5.4,original,0.1,SMCR8_034_1996,"NA, NA",max,14
SMCR8_034,NA,DS_Mag_90,NA,NA,NA,NA,0.02023814,SMCR8_034_2004,NA,mean,14
SMCR8_034,1994,SP_ROC,0.166666667,original,0.19047619,original,-0.023809524,SMCR8_034_1994,"NA, NA",min,14
SMCR8_034,NA,SP_ROC,NA,NA,NA,NA,-1.96E-05,SMCR8_034_1994,NA,median,14
SMCR8_034,1998,SP_ROC,0.260880124,original,0.25540807,original,0.005472054,SMCR8_034_1998,"NA, NA",max,14
SMCR8_034,NA,SP_ROC,NA,NA,NA,NA,-0.001364423,SMCR8_034_1994,NA,mean,14
SMCR8_034,1994,SP_Dur,100,original,102,original,-2,SMCR8_034_1994,"NA, NA",min,14
SMCR8_034,1991,SP_Dur,13,original,13,original,0,SMCR8_034_1991,"NA, NA",median,14
SMCR8_034,2001,SP_Dur,87,original,79,original,8,SMCR8_034_2001,"NA, NA",max,14
SMCR8_034,NA,SP_Dur,NA,NA,NA,NA,0.642857143,SMCR8_034_1994,NA,mean,14
SMCR8_034,1992,SP_Mag,150.656625,original,150.738,original,-0.081375,SMCR8_034_1992,"NA, NA",min,14
SMCR8_034,NA,SP_Mag,NA,NA,NA,NA,0.2760708,SMCR8_034_1992,NA,median,14
SMCR8_034,1995,SP_Mag,459.5687083,original,458.829875,original,0.7388333,SMCR8_034_1995,"NA, NA",max,14
SMCR8_034,NA,SP_Mag,NA,NA,NA,NA,0.249709524,SMCR8_034_1992,NA,mean,14
SMCR8_034,2004,SP_Tim,173,original,176,original,-3,SMCR8_034_2004,"NA, NA",min,14
SMCR8_034,1999,SP_Tim,170,original,170,original,0,SMCR8_034_1999,"NA, NA",median,14
SMCR8_034,1994,SP_Tim,173,original,170,original,3,SMCR8_034_1994,"NA, NA",max,14
SMCR8_034,NA,SP_Tim,NA,NA,NA,NA,0,SMCR8_034_2004,NA,mean,14
SMCR8_034,2004,Wet_BFL_Dur,122,original,125,original,-3,SMCR8_034_2004,"NA, NA",min,14
SMCR8_034,1991,Wet_BFL_Dur,49,original,49,original,0,SMCR8_034_1991,"NA, NA",median,14
SMCR8_034,1994,Wet_BFL_Dur,146,original,143,original,3,SMCR8_034_1994,"NA, NA",max,14
SMCR8_034,NA,Wet_BFL_Dur,NA,NA,NA,NA,-0.071428571,SMCR8_034_2004,NA,mean,14
SMCR8_034,2004,Wet_BFL_Mag_10,14.37420417,original,14.383022,original,-0.00881783,SMCR8_034_2004,"NA, NA",min,14
SMCR8_034,1993,Wet_BFL_Mag_10,4.1,original,4.1,original,0,SMCR8_034_1993,"NA, NA",median,14
SMCR8_034,2001,Wet_BFL_Mag_10,3.490725,original,3.489917,original,0.000808,SMCR8_034_2001,"NA, NA",max,14
SMCR8_034,NA,Wet_BFL_Mag_10,NA,NA,NA,NA,-0.001056397,SMCR8_034_2004,NA,mean,14
SMCR8_034,2004,Wet_BFL_Mag_50,15.07635417,original,15.08804,original,-0.011685835,SMCR8_034_2004,"NA, NA",min,14
SMCR8_034,1994,Wet_BFL_Mag_50,4.6,original,4.6,original,0,SMCR8_034_1994,"NA, NA",median,14
SMCR8_034,2003,Wet_BFL_Mag_50,12.83595833,original,12.47592,original,0.36003833,SMCR8_034_2003,"NA, NA",max,14
SMCR8_034,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,0.030544512,SMCR8_034_2004,NA,mean,14
SMCR8_034,2002,Wet_Tim,24,original,24,original,0,SMCR8_034_2002,"NA, NA",min,14
SMCR8_034,1993,Wet_Tim,76,original,76,original,0,SMCR8_034_1993,"NA, NA",median,14
SMCR8_034,2001,Wet_Tim,26,original,25,original,1,SMCR8_034_2001,"NA, NA",max,14
SMCR8_034,NA,Wet_Tim,NA,NA,NA,NA,0.071428571,SMCR8_034_2002,NA,mean,14
SMCR8_034,1995,Q99,450.584955,original,450.7875633,original,-0.202608324,SMCR8_034_1995,"NA, NA",min,14
SMCR8_034,NA,Q99,NA,NA,NA,NA,0.00523229,SMCR8_034_1995,NA,median,14
SMCR8_034,1993,Q99,841.926415,original,841.4785583,original,0.447856712,SMCR8_034_1993,"NA, NA",max,14
SMCR8_034,NA,Q99,NA,NA,NA,NA,0.065888134,SMCR8_034_1995,NA,mean,14
SMCR8_035,2013,DS_Dur_WS,114,original,115,original,-1,SMCR8_035_2013,"NA, NA",min,23
SMCR8_035,2013,DS_Dur_WS,114,original,115,original,-1,SMCR8_035_2013,"NA, NA",median,23
SMCR8_035,1995,DS_Dur_WS,138,original,126,original,12,SMCR8_035_1995,"NA, NA",max,23
SMCR8_035,NA,DS_Dur_WS,NA,NA,NA,NA,3.391304348,SMCR8_035_2013,NA,mean,23
SMCR8_035,1995,DS_Tim,255,original,267,original,-12,SMCR8_035_1995,"NA, NA",min,23
SMCR8_035,1995,DS_Tim,255,original,267,original,-12,SMCR8_035_1995,"NA, NA",median,23
SMCR8_035,1996,DS_Tim,273,original,271,original,2,SMCR8_035_1996,"NA, NA",max,23
SMCR8_035,NA,DS_Tim,NA,NA,NA,NA,-3.130434783,SMCR8_035_1995,NA,mean,23
SMCR8_035,2000,DS_Mag_50,2.600520834,original,2.6005415,original,-2.07E-05,SMCR8_035_2000,"NA, NA",min,23
SMCR8_035,1991,DS_Mag_50,3.4,original,3.4,original,0,SMCR8_035_1991,"NA, NA",median,23
SMCR8_035,2001,DS_Mag_50,2.156416667,original,2.124917,original,0.031499667,SMCR8_035_2001,"NA, NA",max,23
SMCR8_035,NA,DS_Mag_50,NA,NA,NA,NA,0.002388551,SMCR8_035_2000,NA,mean,23
SMCR8_035,2008,DS_Mag_90,1.5406,original,1.540875,original,-0.000275,SMCR8_035_2008,"NA, NA",min,23
SMCR8_035,1991,DS_Mag_90,4.6,original,4.6,original,0,SMCR8_035_1991,"NA, NA",median,23
SMCR8_035,1995,DS_Mag_90,3.4,original,3.2,original,0.2,SMCR8_035_1995,"NA, NA",max,23
SMCR8_035,NA,DS_Mag_90,NA,NA,NA,NA,0.009673887,SMCR8_035_2008,NA,mean,23
SMCR8_035,2013,SP_ROC,0.238974582,original,0.260699544,original,-0.021724962,SMCR8_035_2013,"NA, NA",min,23
SMCR8_035,NA,SP_ROC,NA,NA,NA,NA,-3.84E-06,SMCR8_035_2013,NA,median,23
SMCR8_035,2008,SP_ROC,0.317198968,original,0.281144722,original,0.036054246,SMCR8_035_2008,"NA, NA",max,23
SMCR8_035,NA,SP_ROC,NA,NA,NA,NA,0.000137087,SMCR8_035_2013,NA,mean,23
SMCR8_035,1995,SP_Dur,77,original,89,original,-12,SMCR8_035_1995,"NA, NA",min,23
SMCR8_035,1995,SP_Dur,77,original,89,original,-12,SMCR8_035_1995,"NA, NA",median,23
SMCR8_035,1996,SP_Dur,101,original,100,original,1,SMCR8_035_1996,"NA, NA",max,23
SMCR8_035,NA,SP_Dur,NA,NA,NA,NA,-3.565217391,SMCR8_035_1995,NA,mean,23
SMCR8_035,1995,SP_Mag,21.96383333,original,21.96454167,original,-0.00070834,SMCR8_035_1995,"NA, NA",min,23
SMCR8_035,2009,SP_Mag,4.993,original,4.993,original,0,SMCR8_035_2009,"NA, NA",median,23
SMCR8_035,1998,SP_Mag,29.67391667,original,29.562875,original,0.11104167,SMCR8_035_1998,"NA, NA",max,23
SMCR8_035,NA,SP_Mag,NA,NA,NA,NA,0.00668658,SMCR8_035_1995,NA,mean,23
SMCR8_035,1993,SP_Tim,150,original,150,original,0,SMCR8_035_1993,"NA, NA",min,23
