OID_,COMID,GNIS_NAME,cells,x,y,MeanProb,grid_code,Ras_Lat,Ras_Long,Shape_Length
8498,22549515,Arroyo Seco Creek,97540,505989.9246,3699769.804,0.717748225,22549515,33.43730162,-116.9355592,5321.018118
8499,22548197, ,73473,480589.9246,3706769.804,0.155094491,22548197,33.50028003,-117.2089685,1523.514203
8500,22548197, ,74157,480589.9246,3706569.804,0.126907309,22548197,33.49847611,-117.2089642,1523.514203
8501,22548197, ,74158,480789.9246,3706569.804,0.147225277,22548197,33.49847972,-117.2068111,1523.514203
8502,22548197, ,74842,480789.9246,3706369.804,0.136366363,22548197,33.4966758,-117.2068068,1523.514203
8503,22548197, ,74843,480989.9246,3706369.804,0.14119588,22548197,33.49667938,-117.2046537,1523.514203
8504,22548197, ,74844,481189.9246,3706369.804,0.149205079,22548197,33.49668292,-117.2025006,1523.514203
8505,22548197, ,74845,481389.9246,3706369.804,0.148425157,22548197,33.49668642,-117.2003475,1523.514203
8506,22548197, ,74846,481589.9246,3706369.804,0.113658634,22548197,33.49668988,-117.1981944,1523.514203
8507,22548197, ,75530,481589.9246,3706169.804,0.106629337,22548197,33.49488596,-117.1981903,1523.514203
8508,22548197, ,75531,481789.9246,3706169.804,0.150474953,22548197,33.49488938,-117.1960372,1523.514203
8509,22548333, ,91261,481389.9246,3701569.804,0.090450955,22548333,33.45339218,-117.2002479,381.7661558
8510,22548333, ,91262,481589.9246,3701569.804,0.068813119,22548333,33.45339563,-117.1980959,381.7661558
8511,22548333, ,91945,481389.9246,3701369.804,0.050724928,22548333,33.45158824,-117.2002437,381.7661558
8512,20325553,Grapevine Creek,410260,532389.9246,3608369.804,0.085041496,20325553,32.61238474,-116.6547741,1815.364352
8513,20325553,Grapevine Creek,410943,532189.9246,3608169.804,0.101069893,20325553,32.61058642,-116.6569126,1815.364352
8514,20325553,Grapevine Creek,410944,532389.9246,3608169.804,0.077022298,20325553,32.61058058,-116.654781,1815.364352
8515,20325553,Grapevine Creek,411627,532189.9246,3607969.804,0.113828617,20325553,32.60878227,-116.6569195,1815.364352
8516,20325553,Grapevine Creek,411628,532389.9246,3607969.804,0.086281372,20325553,32.60877643,-116.6547879,1815.364352
8517,20325553,Grapevine Creek,412310,531989.9246,3607769.804,0.093870613,20325553,32.60698391,-116.6590579,1815.364352
8518,20325553,Grapevine Creek,412311,532189.9246,3607769.804,0.09250075,20325553,32.60697811,-116.6569264,1815.364352
8519,20325553,Grapevine Creek,412994,531989.9246,3607569.804,0.131576842,20325553,32.60517976,-116.6590647,1815.364352
8520,20325553,Grapevine Creek,413678,531989.9246,3607369.804,0.110028997,20325553,32.6033756,-116.6590716,1815.364352
8521,20325553,Grapevine Creek,414362,531989.9246,3607169.804,0.140685931,20325553,32.60157144,-116.6590784,1815.364352
8522,20325553,Grapevine Creek,414363,532189.9246,3607169.804,0.144665533,20325553,32.60156564,-116.656947,1815.364352
8523,20325553,Grapevine Creek,415047,532189.9246,3606969.804,0.117528247,20325553,32.59976148,-116.6569539,1815.364352
8524,20325553,Grapevine Creek,415048,532389.9246,3606969.804,0.163063694,20325553,32.59975564,-116.6548225,1815.364352
8525,20332608,West Branch San Vicente Creek,282914,507989.9246,3645569.804,0.255764424,20332608,32.94839978,-116.914519,850.934518
8526,20332608,West Branch San Vicente Creek,283598,507989.9246,3645369.804,0.170932907,20332608,32.94659569,-116.9145207,850.934518
8527,20332608,West Branch San Vicente Creek,283599,508189.9246,3645369.804,0.211068893,20332608,32.94659421,-116.9123811,850.934518
8528,20332608,West Branch San Vicente Creek,284283,508189.9246,3645169.804,0.205069493,20332608,32.94479012,-116.9123829,850.934518
8529,20332608,West Branch San Vicente Creek,284967,508189.9246,3644969.804,0.158774123,20332608,32.94298603,-116.9123846,850.934518
8530,22548255,Temecula Creek,82416,490789.9246,3704169.804,0.402529747,22548255,33.47696546,-117.099129,2056.228112
8531,22548255,Temecula Creek,82417,490989.9246,3704169.804,0.271742826,22548255,33.47696717,-117.0969764,2056.228112
8532,22548255,Temecula Creek,83097,490189.9246,3703969.804,0.479622038,22548255,33.4751562,-117.1055847,2056.228112
8533,22548255,Temecula Creek,83098,490389.9246,3703969.804,0.479262074,22548255,33.47515801,-117.1034321,2056.228112
8534,22548255,Temecula Creek,83099,490589.9246,3703969.804,0.430726927,22548255,33.47515979,-117.1012795,2056.228112
8535,22548255,Temecula Creek,83100,490789.9246,3703969.804,0.450005,22548255,33.47516153,-117.099127,2056.228112
8536,22548255,Temecula Creek,83777,489389.9246,3703769.804,0.558844116,22548255,33.47334463,-117.1141926,2056.228112
8537,22548255,Temecula Creek,83778,489589.9246,3703769.804,0.464123588,22548255,33.47334659,-117.1120401,2056.228112
8538,22548255,Temecula Creek,83779,489789.9246,3703769.804,0.454064594,22548255,33.47334852,-117.1098875,2056.228112
8539,22548255,Temecula Creek,83780,489989.9246,3703769.804,0.504509549,22548255,33.47335041,-117.107735,2056.228112
8540,22548255,Temecula Creek,83781,490189.9246,3703769.804,0.47360264,22548255,33.47335226,-117.1055825,2056.228112
8541,20334626,Sweetwater River,,,,,,,,1076.318358
8542,20331160,Chicarita Creek,275991,491389.9246,3647569.804,0.065133487,20331160,32.96643592,-117.0921345,2274.582048
8543,20331160,Chicarita Creek,276675,491389.9246,3647369.804,0.07560244,20331160,32.96463183,-117.0921326,2274.582048
8544,20331160,Chicarita Creek,277358,491189.9246,3647169.804,0.115888411,20331160,32.96282615,-117.0942708,2274.582048
8545,20331160,Chicarita Creek,277359,491389.9246,3647169.804,0.072372763,20331160,32.96282775,-117.0921307,2274.582048
8546,20331160,Chicarita Creek,278042,491189.9246,3646969.804,0.081291871,20331160,32.96102207,-117.0942689,2274.582048
8547,20331160,Chicarita Creek,278726,491189.9246,3646769.804,0.074052595,20331160,32.95921798,-117.0942669,2274.582048
8548,20331160,Chicarita Creek,280776,490789.9246,3646169.804,0.079532047,20331160,32.95380243,-117.0985409,2274.582048
8549,20331160,Chicarita Creek,280777,490989.9246,3646169.804,0.074382562,20331160,32.95380409,-117.096401,2274.582048
8550,20331160,Chicarita Creek,281460,490789.9246,3645969.804,0.084011599,20331160,32.95199834,-117.0985389,2274.582048
8551,20331160,Chicarita Creek,282144,490789.9246,3645769.804,0.082061794,20331160,32.95019425,-117.0985369,2274.582048
8552,20325187, ,360379,542589.9246,3622969.804,0.348425157,20325187,32.74373905,-116.545394,924.4788978
8553,20325187, ,361063,542589.9246,3622769.804,0.400679932,20325187,32.74193496,-116.5454032,924.4788978
8554,20325187, ,361747,542589.9246,3622569.804,0.34669533,20325187,32.74013086,-116.5454123,924.4788978
8555,20325187, ,361748,542789.9246,3622569.804,0.350954905,20325187,32.7401231,-116.5432777,924.4788978
8556,20325187, ,362432,542789.9246,3622369.804,0.381581842,20325187,32.73831901,-116.5432869,924.4788978
8557,20334662, ,,,,,,,,1262.926312
8558,20348595,Wood Canyon,49284,430789.9246,3713769.804,0.178342166,20348595,33.56134788,-117.7456309,691.7226813
8559,20348595,Wood Canyon,49285,430989.9246,3713769.804,0.183971603,20348595,33.56136084,-117.7434763,691.7226813
8560,20348595,Wood Canyon,49969,430989.9246,3713569.804,0.179672033,20348595,33.55955708,-117.7434609,691.7226813
8561,20348595,Wood Canyon,49970,431189.9246,3713569.804,0.165623438,20348595,33.55957,-117.7413064,691.7226813
8562,20348595,Wood Canyon,50654,431189.9246,3713369.804,0.190670933,20348595,33.55776624,-117.741291,691.7226813
8563,20325259,Morena Creek,,,,,,,,206.2545919
8564,20333180,Sweetwater River,351330,511189.9246,3625569.804,0.564163584,20333180,32.76796039,-116.8805256,2871.27429
8565,20333180,Sweetwater River,352014,511189.9246,3625369.804,0.582991701,20333180,32.76615625,-116.880528,2871.27429
8566,20333180,Sweetwater River,352697,510989.9246,3625169.804,0.71959804,20333180,32.76435413,-116.8826658,2871.27429
8567,20333180,Sweetwater River,352698,511189.9246,3625169.804,0.525867413,20333180,32.76435211,-116.8805304,2871.27429
8568,20333180,Sweetwater River,353379,510589.9246,3624969.804,0.617128287,20333180,32.76255392,-116.8869386,2871.27429
8569,20333180,Sweetwater River,353380,510789.9246,3624969.804,0.696280372,20333180,32.76255197,-116.8848034,2871.27429
8570,20333180,Sweetwater River,353381,510989.9246,3624969.804,0.555554445,20333180,32.76254999,-116.8826681,2871.27429
8571,20333180,Sweetwater River,354061,510189.9246,3624769.804,0.691630837,20333180,32.76075356,-116.8912113,2871.27429
8572,20333180,Sweetwater River,354062,510389.9246,3624769.804,0.588061194,20333180,32.76075168,-116.8890761,2871.27429
8573,20333180,Sweetwater River,354063,510589.9246,3624769.804,0.483471653,20333180,32.76074978,-116.8869409,2871.27429
8574,20333180,Sweetwater River,354744,509989.9246,3624569.804,0.740865913,20333180,32.75895125,-116.8933487,2871.27429
8575,20333180,Sweetwater River,354745,510189.9246,3624569.804,0.631556844,20333180,32.75894941,-116.8912135,2871.27429
8576,20333180,Sweetwater River,355427,509789.9246,3624369.804,0.727727227,20333180,32.75714891,-116.895486,2871.27429
8577,20333180,Sweetwater River,355428,509989.9246,3624369.804,0.700669933,20333180,32.75714711,-116.8933509,2871.27429
8578,20333180,Sweetwater River,356108,509189.9246,3624169.804,0.754094591,20333180,32.75534994,-116.9018934,2871.27429
8579,20333180,Sweetwater River,356109,509389.9246,3624169.804,0.810718928,20333180,32.75534825,-116.8997583,2871.27429
8580,20333180,Sweetwater River,356110,509589.9246,3624169.804,0.785181482,20333180,32.75534653,-116.8976232,2871.27429
8581,20333180,Sweetwater River,356111,509789.9246,3624169.804,0.582161784,20333180,32.75534476,-116.8954881,2871.27429
8582,20343043, ,131836,525189.9246,3689769.804,0.427607239,20343043,33.3468252,-116.7292826,1697.526527
8583,20343043, ,132520,525189.9246,3689569.804,0.426477352,20343043,33.34502125,-116.7292882,1697.526527
8584,20343043, ,132521,525389.9246,3689569.804,0.463383662,20343043,33.34501654,-116.7271388,1697.526527
8585,20343043, ,132522,525589.9246,3689569.804,0.380741926,20343043,33.3450118,-116.7249895,1697.526527
8586,20343043, ,133206,525589.9246,3689369.804,0.4109989,20343043,33.34320785,-116.7249951,1697.526527
8587,20343043, ,133207,525789.9246,3689369.804,0.127217278,20343043,33.34320307,-116.7228458,1697.526527
8588,20343043, ,133891,525789.9246,3689169.804,0.177142286,20343043,33.34139911,-116.7228516,1697.526527
8589,20343043, ,133892,525989.9246,3689169.804,0.075042496,20343043,33.3413943,-116.7207023,1697.526527
8590,20343043, ,134576,525989.9246,3688969.804,0.265973403,20343043,33.33959034,-116.720708,1697.526527
8591,20343043, ,134577,526189.9246,3688969.804,0.124877512,20343043,33.33958549,-116.7185588,1697.526527
8592,20343043, ,135261,526189.9246,3688769.804,0.284281572,20343043,33.33778154,-116.7185646,1697.526527
8593,20343043, ,135262,526389.9246,3688769.804,0.141775822,20343043,33.33777665,-116.7164155,1697.526527
8594,22549079,Temecula Creek,83773,488589.9246,3703769.804,0.537276272,22549079,33.4733364,-117.1228027,404.5582798
8595,22549079,Temecula Creek,83774,488789.9246,3703769.804,0.598570143,22549079,33.47333851,-117.1206502,404.5582798
8596,20341999, ,253360,479589.9246,3654169.804,0.235376462,20341999,33.02581306,-117.2185497,3575.231122
8597,20341999, ,253361,479789.9246,3654169.804,0.243405659,20341999,33.02581679,-117.2164081,3575.231122
8598,20341999, ,254040,478789.9246,3653969.804,0.243935606,20341999,33.02399371,-117.2271114,3575.231122
8599,20341999, ,254041,478989.9246,3653969.804,0.253984602,20341999,33.02399759,-117.2249698,3575.231122
8600,20341999, ,254042,479189.9246,3653969.804,0.283331667,20341999,33.02400143,-117.2228283,3575.231122
8601,20341999, ,254043,479389.9246,3653969.804,0.266423358,20341999,33.02400524,-117.2206868,3575.231122
8602,20341999, ,254044,479589.9246,3653969.804,0.260053995,20341999,33.024009,-117.2185453,3575.231122
8603,20341999, ,254723,478589.9246,3653769.804,0.383711629,20341999,33.02218574,-117.2292482,3575.231122
8604,20341999, ,254724,478789.9246,3653769.804,0.257974203,20341999,33.02218965,-117.2271067,3575.231122
8605,20341999, ,254725,478989.9246,3653769.804,0.247075292,20341999,33.02219353,-117.2249652,3575.231122
8606,20341999, ,254726,479189.9246,3653769.804,0.258734127,20341999,33.02219737,-117.2228238,3575.231122
8607,20341999, ,255406,478389.9246,3653569.804,0.281231877,20341999,33.02037773,-117.231385,3575.231122
8608,20341999, ,255407,478589.9246,3653569.804,0.236366363,20341999,33.02038168,-117.2292436,3575.231122
8609,20341999, ,256090,478389.9246,3653369.804,0.234976502,20341999,33.01857368,-117.2313803,3575.231122
8610,20341999, ,256774,478389.9246,3653169.804,0.367453255,20341999,33.01676962,-117.2313756,3575.231122
8611,20341999, ,256775,478589.9246,3653169.804,0.393470653,20341999,33.01677357,-117.2292342,3575.231122
8612,20341999, ,257457,478189.9246,3652969.804,0.489181082,20341999,33.01496158,-117.2335122,3575.231122
8613,20341999, ,257458,478389.9246,3652969.804,0.467763224,20341999,33.01496556,-117.2313709,3575.231122
8614,20341999, ,257459,478589.9246,3652969.804,0.376822318,20341999,33.01496952,-117.2292295,3575.231122
8615,20341999, ,258141,478189.9246,3652769.804,0.463863614,20341999,33.01315752,-117.2335074,3575.231122
8616,20341999, ,258822,477589.9246,3652569.804,0.260683932,20341999,33.01134128,-117.2399263,3575.231122
8617,20341999, ,258823,477789.9246,3652569.804,0.270972903,20341999,33.01134538,-117.2377851,3575.231122
8618,20341999, ,258824,477989.9246,3652569.804,0.452364764,20341999,33.01134944,-117.2356439,3575.231122
8619,20341999, ,258825,478189.9246,3652569.804,0.460183982,20341999,33.01135346,-117.2335027,3575.231122
8620,20341999, ,259507,477789.9246,3652369.804,0.453954605,20341999,33.00954132,-117.2377803,3575.231122
8621,20348613,San Juan Creek,,,,,,,,130.2427189
8622,20332584,West Branch San Vicente Creek,275390,507989.9246,3647769.804,0.096280372,20332584,32.96824472,-116.9144999,2525.463013
8623,20332584,West Branch San Vicente Creek,275391,508189.9246,3647769.804,0.091060894,20332584,32.96824324,-116.9123597,2525.463013
8624,20332584,West Branch San Vicente Creek,276075,508189.9246,3647569.804,0.11939806,20332584,32.96643915,-116.9123615,2525.463013
8625,20332584,West Branch San Vicente Creek,276076,508389.9246,3647569.804,0.175332467,20332584,32.96643763,-116.9102213,2525.463013
8626,20332584,West Branch San Vicente Creek,276760,508389.9246,3647369.804,0.15750425,20332584,32.96463355,-116.9102231,2525.463013
8627,20332584,West Branch San Vicente Creek,277443,508189.9246,3647169.804,0.19970003,20332584,32.96283099,-116.912365,2525.463013
8628,20332584,West Branch San Vicente Creek,277444,508389.9246,3647169.804,0.165543446,20332584,32.96282947,-116.910225,2525.463013
8629,20332584,West Branch San Vicente Creek,278127,508189.9246,3646969.804,0.279722028,20332584,32.9610269,-116.9123668,2525.463013
8630,20332584,West Branch San Vicente Creek,278128,508389.9246,3646969.804,0.204479552,20332584,32.96102538,-116.9102268,2525.463013
8631,20332584,West Branch San Vicente Creek,278811,508189.9246,3646769.804,0.155984402,20332584,32.95922282,-116.9123686,2525.463013
8632,20332584,West Branch San Vicente Creek,278812,508389.9246,3646769.804,0.130656934,20332584,32.9592213,-116.9102286,2525.463013
8633,20332584,West Branch San Vicente Creek,279494,507989.9246,3646569.804,0.095490451,20332584,32.95742021,-116.9145103,2525.463013
8634,20332584,West Branch San Vicente Creek,279495,508189.9246,3646569.804,0.131216878,20332584,32.95741873,-116.9123704,2525.463013
8635,20332584,West Branch San Vicente Creek,280178,507989.9246,3646369.804,0.176312369,20332584,32.95561613,-116.9145121,2525.463013
8636,20332584,West Branch San Vicente Creek,280862,507989.9246,3646169.804,0.198270173,20332584,32.95381204,-116.9145138,2525.463013
8637,20332584,West Branch San Vicente Creek,281546,507989.9246,3645969.804,0.200869913,20332584,32.95200795,-116.9145155,2525.463013
8638,20332584,West Branch San Vicente Creek,282230,507989.9246,3645769.804,0.235686431,20332584,32.95020386,-116.9145173,2525.463013
8639,20348547, ,47325,449389.9246,3714369.804,0.746785321,20348547,33.56780414,-117.5452882,468.465382
8640,20332532, ,,,,,,,,623.7738735
8641,20333154,Taylor Creek,347994,527989.9246,3626569.804,0.153944606,20333154,32.77668155,-116.701124,2061.697269
8642,20333154,Taylor Creek,348678,527989.9246,3626369.804,0.13729627,20333154,32.77487743,-116.7011301,2061.697269
8643,20333154,Taylor Creek,348679,528189.9246,3626369.804,0.129577042,20333154,32.77487232,-116.6989945,2061.697269
8644,20333154,Taylor Creek,348680,528389.9246,3626369.804,0.15590441,20333154,32.77486717,-116.696859,2061.697269
8645,20333154,Taylor Creek,348681,528589.9246,3626369.804,0.080441956,20333154,32.77486199,-116.6947235,2061.697269
8646,20333154,Taylor Creek,348682,528789.9246,3626369.804,0.11129887,20333154,32.77485676,-116.692588,2061.697269
8647,20333154,Taylor Creek,349366,528789.9246,3626169.804,0.054614539,20333154,32.77305265,-116.6925942,2061.697269
8648,20333154,Taylor Creek,349367,528989.9246,3626169.804,0.047585241,20333154,32.77304739,-116.6904587,2061.697269
8649,20333154,Taylor Creek,350050,528789.9246,3625969.804,0.050364964,20333154,32.77124853,-116.6926004,2061.697269
8650,20333154,Taylor Creek,350051,528989.9246,3625969.804,0.063413659,20333154,32.77124328,-116.6904649,2061.697269
8651,20333154,Taylor Creek,350734,528789.9246,3625769.804,0.054724528,20333154,32.76944442,-116.6926065,2061.697269
8652,20333154,Taylor Creek,351418,528789.9246,3625569.804,0.071322868,20333154,32.7676403,-116.6926127,2061.697269
8653,20333154,Taylor Creek,351419,528989.9246,3625569.804,0.125627437,20333154,32.76763504,-116.6904774,2061.697269
8654,20344419,Buena Vista Creek,173600,533189.9246,3677569.804,0.235806419,20344419,33.2365667,-116.6437549,396.3645033
8655,20344419,Buena Vista Creek,173601,533389.9246,3677569.804,0.283331667,20344419,33.23656054,-116.6416082,396.3645033
8656,20344419,Buena Vista Creek,174285,533389.9246,3677369.804,0.209569043,20344419,33.23475657,-116.6416156,396.3645033
8657,20332642, ,286362,513589.9246,3644569.804,0.275852415,20332642,32.93932399,-116.8546218,3332.912314
8658,20332642, ,286375,516189.9246,3644569.804,0.171222878,20332642,32.93928854,-116.8268083,3332.912314
8659,20332642, ,287046,513589.9246,3644369.804,0.340235976,20332642,32.93751991,-116.8546247,3332.912314
8660,20332642, ,287047,513789.9246,3644369.804,0.221067893,20332642,32.9375174,-116.8524853,3332.912314
8661,20332642, ,287048,513989.9246,3644369.804,0.205159484,20332642,32.93751485,-116.8503458,3332.912314
8662,20332642, ,287056,515589.9246,3644369.804,0.163883612,20332642,32.93749318,-116.8332302,3332.912314
8663,20332642, ,287057,515789.9246,3644369.804,0.182351765,20332642,32.93749031,-116.8310908,3332.912314
8664,20332642, ,287058,515989.9246,3644369.804,0.182491751,20332642,32.9374874,-116.8289513,3332.912314
8665,20332642, ,287059,516189.9246,3644369.804,0.134486551,20332642,32.93748445,-116.8268119,3332.912314
8666,20332642, ,287732,513989.9246,3644169.804,0.181691831,20332642,32.93571077,-116.8503488,3332.912314
8667,20332642, ,287733,514189.9246,3644169.804,0.194640536,20332642,32.93570819,-116.8482094,3332.912314
8668,20332642, ,287734,514389.9246,3644169.804,0.130676932,20332642,32.93570557,-116.84607,3332.912314
8669,20332642, ,287735,514589.9246,3644169.804,0.139056094,20332642,32.93570292,-116.8439306,3332.912314
8670,20332642, ,287736,514789.9246,3644169.804,0.169683032,20332642,32.93570023,-116.8417912,3332.912314
8671,20332642, ,287737,514989.9246,3644169.804,0.134566543,20332642,32.9356975,-116.8396518,3332.912314
8672,20332642, ,287738,515189.9246,3644169.804,0.087311269,20332642,32.93569474,-116.8375124,3332.912314
8673,20332642, ,287739,515389.9246,3644169.804,0.109729027,20332642,32.93569194,-116.835373,3332.912314
8674,20332642, ,287740,515589.9246,3644169.804,0.091170883,20332642,32.9356891,-116.8332336,3332.912314
8675,20326361,Espinosa Creek,357617,537389.9246,3623769.804,0.233076692,20326361,32.75114449,-116.6008655,349.1429502
8676,20326361,Espinosa Creek,358301,537389.9246,3623569.804,0.268263174,20326361,32.74934038,-116.6008736,349.1429502
8677,20334704,Sweetwater River,373859,502589.9246,3618969.804,0.678742126,20334704,32.70847732,-116.9723658,1058.717376
8678,20334704,Sweetwater River,373860,502789.9246,3618969.804,0.70069993,20334704,32.70847683,-116.9702319,1058.717376
8679,20334704,Sweetwater River,374544,502789.9246,3618769.804,0.700219978,20334704,32.70667267,-116.9702325,1058.717376
8680,22548245,Temecula Creek,82419,491389.9246,3704169.804,0.42429757,22548245,33.47697046,-117.0926712,245.9238811
8681,20325055,La Posta Creek,330362,558389.9246,3631769.804,0.537426257,20325055,32.82239132,-116.3761981,2007.223134
8682,20325055,La Posta Creek,330363,558589.9246,3631769.804,0.387971203,20325055,32.82238066,-116.3740616,2007.223134
8683,20325055,La Posta Creek,331045,558189.9246,3631569.804,0.525637436,20325055,32.82059793,-116.3783473,2007.223134
8684,20325055,La Posta Creek,331046,558389.9246,3631569.804,0.541065893,20325055,32.8205873,-116.3762107,2007.223134
8685,20325055,La Posta Creek,331729,558189.9246,3631369.804,0.278372163,20325055,32.81879391,-116.3783598,2007.223134
8686,20325055,La Posta Creek,332412,557989.9246,3631169.804,0.228917108,20325055,32.81700048,-116.3805088,2007.223134
8687,20325055,La Posta Creek,332413,558189.9246,3631169.804,0.307019298,20325055,32.81698989,-116.3783724,2007.223134
8688,20325055,La Posta Creek,333096,557989.9246,3630969.804,0.242185781,20325055,32.81519645,-116.3805213,2007.223134
8689,20325055,La Posta Creek,333780,557989.9246,3630769.804,0.262353765,20325055,32.81339243,-116.3805339,2007.223134
8690,20325055,La Posta Creek,334464,557989.9246,3630569.804,0.21749825,20325055,32.81158841,-116.3805464,2007.223134
8691,20325055,La Posta Creek,335148,557989.9246,3630369.804,0.220627937,20325055,32.80978438,-116.3805589,2007.223134
8692,20325055,La Posta Creek,335831,557789.9246,3630169.804,0.207759224,20325055,32.80799091,-116.3827076,2007.223134
8693,20325055,La Posta Creek,335832,557989.9246,3630169.804,0.262813719,20325055,32.80798036,-116.3805714,2007.223134
8694,948070219,Campo Creek,,,,,,,,124.8515638
8695,22547483,Spring Creek,61970,505589.9246,3710169.804,0.225247475,22547483,33.53110835,-116.9397976,331.8170576
8696,22547483,Spring Creek,62653,505389.9246,3709969.804,0.243845615,22547483,33.52930546,-116.9419527,331.8170576
8697,22547483,Spring Creek,62654,505589.9246,3709969.804,0.2129987,22547483,33.52930443,-116.9397988,331.8170576
8698,22547483,Spring Creek,63337,505389.9246,3709769.804,0.409369063,22547483,33.52750154,-116.9419539,331.8170576
8699,20325409,Potrero Creek,396614,539189.9246,3612369.804,0.746825317,20325409,32.64824731,-116.5821306,257.1752946
8700,20325409,Potrero Creek,397298,539189.9246,3612169.804,0.782311769,20325409,32.64644318,-116.582139,257.1752946
8701,20329726, ,220630,499989.9246,3663769.804,0.10059994,20329726,33.1125991,-117.000108,869.5094029
8702,20329726, ,220631,500189.9246,3663769.804,0.117028297,20329726,33.11259908,-116.9979643,869.5094029
8703,20329726, ,220632,500389.9246,3663769.804,0.102589741,20329726,33.11259903,-116.9958206,869.5094029
8704,20329726, ,220633,500589.9246,3663769.804,0.082381762,20329726,33.11259894,-116.9936769,869.5094029
8705,20329682,Santa Ysabel Creek,216614,517589.9246,3664969.804,0.43909609,20329682,33.12328068,-116.8114404,107.0738185
8706,20333762,Otay River,418991,500189.9246,3605769.804,0.564483552,20333762,32.58940466,-116.9979762,454.1087385
8707,20333762,Otay River,418992,500389.9246,3605769.804,0.657254275,20333762,32.58940461,-116.9958451,454.1087385
8708,20333762,Otay River,419676,500389.9246,3605569.804,0.666023398,20333762,32.58760042,-116.9958451,454.1087385
8709,20334720, ,,,,,,,,105.6481143
8710,22548219,Temecula Creek,78331,494589.9246,3705369.804,0.555964404,22548219,33.48781503,-117.0582365,345.202977
8711,22548219,Temecula Creek,78332,494789.9246,3705369.804,0.472022798,22548219,33.48781603,-117.0560836,345.202977
8712,20325443,Potrero Creek,400713,538189.9246,3611169.804,0.505819418,20325443,32.63745755,-116.5928421,779.3224496
8713,20325443,Potrero Creek,401397,538189.9246,3610969.804,0.440305969,20325443,32.63565342,-116.5928502,779.3224496
8714,20325443,Potrero Creek,402079,537789.9246,3610769.804,0.397790221,20325443,32.63386304,-116.5971227,779.3224496
8715,20325443,Potrero Creek,402080,537989.9246,3610769.804,0.322717728,20325443,32.63385618,-116.5949906,779.3224496
8716,20325443,Potrero Creek,402081,538189.9246,3610769.804,0.338956104,20325443,32.63384928,-116.5928584,779.3224496
8717,20333480, ,387617,518189.9246,3614969.804,0.101069893,20333480,32.67224709,-116.8059944,3464.420872
8718,20333480, ,387618,518389.9246,3614969.804,0.095570443,20333480,32.67224378,-116.8038612,3464.420872
8719,20333480, ,388298,517589.9246,3614769.804,0.119548045,20333480,32.67045266,-116.8123974,3464.420872
8720,20333480, ,388299,517789.9246,3614769.804,0.094650535,20333480,32.67044945,-116.8102644,3464.420872
8721,20333480, ,388300,517989.9246,3614769.804,0.0810019,20333480,32.67044621,-116.8081313,3464.420872
8722,20333480, ,388301,518189.9246,3614769.804,0.074022598,20333480,32.67044293,-116.8059982,3464.420872
8723,20333480, ,388302,518389.9246,3614769.804,0.093720628,20333480,32.67043962,-116.8038652,3464.420872
8724,20333480, ,388311,520189.9246,3614769.804,0.173922608,20333480,32.67040814,-116.7846677,3464.420872
8725,20333480, ,388986,518389.9246,3614569.804,0.078052195,20333480,32.66863546,-116.8038691,3464.420872
8726,20333480, ,388987,518589.9246,3614569.804,0.135166483,20333480,32.6686321,-116.8017361,3464.420872
8727,20333480, ,388994,519989.9246,3614569.804,0.191450855,20333480,32.66860763,-116.786805,3464.420872
8728,20333480, ,388995,520189.9246,3614569.804,0.171312869,20333480,32.66860398,-116.784672,3464.420872
8729,20333480, ,389671,518589.9246,3614369.804,0.096040396,20333480,32.66682794,-116.8017401,3464.420872
8730,20333480, ,389672,518789.9246,3614369.804,0.101959804,20333480,32.66682456,-116.7996071,3464.420872
8731,20333480, ,389677,519789.9246,3614369.804,0.23409659,20333480,32.66680707,-116.7889423,3464.420872
8732,20333480, ,389678,519989.9246,3614369.804,0.19810019,20333480,32.66680347,-116.7868093,3464.420872
8733,20333480, ,390356,518789.9246,3614169.804,0.065473453,20333480,32.66502039,-116.7996112,3464.420872
8734,20333480, ,390357,518989.9246,3614169.804,0.131126887,20333480,32.66501697,-116.7974782,3464.420872
8735,20333480, ,390358,519189.9246,3614169.804,0.075872413,20333480,32.66501351,-116.7953453,3464.420872
8736,20333480, ,390359,519389.9246,3614169.804,0.103569643,20333480,32.66501001,-116.7932124,3464.420872
8737,20333480, ,390360,519589.9246,3614169.804,0.160083992,20333480,32.66500648,-116.7910794,3464.420872
8738,20333480, ,390361,519789.9246,3614169.804,0.110528947,20333480,32.66500291,-116.7889465,3464.420872
8739,20329562,Bear Creek,202913,513389.9246,3668969.804,0.456394361,20329562,33.15942126,-116.8564045,176.2286592
8740,22549673, ,120887,524189.9246,3692969.804,0.411228877,22549673,33.3757114,-116.7399437,46.62530006
8741,20325009,Pine Valley Creek,325500,543589.9246,3633169.804,0.624137586,20325009,32.83570779,-116.534241,413.8565371
8742,20325009,Pine Valley Creek,325501,543789.9246,3633169.804,0.52429757,20325009,32.83569982,-116.532104,413.8565371
8743,20334564, ,,,,,,,,708.4286567
8744,20326443, ,,,,,,,,60.3904513
8745,20331166,Poway Creek,282162,494389.9246,3645769.804,0.072692731,20331166,32.95021869,-117.0600212,842.9158319
8746,20331166,Poway Creek,282843,493789.9246,3645569.804,0.093120688,20331166,32.94841135,-117.0664391,842.9158319
8747,20331166,Poway Creek,282844,493989.9246,3645569.804,0.094410559,20331166,32.94841247,-117.0642994,842.9158319
