"","hydro","biol.endpoints","Condition","hydro.endpoints","thresholds","comb_code","PredictedProbability","Type"
"32",163,"H_ASCI",0,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.0589378184410138,"Positive"
"33",0,"H_ASCI",0,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"34",130,"H_ASCI",0,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.123451677697924,"Positive"
"35",63,"H_ASCI",0,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.4219395287646,"Positive"
"36",0,"H_ASCI",0,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"37",18,"H_ASCI",0,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.687885635206338,"Positive"
"38",161.5,"H_ASCI",0,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.0610143790368416,"Positive"
"39",56,"H_ASCI",0,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.464331492400565,"Positive"
"40",47,"H_ASCI",0,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.519514354220541,"Positive"
"41",0.5,"H_ASCI",0,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.772063924733079,"Positive"
"42",4,"H_ASCI",0,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.756585959421535,"Positive"
"43",150.5,"H_ASCI",0,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.0784523874941391,"Positive"
"44",0,"H_ASCI",0,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"45",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"46",9.5,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.730859610552128,"Positive"
"47",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"48",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"49",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"50",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"51",151,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.0775692599082169,"Positive"
"52",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"53",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"54",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"55",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"56",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"57",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"58",10,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.728437537605508,"Positive"
"59",24.5,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.652632704006467,"Positive"
"60",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"61",3,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.76107994161677,"Positive"
"62",5,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.752034987777381,"Positive"
"63",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"64",166,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.054982029533676,"Positive"
"65",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"66",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"67",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"68",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"69",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"70",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"71",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"72",156.5,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.0684398745518559,"Positive"
"73",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"74",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"75",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"76",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"77",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"78",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"79",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"80",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"81",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"82",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"83",42.5,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.54701173276543,"Positive"
"84",0.5,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.772063924733079,"Positive"
"85",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"86",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"87",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"88",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"89",2,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.765516668646926,"Positive"
"90",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"91",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"92",1,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.76989591560482,"Positive"
"93",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"94",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"95",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"96",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"97",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"98",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"99",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"100",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"101",0.5,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.772063924733079,"Positive"
"102",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"103",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"104",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"105",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"106",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"107",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"108",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"109",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"110",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"111",0,"H_ASCI",1,"DS_Dur_WS","0.75","H_ASCI_DS_Dur_WS_0.75",0.774217497581177,"Positive"
"219",0.000428236838064246,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.477375526545771,"Positive"
"220",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"221",0.000896403210493059,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.491040245436298,"Positive"
"222",0.00150033878617752,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.508684633960781,"Positive"
"223",2.92943289108661e-06,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.464990512943204,"Positive"
"224",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"225",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"226",3.35236319609396e-06,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.465002809859893,"Positive"
"227",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"228",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"229",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"230",3.14753111488909e-06,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.464996854256203,"Positive"
"231",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"232",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"233",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"234",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"235",5.81486720100581e-06,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.465074409278108,"Positive"
"236",9.46244232817532e-05,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.467657562582604,"Positive"
"237",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"238",0.000673269758223497,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.484524558010605,"Positive"
"239",0.000210629689507938,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.471034334124549,"Positive"
"240",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"241",5.9286560620616e-05,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.466629494675957,"Positive"
"242",8.66773720506295e-06,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.465157360722489,"Positive"
"243",0.000324306950163145,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.474345916179479,"Positive"
"244",1.22340122078104e-05,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.465261058189844,"Positive"
"245",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"246",0.000159545273360185,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.469546984080298,"Positive"
"247",0.000484892934795568,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.479027796946524,"Positive"
"248",2.00531662164184e-06,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.464963643934293,"Positive"
"249",6.01901285781527e-06,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.465080345053007,"Positive"
"250",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"251",0.000425933592726762,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.477308366877119,"Positive"
"252",0.00107479541585603,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.496251747391685,"Positive"
"253",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"254",0.000475906160294621,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.478765682713958,"Positive"
"255",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"256",0.000161402547896717,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.469601050305663,"Positive"
"257",0.000440960065447162,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.477746534150529,"Positive"
"258",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"259",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"260",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"261",0.000242771250151862,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.471970418194031,"Positive"
"262",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"263",0.00172230468213357,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.515166411644668,"Positive"
"264",3.55401600847277e-05,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46593881039788,"Positive"
"265",0.000619202059610958,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.482946442301658,"Positive"
"266",5.39468446806422e-06,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.465062192002453,"Positive"
"267",0.000813382994606722,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.488615510187884,"Positive"
"268",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"269",0.000300904467141236,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.473663974079539,"Positive"
"270",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"271",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"272",0.000204928418457287,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.470868312584943,"Positive"
"273",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"274",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"275",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"276",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"277",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"278",2.21653878942882e-20,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"279",2.72924274430816e-05,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.465698948489158,"Positive"
"280",0.00047685294775214,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.478793296797143,"Positive"
"281",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"282",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"283",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"284",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"285",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"286",8.00330530000476e-06,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.465138041202917,"Positive"
"287",0.000271345829151285,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.472802783986197,"Positive"
"288",0.000171896805201143,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.469906556949999,"Positive"
"289",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"290",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"291",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"292",0.000240925887823943,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.471916668851727,"Positive"
"293",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"294",0.000876663353517185,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.490463669569416,"Positive"
"295",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"296",0.000833616886363066,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.489206427632667,"Positive"
"297",3.02639622789974e-05,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.465785365328815,"Positive"
"298",5.31958803146389e-06,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46506000849528,"Positive"
"299",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"300",0.000444688227187819,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.477855251517024,"Positive"
"301",0.00146020624658929,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.507512320903604,"Positive"
"302",0.00015702577246341,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.469473641244773,"Positive"
"303",0.00376788015595836,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.574383994105707,"Positive"
"304",0.00128032221353715,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.502256890699471,"Positive"
"305",0.000655859486419388,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.484016355743869,"Positive"
"306",4.81985266230358e-05,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.466306973683221,"Positive"
"307",2.48139881413951e-07,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.464912553957249,"Positive"
"308",0.00171142546630263,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.514848821332176,"Positive"
"309",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"310",9.71930643029313e-05,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46773230166755,"Positive"
"311",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"312",2.06680555555556e-05,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.465506308903709,"Positive"
"313",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"314",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
"315",0.00242042801586042,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.535509451316416,"Positive"
"316",0,"H_ASCI",0,"DS_Mag_50","0.75","H_ASCI_DS_Mag_50_0.75",0.46490533934056,"Positive"
