"","stationcode","sampleid","sampledate","oovere","mmi","csci","latitude","longitude","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Q99","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"11","314WE0779","314WE0779_07112001_BMI_CSBP_Trans_1.0","7/11/2001",1.18927267,1.02109537,1.10518402,34.66959,-119.75404,0,-0.0014492940154293,-0.00010801977240535,0,NA,NA,NA,-3.55248662719685e-06,0,-6.03173185808537e-06,0,0,0,-0.000678240731443046,-1.22357360495644e-05,0
"12","314WE0796","314WE0796_07102001_BMI_CSBP_Trans_1.0","7/10/2001",1.19030453,1.02732118,1.10881286,34.68351,-119.79875,-3,0.000150358359821865,-1.25879382185676e-05,0,NA,NA,NA,-2.89078745392935e-06,0,-5.83298023108433e-08,0,0,0,-0.000196014430391607,0,-1
"13","314WE1046","314WE1046_06122002_BMI_RWB_1.0","6/12/2002",1.0731463,1.16384957,1.11849793,34.5365,-119.83603,0.5,0.00802752524776943,0.016123212281668,-1,NA,NA,NA,0.000777257482692837,-1,0.000963870711394453,8.34e-07,0,0,-0.000987456525299296,-0.0019146947360913,0
"14","315CE0584","315CE0584_06072006_BMI_RWB_1.0","6/7/2006",1.31696774,0.92584944,1.12140859,34.47666,-120.33833,0,-0.00388880887224532,-0.000644834420694658,0,NA,NA,NA,0.0052148282763335,0,-0.000694486678215219,3.09e-05,0,-2,0,0,0
"15","315GAVGSP","315GAVGSP_05232001_BMI_CSBP_Trans_1","5/23/01",0.61621207,0.61676591,0.61648899,34.47395,-120.22866,NA,0,0,0,NA,NA,NA,0.00665153046262297,0,0.00468532983917489,-1.23e-05,0,-2,0,0,0
"16","315MIU","315MIU_04282008_BMI_RWB_1.0","4/28/2008",1.12452999,0.90859651,1.01656325,34.44673,-119.70745,-1,0.00886345423596265,0.0110444447444737,0,NA,NA,NA,-0.000804912662941702,-1,0.000285803874918943,-2.13e-06,0,-6,0.0389038882082309,0.03086095107838,-6
"17","402BA0079","402BA0079_05282008_BMI_RWB_1","5/28/08",0.84225358,0.76776221,0.8050079,34.41183,-119.27418,-3,0.00628374206392917,-0.00061932745617118,-5,NA,NA,NA,0.0481292593926485,-6,0.0954661282385344,7.76e-08,0,0.5,0.0338548738328265,0.0233835949316349,-0.5
"18","402BA0095","402BA0095_05292008_BMI_RWB_1","5/29/08",1.32741831,1.10448302,1.21595066,34.46328,-119.34566,0,-0.000315922619673908,-0.000287238347445452,0,NA,NA,NA,2.1637866699724e-08,0,-0.00030054787022392,6.09e-06,0,0,-0.000149935677337232,-0.000916802198639729,0
"19","402BA0143","402BA0143_05212008_BMI_RWB_1","5/21/08",0.75197227,0.58339355,0.66768291,34.36483,-119.31057,-159,-5.62044360235692e-05,-0.00133170799559618,-36,NA,NA,NA,0.0802718243717215,-3,0.0270479884187215,4.35e-08,0,0,-0.0030485701288613,0.000550328539530305,-3
"20","402BA0287","402BA0287_06092008_BMI_RWB_1","6/9/08",1.06228056,1.01762477,1.03995266,34.50284,-119.36644,0,-8.75525300951514e-05,-8.84787933401342e-05,0,NA,NA,NA,-7.5931462145182e-05,0,-8.83336280192474e-05,3.02e-07,0,0,0.00609893010938362,0.00334491514590326,0
"21","402BA0335","402BA0335_05272008_BMI_RWB_1","5/27/08",0.97330032,0.72707352,0.85018692,34.37965,-119.30751,-97,0.0717705747134301,0.0232560984258906,-5,-5,0.0521072847494622,0,0.0106189406104291,-4,0.0145721151369507,0.00026376,0,0,0.0231723175314351,0.0215641214650938,-3
"22","402WE0536","402WE0536_06142000_BMI_CSBP_Trans_1.0","6/14/2000",1.2958773,1.00804774,1.15196252,34.5196,-119.40537,0,-9.83067392098111e-05,-0.00010039608353744,-1,NA,NA,NA,-9.51805967469266e-05,0,-9.55830100020532e-05,-3.95e-07,0,0,-9.43421752023758e-05,-9.61081857862628e-05,0
"23","402WE0803","402WE0803_06122001_BMI_CSBP_Trans_1.0","6/12/2001",0.9397929,0.90219327,0.92099308,34.42131,-119.3806,0,-9.59438041476912e-05,-0.000102882873685415,0,NA,NA,NA,-0.000104458597549334,0,-0.000104670171659033,2.44e-07,0,0,-9.41758058174606e-05,-9.94557295786202e-05,0
"24","403BA0015","403BA0015_05192008_BMI_RWB_1","5/19/08",1.02851554,0.98517561,1.00684557,34.5312,-119.18421,0,-3.07525025127354e-08,-5.50809928473481e-05,0,NA,NA,NA,-6.92784652280334e-05,0,-5.01321697592205e-05,-1.08e-06,0,0,-4.76247723079801e-08,-5.93247200121168e-05,0
"25","403BA0027","403BA0027_06182014_BMI_RWB_MCM_1","6/18/14",0.95929163,0.90659145,0.93294154,34.66254,-119.05249,0,-0.000135000939936587,-0.000198213534714178,-2,NA,NA,NA,-0.000199458589005983,0,-0.000199814709955163,1.92e-06,0,0,-0.00020461496360035,-0.000201576601864465,0
"26","403BA0171","403BA0171_05192008_BMI_RWB_1","5/19/08",1.00797511,1.07762104,1.04279807,34.58516,-119.28363,-1,-0.00090494394676923,-0.000908371887608119,-4,NA,NA,NA,-0.000870492705734242,0,-0.000904890223137901,1.84e-07,0,0,0.0335780860993765,0.0181486131720124,0
"27","403BA0960","403BA0960_05212008_BMI_RWB_1","5/21/08",1.21564701,1.15631671,1.18598186,34.59078,-118.4617,-2,0,0,0,NA,NA,NA,0.0020086666240001,-72,0.00340000000000007,6.4e-06,0,1,0.5625,0.5625,-1
"28","403CE0188","403CE0188_05262016_BMI_RWB_1","5/26/16",0.97277465,0.87005079,0.92141272,34.35646,-119.04752,-0.5,0.0494874783920092,0.0144466054773079,-0.5,NA,NA,NA,0.00573492805102843,-7,0.0048895700964683,0.000314215,0,0,0.0281384929459882,-0.00215736174120875,-1
"29","403PRCSFD","403PRCSFD_04212014_BMI_RWB_1.0","4/21/2014",0.97546185,0.57347489,0.77446837,34.4603,-118.752,-8,0.0760640972268896,0.00589433783337138,0,0.5,0.0107990677647167,0,0.00282159649580182,0,-0.00164558259765582,-6.3e-07,0,0,0.0868089716545112,0.000948717248508381,-1
"30","403S00640","403S00640_06112009_BMI_RWB_1","6/11/09",0.83594331,0.9697914,0.90286736,34.60115,-118.558,-1,-0.00240649007960198,-0.00103567869552248,-1,NA,NA,NA,-0.00134588832693717,-2,-0.0034398987773102,-1.4e-05,0,-3,-0.00324507010862687,0.00347075131365015,-4
"31","403S00831","403S00831_06102010_BMI_RWB_1","6/10/10",0.50063777,0.49407019,0.49735398,34.43048,-118.8318,0,0.0196690960922481,0.00583088809238436,-9,NA,NA,NA,-0.000191176835581982,0,-0.000192138011605626,5.52e-08,0,0,0.00194037808119124,-0.000132525024124648,0
"32","403S00875","403S00875_06242010_BMI_RWB_1","6/24/10",0.81519658,0.75985826,0.78752742,34.55668,-119.30629,0,3.3457251617935e-08,8.9342859590961e-06,0,NA,NA,NA,1.37039287661446e-05,0,1.41283063873991e-05,-1.82e-07,0,0,0,3.25791866825508e-08,0
"33","403S01195","403S01195_06102009_BMI_RWB_1","6/10/09",0.84471377,0.81192753,0.82832065,34.55903,-119.2678,0,-0.000826036605622367,-0.000828015616804894,0,NA,NA,NA,0.000389506232228981,0,-0.000613756815981145,4.94e-07,0,0,-0.000822654001820274,0.000564704349888794,0
"34","403S01536","403S01536_07122011_BMI_RWB_1","7/12/11",1.14601236,0.81793441,0.98197339,34.56909,-118.39212,-2,0,0.243902439024387,-2,NA,NA,NA,0,27,0,-0.029761905,-29,-25,-0.554666666666666,0.5,-4
"35","403S01707","403S01707_06072010_BMI_RWB_1","6/7/10",0.80468203,0.6366526,0.72066732,34.59835,-119.34799,0,0.000200812156025948,-0.000852827113509885,0,NA,NA,NA,0.000492207520082578,0,-0.000644083457320662,4.33e-08,0,0,0.00278793587594449,0.00279361074458107,0
"36","403S01728","403S01728_07132011_BMI_RWB_1","7/13/11",1.33194284,1.18519979,1.25857131,34.5749,-118.46002,-4,0.0106382978723404,0,-42,NA,NA,NA,0.0833000000000004,-43,0.2125,0.045833333,0,41,1.76923076923077,0.470588235294118,0
"37","403S02363","403S02363_06162011_BMI_RWB_1","6/16/11",1.12084272,1.03018274,1.07551273,34.55885,-119.15456,0,-0.000565809566585206,-0.000568016325417975,0,NA,NA,NA,0.00044680554709622,0,-0.000138823390489361,-6.11e-08,0,0,-0.000566613734904846,-0.00053499685673764,0
"38","403S03643","403S03643_06242010_BMI_RWB_1","6/24/10",0.98566524,1.03553065,1.01059794,34.56213,-119.12891,0,0.000186599046572192,-0.000538454734166509,0,NA,NA,NA,0.00018458411980075,0,-8.15418223596457e-05,1.66e-07,0,0,0.000474874826429037,0.00200263430732089,0
"39","403S05291","403S05291_06072010_BMI_RWB_1","6/7/10",1.27320413,0.96709257,1.12014835,34.56397,-119.26305,0,-0.000940236498278131,-0.000938898347107257,0,NA,NA,NA,0.000426106729939928,0,-0.000895568652720292,6.19e-07,0,0,-0.000939699934472855,0.00134919102025749,0
"40","403S06139","403S06139_06272012_BMI_RWB_1","6/27/12",0.42262585,0.59795477,0.51029031,34.55464,-119.2405,0,-0.000833210479477762,-0.000837545657234568,0,NA,NA,NA,0.000448313226803236,0,-0.000614298234417404,-2.5e-08,0,0,-0.000837210673129024,-0.000809399059880619,0
"41","403S06315","403S06315_06272012_BMI_RWB_1","6/27/12",1.07947936,0.75735263,0.918416,34.59223,-119.31033,-1,0.00353117601269066,-0.000642644668873416,-3,NA,NA,NA,-0.00026467217958472,0,-0.000650850224305296,-8.43e-07,0,0,0.014879697079477,0.0122062433753826,0
"42","403S07024","403S07024_06132012_BMI_RWB_1","6/13/12",0.33377852,0.37787701,0.35582777,34.6092,-118.75771,-1,0.0557462747528232,0.00299939005781096,-1,0.5,0.321453741165828,-4.5,0.0034185805009314,-1,-0.00205864029913332,-3.68e-08,0,0,0.107950407002188,0.0093865725854897,-1
"43","403S07227","403S07227_06272012_BMI_RWB_1","6/27/12",0.6328693,0.70403328,0.66845129,34.56208,-119.16664,0,-0.000684971869318277,-0.000686799970537948,0,NA,NA,NA,0.000486515492665359,0,-0.000386507144534725,5.06e-07,0,0,-0.000687278400670917,-0.000653333347781788,0
"44","403S16332","403S16332_06262013_BMI_RWB_MCM_1","6/26/13",0.64045402,0.59065022,0.61555212,34.5317,-118.75812,-8,0.0494838704963717,0.0160128316878062,0,0.5,-0.403701794451046,-30.5,0.00179633656590034,0,-0.000960342666392616,1.81e-07,0,0,0.0233859297857813,-0.0017154890178285,0
"45","403SPCNWS","403SPCNWS_04222014_BMI_RWB_1.0","4/22/2014",1.2659606,0.95852337,1.11224199,34.5778,-119.2579,0,2.54557568274432e-05,-0.000879641778752238,0,0.5,0.0170157302512117,0,0.000917634559602354,0,-0.000855344812558939,2e-06,0,0,-0.000532944879867478,0.0024877993932428,0
"46","403STC009","403STC009_02052003_BMI_CSBP_Trans_1.0","2/5/2003",0.94126852,1.11768381,1.02947617,34.53833,-118.75889,-9,0.0365137397967751,0.0192655213532216,0,0.5,-0.401245433321561,-30.5,0.00178893955022406,0,-0.00111827560252332,-5.69e-09,0,0,0.0234466936559976,-0.00171561051363574,0
"47","403STC019","403STC019_02042003_BMI_CSBP_Trans_1.0","2/4/2003",0.69195148,0.34388437,0.51791793,34.42556,-118.57917,-78,0.0344827586206897,0.181818181818182,-31,NA,NA,NA,21.575360937875,-32,6.276510415625,0.024085301,0,0,0.0447761194029849,0.0357142857142857,-8
"48","403STC070","403STC070_02052003_BMI_CSBP_Trans_1.0","2/5/2003",1.25845737,0.96232607,1.11039172,34.56667,-119.26278,0,-0.000928488130706569,-0.000929180085539401,0,NA,NA,NA,0.000439892460942063,0,-0.00088445225510218,-9.06e-08,0,0,-0.00093010277635696,0.00252370017652787,0
"49","403WE0501","403WE0501_05142013_BMI_RWB_1","5/14/13",0.87303191,0.79137978,0.83220584,34.54172,-118.77286,0,0,0,0,NA,NA,NA,2.26997240899348e-07,0,0,0,0,0,0,0,0
"50","403WE0534","403WE0534_05232016_BMI_RWB_1","5/23/16",1.16092004,0.71140243,0.93616124,34.61359,-118.77983,-80,0.0890375986178287,0.0156042535154948,0,NA,NA,NA,0.00252074993439281,0,-0.00203981335698039,3.54e-07,0,0,0.0384238801353527,0.0106270000039788,-1
"51","403WE0540","403WE0540_05172017_BMI_RWB_1","5/17/17",0.99305801,0.75642474,0.87474137,34.65136,-119.11845,0,-0.0136439477996166,-0.00272634016682802,0,NA,NA,NA,-2.81133223726581e-05,0,-3.04645697054503e-05,-2.4e-06,0,0,-0.00268530102834821,-0.0136194003437582,0
"52","403WE0558","403WE0558_06282000_BMI_CSBP_Trans_1.0","6/28/2000",0.98862444,0.98281226,0.98571835,34.49347,-118.45703,-5,0.0106382978723404,0,-9,-2.5,0.332811733764554,-22.5,0.0864333333759999,-36,0.1766666666,-0.000781987,40,0,0.884615384615385,0.470588235294118,0
"53","403WE0560","403WE0560_05092019_BMI_RWB_1.0","5/9/2019",0.82164087,0.8007002,0.81117054,34.55841,-119.14079,0,-0.000545851101990957,-0.000546819467830255,0,NA,NA,NA,0.000445409373006541,0,-9.40191706902653e-05,4.71e-07,0,0,-0.000543105832870199,3.33645245520397e-05,0
"54","403WE0682","403WE0682_05252016_BMI_RWB_1","5/25/16",0.97340199,0.78646633,0.87993416,34.57066,-118.38974,-2,0,0.243902439024387,-2,NA,NA,NA,0,27,0,-0.029761905,-29,-25,-0.554666666666666,0.5,-4
"55","403WE0683","403WE0683_05152013_BMI_RWB_1","5/15/13",1.25750981,1.24309223,1.25030102,34.43952,-119.07616,0,0.00165391984090937,4.07323628928602e-08,0,NA,NA,NA,-7.00147991673256e-05,0,-6.52855514052076e-05,2.21e-07,0,0,0.00062106523166049,0.000119140433105849,0
"56","403WE0795","403WE0795_06062001_BMI_CSBP_Trans_1.0","6/6/2001",1.07397954,1.09907657,1.08652805,34.6408,-119.08094,0,0.000595906875786121,-0.000141176475487345,-0.5,NA,NA,NA,-0.000139815932673204,0,-0.0001426657523251,2.21e-07,0,0,-0.00014066837507699,0.000241492479671733,0
"57","403WE0809","403WE0809_06052001_BMI_CSBP_Trans_1.0","6/5/2001",1.21091339,1.2855754,1.24824439,34.5515,-119.20811,0,-0.000498679107099827,-0.00050634840273503,0,NA,NA,NA,-0.000401348890010146,0,-0.0004884856943475,-3.47e-06,0,0,-0.000444532644780532,-0.000466870103183739,0
"58","403WE0891","403WE0891_06142001_BMI_CSBP_Trans_1.0","6/14/2001",1.03599591,1.03300517,1.03450054,34.65926,-119.14255,NA,2.91582586980973e-05,3.88493040637825e-05,0,NA,NA,NA,3.6363623741817e-05,0,3.70063575238442e-05,-5.1e-07,0,0,1.70249357811036e-08,2.24699180963384e-05,0
"59","403WE0905","403WE0905_06072018_BMI_RWB_1.0","6/7/2018",0.70939183,0.5064333,0.60791256,34.55734,-119.24876,0,-0.00081417633908144,-0.000817019098985681,0,NA,NA,NA,0.00044443553271973,0,-0.000595977604718999,-1.01e-06,0,0,-0.000816729650156495,-0.000795391727790371,0
"60","403WE1027","403WE1027_05162017_BMI_RWB_1","5/16/17",0.7016109,0.73111317,0.71636204,34.72654,-119.02842,-9,0,0.243902439024387,-2,NA,NA,NA,0,-2,0,-0.029761905,0,4,0.133333333333333,0.5,-4
"61","404BA0084","404BA0084_06042008_BMI_RWB_1","6/4/08",1.18093997,0.97707689,1.07900843,34.09079,-118.94926,-81,0,1.02777777777778,-53,NA,NA,NA,0.000669666647999989,-59,0.0541554054054053,-0.396942963,-2,-1,0.0714285714285715,0.054054054054054,-6
"62","404BA0376","404BA0376_06052008_BMI_RWB_1","6/5/08",1.13662308,0.7995555,0.96808929,34.11648,-118.66164,-62,0.1166667,1.05798611138889,-53,NA,NA,NA,0.0162122879701512,-58,0.0589076575675675,-0.797812008,-9,4,-0.0875178571428571,0.054054054054054,-12
"63","404BA0526","404BA0526_06042008_BMI_RWB_1","6/4/08",1.14474267,0.9656215,1.05518208,34.04298,-118.87219,-61,-0.99,0.990909092357025,-53,NA,NA,NA,0.00274466664799995,-59,0.054054054054054,-0.75547407,0,-18,0.0714285714285715,0.054054054054054,-2
"64","404BA0616","404BA0616_06032008_BMI_RWB_1","6/3/08",0.87309251,0.60907211,0.74108231,34.17453,-118.69879,-2,0,0.243902439024387,-2,NA,NA,NA,0,27,0,-0.029761905,-29,-25,-0.554666666666666,0.5,-4
"65","404BA0852","404BA0852_06032008_BMI_RWB_1","6/3/08",0.91563561,0.90199033,0.90881297,34.07877,-118.82037,-61,1.03125,1.02777777777778,-53,NA,NA,NA,0.0171545591393424,-3,0.054054054054054,-0.623253295,-2,-29,0.0714285714285715,0.054054054054054,-8
"66","404BA0964","404BA0964_06042008_BMI_RWB_1","6/4/08",0.66784033,0.90600017,0.78692025,34.06133,-118.9649,-61,1.02083335,0.942975014656945,-53,NA,NA,NA,0.00904458340000005,-56,0.0542680181081081,-0.701408451,-2,-9,0.0714285714285715,0.054054054054054,-4
"67","404BA1144","404BA1144_06102008_BMI_RWB_1","6/10/08",1.29635419,0.91856489,1.10745954,34.06064,-118.63755,-62,1,1.03603945484124,-53,NA,NA,NA,0.0115746666,-57,0.058186937027027,-0.770003174,-2,-6,0.0714285714285715,0.054054054054054,-8
"68","404CE0316","404CE0316_07242007_BMI_RWB_1.0","7/24/2007",0.42953167,0.32934575,0.37943871,33.99722,-118.4025,-50.5,2.56404607230348,0.778174750494933,-88,-1.5,7.74693541543073,-35,6.49929091131358,-50,4.01827778382611,1.25e-06,43.5,93.5,-0.0711286801854458,-0.53294170521374,-56
"69","404S00808","404S00808_06222010_BMI_RWB_1","6/22/10",0.58896347,0.40734668,0.49815508,34.11411,-118.77907,-39,0,0.666666666666667,-50,NA,NA,NA,4.97452624980001,-82,5.09156531621622,-0.284038721,21,50,-0.739285714285714,-0.188896396351351,-77
"70","404S01128","404S01128_06232010_BMI_RWB_1","6/23/10",0.60968734,0.6197525,0.61471992,34.1039,-118.71271,-111,-0.99,0.931962286867115,-52,NA,NA,NA,1.54069600024,-80,0.426328828918919,-0.627586195,-2,25,-0.730592261785714,0.054054054054054,-10
"71","404S02920","404S02920_05122009_BMI_RWB_1","5/12/09",0.60294547,0.45820303,0.53057425,34.17748,-118.767,-13,0,1.02777777777778,-3,NA,NA,NA,0.199730000000003,-16,-0.519200450540541,-0.469795425,25.5,36.5,-0.728571428571429,-0.0407207208108109,-38
"72","404S03048","404S03048_05132009_BMI_RWB_MCM_1","5/13/09",0.97881247,0.50549524,0.74215385,34.18426,-118.79089,-75,0,1.02777777777778,-1,NA,NA,NA,0.0637523334000006,-57,0.0553378378378378,-0.639421732,-1,13,-0.0907142857142857,0.054054054054054,-33
"73","404S06456","404S06456_05142009_BMI_RWB_1","5/14/09",1.08350961,0.88735875,0.98543418,34.06463,-118.58685,-83,0,0.666666666666667,-53,NA,NA,NA,0.300183750000001,-74,0.00774916546434303,-0.34740626,-2,-6,-0.00964285714285703,-0.0871087546973055,-36
"74","404S08040","404S08040_05122009_BMI_RWB_MCM_1","5/12/09",0.45596072,0.31891106,0.38743589,34.14358,-118.75527,-17.5,0,0.0714285714285715,-26,NA,NA,NA,2.90886000000001,-19,0.878941441351351,-0.254685933,21,33.5,-0.735190476142857,0.054054054054054,-20.5
"75","404S08616","404S08616_05132009_BMI_RWB_MCM_1","5/13/09",0.58140572,0.31196921,0.44668746,34.12188,-118.7924,18,0.25,0.133333333333333,-93,NA,NA,NA,5.174563021125,-55,3.670885415625,0.121399896,-45,21,0.0447761194029849,0.0357142857142857,-10
"76","404S08846","404S08846_06222010_BMI_RWB_1","6/22/10",0.99158429,0.91038558,0.95098493,34.05442,-118.58176,-82,0,0.446069174541859,-8,NA,NA,NA,0.237064084204306,-60,0.0072038362564845,-0.276191377,-2,28,-0.695281249964286,-0.0878981991963347,-33
"77","404S11880","404S11880_06072011_BMI_RWB_1","6/7/11",0.77847125,0.59700165,0.68773645,34.12529,-118.70827,-31,0,0.985150483974749,-14,NA,NA,NA,1.38237958400001,-60,0.178716216216216,-0.034058569,-2,33.5,-0.4,-0.0393696609386813,-13
"78","404S13416","404S13416_06082011_BMI_RWB_1","6/8/11",0.91022292,0.61911187,0.76466739,34.09875,-118.71594,-77,0,1.03666668,-71,NA,NA,NA,2.1126883331,-26,0.590878378378378,-0.590161061,9,29,-0.646725267790617,0.054054054054054,-12
"79","404S14952","404S14952_06152011_BMI_RWB_MCM_1","6/15/11",0.54496177,0.45783839,0.50140008,34.14268,-118.70089,-81,0,0.947835369446603,-66,NA,NA,NA,0.784612499810013,-21,0.0609129433364986,-0.406060606,-8,24,-0.633705357107143,0.0502590089189189,-38
"80","404S16516","404S16516_05182009_BMI_RWB_1","5/18/09",0.61217202,0.59635442,0.60426322,34.12998,-118.75648,-21,3.7358874787006,4.56542526549295,-33,7,7.46490640219545,-19.5,2.99645034524334,-31,0.830547130967967,2.44e-06,32,45,51585.916668,1.42997705180418,-20
"81","404S17266","404S17266_05192009_BMI_RWB_1","5/19/09",0.80328807,0.55965578,0.68147192,34.10741,-118.7118,-81,-0.99,0.922317314022383,-43,NA,NA,NA,1.54553166648,-21,0.310585585675676,-0.629456001,-2,0,-0.71879464275,0.054054054054054,-10
"82","404S17664","404S17664_05202009_BMI_RWB_1","5/20/09",0.61386252,0.52520388,0.5695332,34.14994,-118.6976,-88,0,0.952350173561363,-64,NA,NA,NA,0.626352916710001,-74,0.0571734235135134,-0.567470168,-2,26,-0.196559912050819,-0.0455292791891893,-43
"83","404S22464","404S22464_05192009_BMI_RWB_1","5/19/09",0.62048115,0.50348232,0.56198173,34.12676,-118.70685,-11.5,0,1.00498958577236,-71,NA,NA,NA,1.40429833376,-9,0.120358511791268,-0.450244198,-1,24,0.0714285714285715,0.0354842341891891,-53
"84","404S25668","404S25668_06232010_BMI_RWB_1","6/23/10",0.45160413,0.66033222,0.55596817,34.12139,-118.70914,-81,0,1.02777777777778,-71,NA,NA,NA,1.37651633376,-18,0.122849088936433,-0.458840527,-1,23,-0.724297618928571,0.0326407658108108,-47
"85","404S26868","404S26868_06262012_BMI_RWB_1","6/26/12",0.75093391,0.71165834,0.73129612,34.09675,-118.71737,-23,199,0.815995689552631,-67,NA,NA,NA,1.58721833376,-76,0.224864864864865,-0.590855754,0,27,0.00671140939597316,0.0270270270270271,-56
"86","404S28068","404S28068_06202012_BMI_RWB_1","6/20/12",0.65591767,0.56609057,0.61100412,34.13936,-118.70366,-81,0,1.00308694906534,-61,NA,NA,NA,0.809791250190014,-19,0.0615990991891891,-0.397758412,-8,28,-0.422014881071429,-0.0416441441891892,-43
"87","404S28270","404S28270_06182012_BMI_RWB_1","6/18/12",0.61848048,0.51923379,0.56885714,34.13663,-118.75725,-59.5,0.841738769158848,0.530317812891816,-4,7,5.57806184979241,-19,1.91024912286239,-34.5,0.29544899057713,6e-06,35.5,76.5,0,0.185150080060841,-30.5
"88","404S32468","404S32468_06262012_BMI_RWB_1","6/26/12",0.76755326,0.5275603,0.64755678,34.0999,-118.72304,-46.5,-0.99,-0.0741669202351665,-72,NA,NA,NA,9.73311966624001,-22,4.94718468378378,-0.407691803,21,42.5,-0.4,-0.161677927837838,-33.5
"89","404S34120","404S34120_06212012_BMI_RWB_1","6/21/12",0.74064526,0.43919335,0.5899193,34.16558,-118.78918,-41,0.130790187884683,0.0241640854239234,-7.5,NA,NA,NA,2.60400213584898,-50,0.531289614635554,1.03e-05,39.5,79.5,-0.992286600965683,-0.490571786092399,-37
"90","404S35270","404S35270_06202012_BMI_RWB_1","6/20/12",0.90200056,0.6416907,0.77184563,34.13325,-118.70656,-21,0,1.7945833337037,0,NA,NA,NA,1.34164416600002,-77,0.0832319818918919,-0.336843456,-1,25.5,0.0714285714285715,0.0616103602702702,-13
"91","404S45622","404S45622_06032013_BMI_RWB_1","6/3/13",1.14528188,0.85645776,1.00086982,34.06149,-118.58534,-104,0,0.947905920406102,-53,NA,NA,NA,0.307415833290001,-56,0.00753793583546324,-0.342611105,-1,-6,-0.69937946425,-0.0333540916873058,-4
"92","405CE0280","405CE0280_07022018_BMI_RWB_1","7/2/18",1.14791261,0.65157175,0.89974218,34.23041,-117.74981,0,-0.000499326305079099,-0.000494785719722984,0,NA,NA,NA,-0.000512254355973632,0,-0.000234521575985069,0,0,0,0,1.05335053476318e-05,0
