,OID_,cells,x,y,MeanProb,COMID,geometry,
4626,4626,106884,459589.9246,3696969.804,0.059994001,20350945,c(459589.924600074, 3696969.80350754)
4627,4627,106885,459789.9246,3696969.804,0.069513049,20350945,c(459789.924600074, 3696969.80350754)
4628,4628,106886,459989.9246,3696969.804,0.080081992,20350945,c(459989.924600074, 3696969.80350754)
4629,4629,106887,460189.9246,3696969.804,0.093610639,20350945,c(460189.924600074, 3696969.80350754)
4630,4630,106888,460389.9246,3696969.804,0.110488951,20350945,c(460389.924600074, 3696969.80350754)
4631,4631,106937,470189.9246,3696969.804,0.946105389,22548471,c(470189.924600074, 3696969.80350754)
4632,4632,106971,476989.9246,3696969.804,0.833356664,22549107,c(476989.924600074, 3696969.80350754)
4633,4633,106972,477189.9246,3696969.804,0.766533347,22549107,c(477189.924600074, 3696969.80350754)
4634,4634,106975,477789.9246,3696969.804,0.499710029,22548469,c(477789.924600074, 3696969.80350754)
4635,4635,106985,479789.9246,3696969.804,0.611358864,22548481,c(479789.924600074, 3696969.80350754)
4636,4636,106986,479989.9246,3696969.804,0.459614039,22548459,c(479989.924600074, 3696969.80350754)
4637,4637,106988,480389.9246,3696969.804,0.386811319,22548473,c(480389.924600074, 3696969.80350754)
4638,4638,106989,480589.9246,3696969.804,0.304859514,22548473,c(480589.924600074, 3696969.80350754)
4639,4639,107010,484789.9246,3696969.804,0.132036796,22549103,c(484789.924600074, 3696969.80350754)
4640,4640,107011,484989.9246,3696969.804,0.083941606,22549103,c(484989.924600074, 3696969.80350754)
4641,4641,107012,485189.9246,3696969.804,0.095010499,22549103,c(485189.924600074, 3696969.80350754)
4642,4642,107013,485389.9246,3696969.804,0.080911909,22549103,c(485389.924600074, 3696969.80350754)
4643,4643,107110,504789.9246,3696969.804,0.220187981,22549595,c(504789.924600074, 3696969.80350754)
4644,4644,107111,504989.9246,3696969.804,0.159384062,22549595,c(504989.924600074, 3696969.80350754)
4645,4645,107131,508989.9246,3696969.804,0.234516548,22549617,c(508989.924600074, 3696969.80350754)
4646,4646,107132,509189.9246,3696969.804,0.24009599,22549617,c(509189.924600074, 3696969.80350754)
4647,4647,107133,509389.9246,3696969.804,0.182541746,22549617,c(509389.924600074, 3696969.80350754)
4648,4648,107150,512789.9246,3696969.804,0.230986901,22549643,c(512789.924600074, 3696969.80350754)
4649,4649,107166,515989.9246,3696969.804,0.826107389,22549593,c(515989.924600074, 3696969.80350754)
4650,4650,107167,516189.9246,3696969.804,0.63649635,22549593,c(516189.924600074, 3696969.80350754)
4651,4651,107203,523389.9246,3696969.804,0.418118188,22550571,c(523389.924600074, 3696969.80350754)
4652,4652,107204,523589.9246,3696969.804,0.47520248,22550571,c(523589.924600074, 3696969.80350754)
4653,4653,107500,445989.9246,3696769.804,0.96930307,20350965,c(445989.924600074, 3696769.80350754)
4654,4654,107501,446189.9246,3696769.804,0.982151785,20350933,c(446189.924600074, 3696769.80350754)
4655,4655,107563,458589.9246,3696769.804,0.061613839,20350945,c(458589.924600074, 3696769.80350754)
4656,4656,107565,458989.9246,3696769.804,0.083691631,20350945,c(458989.924600074, 3696769.80350754)
4657,4657,107566,459189.9246,3696769.804,0.071782822,20350945,c(459189.924600074, 3696769.80350754)
4658,4658,107567,459389.9246,3696769.804,0.093250675,20350945,c(459389.924600074, 3696769.80350754)
4659,4659,107568,459589.9246,3696769.804,0.045855414,20350945,c(459589.924600074, 3696769.80350754)
4660,4660,107571,460189.9246,3696769.804,0.079122088,20350945,c(460189.924600074, 3696769.80350754)
4661,4661,107572,460389.9246,3696769.804,0.02209779,20350969,c(460389.924600074, 3696769.80350754)
4662,4662,107573,460589.9246,3696769.804,0.044645535,20350969,c(460589.924600074, 3696769.80350754)
4663,4663,107574,460789.9246,3696769.804,0.078132187,20350969,c(460789.924600074, 3696769.80350754)
4664,4664,107575,460989.9246,3696769.804,0.077232277,20350969,c(460989.924600074, 3696769.80350754)
4665,4665,107576,461189.9246,3696769.804,0.066843316,20350969,c(461189.924600074, 3696769.80350754)
4666,4666,107621,470189.9246,3696769.804,0.897670233,22548471,c(470189.924600074, 3696769.80350754)
4667,4667,107654,476789.9246,3696769.804,0.8720028,22549107,c(476789.924600074, 3696769.80350754)
4668,4668,107655,476989.9246,3696769.804,0.738636136,22549107,c(476989.924600074, 3696769.80350754)
4669,4669,107659,477789.9246,3696769.804,0.503329667,22548469,c(477789.924600074, 3696769.80350754)
4670,4670,107661,478189.9246,3696769.804,0.576562344,22548467,c(478189.924600074, 3696769.80350754)
4671,4671,107662,478389.9246,3696769.804,0.615878412,22548467,c(478389.924600074, 3696769.80350754)
4672,4672,107668,479589.9246,3696769.804,0.531916808,22548481,c(479589.924600074, 3696769.80350754)
4673,4673,107669,479789.9246,3696769.804,0.432116788,22548481,c(479789.924600074, 3696769.80350754)
4674,4674,107670,479989.9246,3696769.804,0.368573143,22548461,c(479989.924600074, 3696769.80350754)
4675,4675,107671,480189.9246,3696769.804,0.399540046,22548473,c(480189.924600074, 3696769.80350754)
4676,4676,107672,480389.9246,3696769.804,0.426927307,22548473,c(480389.924600074, 3696769.80350754)
4677,4677,107673,480589.9246,3696769.804,0.295910409,22548473,c(480589.924600074, 3696769.80350754)
4678,4678,107674,480789.9246,3696769.804,0.606849315,22548473,c(480789.924600074, 3696769.80350754)
4679,4679,107682,482389.9246,3696769.804,0.301189881,22548475,c(482389.924600074, 3696769.80350754)
4680,4680,107693,484589.9246,3696769.804,0.101529847,22549103,c(484589.924600074, 3696769.80350754)
4681,4681,107694,484789.9246,3696769.804,0.100529947,22549103,c(484789.924600074, 3696769.80350754)
4682,4682,107794,504789.9246,3696769.804,0.126617338,22549595,c(504789.924600074, 3696769.80350754)
4683,4683,107815,508989.9246,3696769.804,0.207619238,22549617,c(508989.924600074, 3696769.80350754)
4684,4684,107816,509189.9246,3696769.804,0.210988901,22549617,c(509189.924600074, 3696769.80350754)
4685,4685,107817,509389.9246,3696769.804,0.247585241,22549617,c(509389.924600074, 3696769.80350754)
4686,4686,107834,512789.9246,3696769.804,0.184661534,22549643,c(512789.924600074, 3696769.80350754)
4687,4687,107835,512989.9246,3696769.804,0.18690131,22549643,c(512989.924600074, 3696769.80350754)
4688,4688,107836,513189.9246,3696769.804,0.194380562,22549643,c(513189.924600074, 3696769.80350754)
4689,4689,107851,516189.9246,3696769.804,0.766233377,22549593,c(516189.924600074, 3696769.80350754)
4690,4690,107882,522389.9246,3696769.804,0.47280272,22549597,c(522389.924600074, 3696769.80350754)
4691,4691,107886,523189.9246,3696769.804,0.376122388,22550571,c(523189.924600074, 3696769.80350754)
4692,4692,107887,523389.9246,3696769.804,0.395410459,22550571,c(523389.924600074, 3696769.80350754)
4693,4693,107905,526989.9246,3696769.804,0.247315268,22549611,c(526989.924600074, 3696769.80350754)
4694,4694,108184,445989.9246,3696569.804,0.974282572,20350963,c(445989.924600074, 3696569.80350754)
4695,4695,108244,457989.9246,3696569.804,0.16810319,20350977,c(457989.924600074, 3696569.80350754)
4696,4696,108245,458189.9246,3696569.804,0.162663734,20350977,c(458189.924600074, 3696569.80350754)
4697,4697,108246,458389.9246,3696569.804,0.154924508,20350977,c(458389.924600074, 3696569.80350754)
4698,4698,108247,458589.9246,3696569.804,0.147145285,20350977,c(458589.924600074, 3696569.80350754)
4699,4699,108248,458789.9246,3696569.804,0.069493051,20350945,c(458789.924600074, 3696569.80350754)
4700,4700,108249,458989.9246,3696569.804,0.079072093,20350945,c(458989.924600074, 3696569.80350754)
4701,4701,108256,460389.9246,3696569.804,0.049435056,20350969,c(460389.924600074, 3696569.80350754)
4702,4702,108257,460589.9246,3696569.804,0.04869513,20350969,c(460589.924600074, 3696569.80350754)
4703,4703,108260,461189.9246,3696569.804,0.023027697,20350969,c(461189.924600074, 3696569.80350754)
4704,4704,108271,463389.9246,3696569.804,0.041415858,20350969,c(463389.924600074, 3696569.80350754)
4705,4705,108272,463589.9246,3696569.804,0.055064494,20350969,c(463589.924600074, 3696569.80350754)
4706,4706,108305,470189.9246,3696569.804,0.865283472,22548471,c(470189.924600074, 3696569.80350754)
4707,4707,108338,476789.9246,3696569.804,0.891180882,22549107,c(476789.924600074, 3696569.80350754)
4708,4708,108343,477789.9246,3696569.804,0.469323068,22548469,c(477789.924600074, 3696569.80350754)
4709,4709,108344,477989.9246,3696569.804,0.422447755,22548469,c(477989.924600074, 3696569.80350754)
4710,4710,108345,478189.9246,3696569.804,0.476112389,22548467,c(478189.924600074, 3696569.80350754)
4711,4711,108346,478389.9246,3696569.804,0.537086291,22548483,c(478389.924600074, 3696569.80350754)
4712,4712,108347,478589.9246,3696569.804,0.59730027,22548483,c(478589.924600074, 3696569.80350754)
4713,4713,108348,478789.9246,3696569.804,0.59260074,22548483,c(478789.924600074, 3696569.80350754)
4714,4714,108349,478989.9246,3696569.804,0.647305269,22548483,c(478989.924600074, 3696569.80350754)
4715,4715,108351,479389.9246,3696569.804,0.492440756,22548481,c(479389.924600074, 3696569.80350754)
4716,4716,108352,479589.9246,3696569.804,0.401529847,22548481,c(479589.924600074, 3696569.80350754)
4717,4717,108358,480789.9246,3696569.804,0.356994301,22548473,c(480789.924600074, 3696569.80350754)
4718,4718,108359,480989.9246,3696569.804,0.343505649,22548473,c(480989.924600074, 3696569.80350754)
4719,4719,108360,481189.9246,3696569.804,0.242465753,22548475,c(481189.924600074, 3696569.80350754)
4720,4720,108361,481389.9246,3696569.804,0.490230977,22548475,c(481389.924600074, 3696569.80350754)
4721,4721,108362,481589.9246,3696569.804,0.584051595,22548475,c(481589.924600074, 3696569.80350754)
4722,4722,108363,481789.9246,3696569.804,0.171282872,22548475,c(481789.924600074, 3696569.80350754)
4723,4723,108364,481989.9246,3696569.804,0.169743026,22548475,c(481989.924600074, 3696569.80350754)
4724,4724,108365,482189.9246,3696569.804,0.163753625,22548475,c(482189.924600074, 3696569.80350754)
4725,4725,108366,482389.9246,3696569.804,0.185981402,22548475,c(482389.924600074, 3696569.80350754)
4726,4726,108367,482589.9246,3696569.804,0.199540046,22548475,c(482589.924600074, 3696569.80350754)
4727,4727,108368,482789.9246,3696569.804,0.101889811,22549103,c(482789.924600074, 3696569.80350754)
4728,4728,108373,483789.9246,3696569.804,0.158274173,22549103,c(483789.924600074, 3696569.80350754)
4729,4729,108374,483989.9246,3696569.804,0.095620438,22549103,c(483989.924600074, 3696569.80350754)
4730,4730,108375,484189.9246,3696569.804,0.104009599,22549103,c(484189.924600074, 3696569.80350754)
4731,4731,108376,484389.9246,3696569.804,0.122177782,22549103,c(484389.924600074, 3696569.80350754)
4732,4732,108377,484589.9246,3696569.804,0.080821918,22549103,c(484589.924600074, 3696569.80350754)
4733,4733,108437,496589.9246,3696569.804,0.153054695,20341455,c(496589.924600074, 3696569.80350754)
4734,4734,108438,496789.9246,3696569.804,0.148165183,20341455,c(496789.924600074, 3696569.80350754)
4735,4735,108498,508789.9246,3696569.804,0.28940106,22549617,c(508789.924600074, 3696569.80350754)
4736,4736,108499,508989.9246,3696569.804,0.19170083,22549617,c(508989.924600074, 3696569.80350754)
4737,4737,108519,512989.9246,3696569.804,0.155094491,22549643,c(512989.924600074, 3696569.80350754)
4738,4738,108520,513189.9246,3696569.804,0.14459554,22549643,c(513189.924600074, 3696569.80350754)
4739,4739,108535,516189.9246,3696569.804,0.779752025,22549621,c(516189.924600074, 3696569.80350754)
4740,4740,108536,516389.9246,3696569.804,0.716018398,22549621,c(516389.924600074, 3696569.80350754)
4741,4741,108564,521989.9246,3696569.804,0.422487751,22549627,c(521989.924600074, 3696569.80350754)
4742,4742,108565,522189.9246,3696569.804,0.42639736,22549627,c(522189.924600074, 3696569.80350754)
4743,4743,108566,522389.9246,3696569.804,0.372442756,22549597,c(522389.924600074, 3696569.80350754)
4744,4744,108567,522589.9246,3696569.804,0.38810119,22549631,c(522589.924600074, 3696569.80350754)
4745,4745,108568,522789.9246,3696569.804,0.419868013,22550571,c(522789.924600074, 3696569.80350754)
4746,4746,108569,522989.9246,3696569.804,0.43659634,22550571,c(522989.924600074, 3696569.80350754)
4747,4747,108570,523189.9246,3696569.804,0.408679132,22550571,c(523189.924600074, 3696569.80350754)
4748,4748,108589,526989.9246,3696569.804,0.147675232,22549611,c(526989.924600074, 3696569.80350754)
4749,4749,108867,445789.9246,3696369.804,0.983781622,20350965,c(445789.924600074, 3696369.80350754)
4750,4750,108868,445989.9246,3696369.804,0.992360764,20350963,c(445989.924600074, 3696369.80350754)
4751,4751,108909,454189.9246,3696369.804,0.535516448,20350961,c(454189.924600074, 3696369.80350754)
4752,4752,108910,454389.9246,3696369.804,0.352724728,20350957,c(454389.924600074, 3696369.80350754)
4753,4753,108913,454989.9246,3696369.804,0.150234977,20350953,c(454989.924600074, 3696369.80350754)
4754,4754,108926,457589.9246,3696369.804,0.145185481,20350977,c(457589.924600074, 3696369.80350754)
4755,4755,108927,457789.9246,3696369.804,0.126507349,20350977,c(457789.924600074, 3696369.80350754)
4756,4756,108928,457989.9246,3696369.804,0.115178482,20350977,c(457989.924600074, 3696369.80350754)
4757,4757,108929,458189.9246,3696369.804,0.136966303,20350977,c(458189.924600074, 3696369.80350754)
4758,4758,108944,461189.9246,3696369.804,0.049065093,20350969,c(461189.924600074, 3696369.80350754)
4759,4759,108945,461389.9246,3696369.804,0.020447955,20350969,c(461389.924600074, 3696369.80350754)
4760,4760,108946,461589.9246,3696369.804,0.039116088,20350969,c(461589.924600074, 3696369.80350754)
4761,4761,108953,462989.9246,3696369.804,0.035406459,20350969,c(462989.924600074, 3696369.80350754)
4762,4762,108954,463189.9246,3696369.804,0.022487751,20350969,c(463189.924600074, 3696369.80350754)
4763,4763,108955,463389.9246,3696369.804,0.027027297,20350969,c(463389.924600074, 3696369.80350754)
4764,4764,108989,470189.9246,3696369.804,0.768723128,22548487,c(470189.924600074, 3696369.80350754)
4765,4765,108990,470389.9246,3696369.804,0.94729527,22548487,c(470389.924600074, 3696369.80350754)
4766,4766,109022,476789.9246,3696369.804,0.920537946,22549107,c(476789.924600074, 3696369.80350754)
4767,4767,109031,478589.9246,3696369.804,0.514248575,22548483,c(478589.924600074, 3696369.80350754)
4768,4768,109032,478789.9246,3696369.804,0.545465453,22548483,c(478789.924600074, 3696369.80350754)
4769,4769,109033,478989.9246,3696369.804,0.523057694,22548483,c(478989.924600074, 3696369.80350754)
4770,4770,109034,479189.9246,3696369.804,0.492780722,22548481,c(479189.924600074, 3696369.80350754)
4771,4771,109035,479389.9246,3696369.804,0.342825717,22548481,c(479389.924600074, 3696369.80350754)
4772,4772,109052,482789.9246,3696369.804,0.131436856,22549103,c(482789.924600074, 3696369.80350754)
4773,4773,109053,482989.9246,3696369.804,0.190280972,22549103,c(482989.924600074, 3696369.80350754)
4774,4774,109054,483189.9246,3696369.804,0.127507249,22549103,c(483189.924600074, 3696369.80350754)
4775,4775,109055,483389.9246,3696369.804,0.147615238,22549103,c(483389.924600074, 3696369.80350754)
4776,4776,109056,483589.9246,3696369.804,0.104049595,22549103,c(483589.924600074, 3696369.80350754)
4777,4777,109057,483789.9246,3696369.804,0.090820918,22549103,c(483789.924600074, 3696369.80350754)
4778,4778,109058,483989.9246,3696369.804,0.095280472,22549103,c(483989.924600074, 3696369.80350754)
4779,4779,109059,484189.9246,3696369.804,0.119708029,22549103,c(484189.924600074, 3696369.80350754)
4780,4780,109115,495389.9246,3696369.804,0.072362764,20341495,c(495389.924600074, 3696369.80350754)
4781,4781,109182,508789.9246,3696369.804,0.178412159,22549617,c(508789.924600074, 3696369.80350754)
4782,4782,109202,512789.9246,3696369.804,0.228437156,22549643,c(512789.924600074, 3696369.80350754)
4783,4783,109203,512989.9246,3696369.804,0.140665933,22549643,c(512989.924600074, 3696369.80350754)
4784,4784,109220,516389.9246,3696369.804,0.568223178,22549621,c(516389.924600074, 3696369.80350754)
4785,4785,109221,516589.9246,3696369.804,0.654934507,22549621,c(516589.924600074, 3696369.80350754)
4786,4786,109246,521589.9246,3696369.804,0.472682732,22549627,c(521589.924600074, 3696369.80350754)
4787,4787,109247,521789.9246,3696369.804,0.439216078,22549627,c(521789.924600074, 3696369.80350754)
4788,4788,109248,521989.9246,3696369.804,0.370282972,22549627,c(521989.924600074, 3696369.80350754)
4789,4789,109249,522189.9246,3696369.804,0.3239976,22549631,c(522189.924600074, 3696369.80350754)
4790,4790,109250,522389.9246,3696369.804,0.350584942,22549631,c(522389.924600074, 3696369.80350754)
4791,4791,109273,526989.9246,3696369.804,0.163263674,22549611,c(526989.924600074, 3696369.80350754)
4792,4792,109274,527189.9246,3696369.804,0.157554245,22549611,c(527189.924600074, 3696369.80350754)
4793,4793,109550,445589.9246,3696169.804,0.884381562,20350965,c(445589.924600074, 3696169.80350754)
4794,4794,109551,445789.9246,3696169.804,0.971092891,20350963,c(445789.924600074, 3696169.80350754)
4795,4795,109592,453989.9246,3696169.804,0.313568643,20350971,c(453989.924600074, 3696169.80350754)
4796,4796,109593,454189.9246,3696169.804,0.688941106,20350971,c(454189.924600074, 3696169.80350754)
4797,4797,109630,461589.9246,3696169.804,0.01669833,20350969,c(461589.924600074, 3696169.80350754)
